_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
herroepen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.13865867160147327	0.11335781964946368	NA	NA	BOW	nobound	743	all	5_5	1	no	FOC	377	nav	4_4	236	herroepen	0.26687620853925853
herroepen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.16444506165572956	0.13564115829990142	NA	NA	BOW	nobound	743	all	5_5	1	no	FOC	743	all	4_4	236	herroepen	0.25398207968081915
herroepen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15397036420820812	0.09762886647705502	NA	NA	BOW	nobound	270	lex	3_3	1	weight	5000	5000	nav	4_4	229	herroepen	0.25811569969146725
herroepen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.19102315824115867	0.09164179450670343	NA	NA	BOW	nobound	270	lex	3_3	1	weight	5000	5000	all	4_4	229	herroepen	0.27438340324649446
herroepen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15916535757604636	0.11678681838061454	NA	NA	BOW	nobound	270	lex	3_3	1	weight	FOC	191	nav	4_4	229	herroepen	0.2788304163721569
herroepen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.15083357102178668	0.10531119403094273	NA	NA	BOW	nobound	270	lex	3_3	1	weight	FOC	270	all	4_4	229	herroepen	0.27879565390526206
herroepen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.14773460419015227	0.1697146175395883	NA	NA	BOW	nobound	270	lex	3_3	1	selection	5000	5000	nav	4_4	229	herroepen	0.25937326104787795
herroepen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.18587725731087743	0.1407053219681568	NA	NA	BOW	nobound	270	lex	3_3	1	selection	5000	5000	all	4_4	229	herroepen	0.27345076855172973
herroepen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1380142048771971	0.15742674059037545	NA	NA	BOW	nobound	270	lex	3_3	1	selection	FOC	191	nav	4_4	229	herroepen	0.27312343043224635
herroepen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.13209344828224237	0.145332547699891	NA	NA	BOW	nobound	270	lex	3_3	1	selection	FOC	270	all	4_4	229	herroepen	0.27552962836736433
herroepen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.1592362801246139	0.20326691160729637	NA	NA	BOW	nobound	314	lex	3_3	1	no	5000	5000	nav	4_4	233	herroepen	0.27151108842315924
herroepen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.20085471774337413	0.17088766147094367	NA	NA	BOW	nobound	314	lex	3_3	1	no	5000	5000	all	4_4	233	herroepen	0.2751809434416773
herroepen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1451234308934122	0.18084598444515604	NA	NA	BOW	nobound	314	lex	3_3	1	no	FOC	222	nav	4_4	233	herroepen	0.2770326793619494
herroepen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1444625204112484	0.17574564819714217	NA	NA	BOW	nobound	314	lex	3_3	1	no	FOC	314	all	4_4	233	herroepen	0.27186954369648453
herroepen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.08980156795348111	0.13668726361368647	NA	NA	BOW	nobound	368	all	3_3	1	weight	5000	5000	nav	4_4	236	herroepen	0.2632381590532439
herroepen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.1818837733168406	0.11063520210553326	NA	NA	BOW	nobound	368	all	3_3	1	weight	5000	5000	all	4_4	236	herroepen	0.2771080986812531
herroepen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.0941018492589489	0.15682991669364565	NA	NA	BOW	nobound	368	all	3_3	1	weight	FOC	191	nav	4_4	236	herroepen	0.27655011904118265
herroepen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.08815154165224676	0.1481775334058132	NA	NA	BOW	nobound	368	all	3_3	1	weight	FOC	368	all	4_4	236	herroepen	0.26894040878366987
herroepen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.05884837470608196	0.2694323998481495	NA	NA	BOW	nobound	368	all	3_3	1	selection	5000	5000	nav	4_4	236	herroepen	0.2422216003885486
herroepen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.004600367718131719	0.2815664291257626	NA	NA	BOW	nobound	368	all	3_3	1	selection	5000	5000	all	4_4	236	herroepen	0.2693623987510555
herroepen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.0036822478408062524	0.20703229386513272	NA	NA	BOW	nobound	368	all	3_3	1	selection	FOC	191	nav	4_4	236	herroepen	0.26114969312525804
herroepen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.009726479415294607	0.20317743853629547	NA	NA	BOW	nobound	368	all	3_3	1	selection	FOC	368	all	4_4	236	herroepen	0.25528205348855276
herroepen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.1164534477677525	0.2775451867138893	NA	NA	BOW	nobound	451	all	3_3	1	no	5000	5000	nav	4_4	236	herroepen	0.25124915761473715
herroepen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.07675382449653723	0.35232206350021383	NA	NA	BOW	nobound	451	all	3_3	1	no	5000	5000	all	4_4	236	herroepen	0.2775294300225218
herroepen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.04038856282629231	0.2203685931436439	NA	NA	BOW	nobound	451	all	3_3	1	no	FOC	222	nav	4_4	236	herroepen	0.2611374319002897
herroepen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.03957947661668164	0.23414652652716547	NA	NA	BOW	nobound	451	all	3_3	1	no	FOC	451	all	4_4	236	herroepen	0.25029618811498616
herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	-0.05274966419899935	-0.1628389724868431	NA	group1	dependency	bound	173	NA	NA	1	weight	5000	5000	nav	4_4	205	herroepen	0.23092083117438936
herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	-0.08686918223507775	-0.19281553930165274	NA	group1	dependency	bound	173	NA	NA	1	weight	5000	5000	all	4_4	205	herroepen	0.2557258640157103
herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06711215435864015	-0.21989883741115862	NA	group1	dependency	bound	173	NA	NA	1	weight	FOC	83	nav	4_4	205	herroepen	0.2571542864522385
herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	-0.05016486401994886	-0.19676858323382457	NA	group1	dependency	bound	173	NA	NA	1	weight	FOC	173	all	4_4	205	herroepen	0.24420860410597428
herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	-0.0165791254382023	-0.18473640469476327	NA	group1	dependency	bound	173	NA	NA	1	selection	5000	5000	nav	4_4	205	herroepen	0.2309789193631351
herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	-0.06004916143914375	-0.204677350225756	NA	group1	dependency	bound	173	NA	NA	1	selection	5000	5000	all	4_4	205	herroepen	0.2574537271072211
herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	-0.03536539744135796	-0.23124893997248921	NA	group1	dependency	bound	173	NA	NA	1	selection	FOC	83	nav	4_4	205	herroepen	0.25703198299974495
herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	-0.015777955941116126	-0.2093292583795488	NA	group1	dependency	bound	173	NA	NA	1	selection	FOC	173	all	4_4	205	herroepen	0.243865191202822
herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.016848209119100746	-0.24036243659210607	NA	group1	dependency	bound	236	NA	NA	1	no	5000	5000	nav	4_4	224	herroepen	0.23598887099860488
herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	-0.01830146234699985	-0.2863514665759095	NA	group1	dependency	bound	236	NA	NA	1	no	5000	5000	all	4_4	224	herroepen	0.2595484377095691
herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	0.005293548189741721	-0.2605480876101161	NA	group1	dependency	bound	236	NA	NA	1	no	FOC	101	nav	4_4	224	herroepen	0.26223125504307526
herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.011808192350139628	-0.2370160886733693	NA	group1	dependency	bound	236	NA	NA	1	no	FOC	236	all	4_4	224	herroepen	0.2593094024996885
herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	-0.046973464885517374	-0.14454148370873784	NA	group2	dependency	bound	231	NA	NA	1	weight	5000	5000	nav	4_4	230	herroepen	0.2323278695422062
herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	-0.08818936698876421	-0.17738211648637847	NA	group2	dependency	bound	231	NA	NA	1	weight	5000	5000	all	4_4	230	herroepen	0.26337180716029196
herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05141520445127313	-0.1785697877810627	NA	group2	dependency	bound	231	NA	NA	1	weight	FOC	126	nav	4_4	230	herroepen	0.23653704461416256
herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	-0.04176992510342518	-0.16086811587641464	NA	group2	dependency	bound	231	NA	NA	1	weight	FOC	231	all	4_4	230	herroepen	0.2355993966109058
herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.06085756908317278	-0.18743576273692406	NA	group2	dependency	bound	231	NA	NA	1	selection	5000	5000	nav	4_4	230	herroepen	0.23272245984196716
herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	-0.042423833888475405	-0.19694975882454288	NA	group2	dependency	bound	231	NA	NA	1	selection	5000	5000	all	4_4	230	herroepen	0.2620069021838575
herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.019295700318624553	-0.17348968511186702	NA	group2	dependency	bound	231	NA	NA	1	selection	FOC	126	nav	4_4	230	herroepen	0.2504081932398981
herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.02020129871795953	-0.16193664053118884	NA	group2	dependency	bound	231	NA	NA	1	selection	FOC	231	all	4_4	230	herroepen	0.24538996836539925
herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.09043491439252999	-0.18726173585372013	NA	group2	dependency	bound	329	NA	NA	1	no	5000	5000	nav	4_4	232	herroepen	0.24234243731203317
herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	-0.012497870103006481	-0.24762014110721697	NA	group2	dependency	bound	329	NA	NA	1	no	5000	5000	all	4_4	232	herroepen	0.255388858360586
herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.05149903118541515	-0.17632307040963424	NA	group2	dependency	bound	329	NA	NA	1	no	FOC	170	nav	4_4	232	herroepen	0.25504434801190357
herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.048014653761824615	-0.1688940433371188	NA	group2	dependency	bound	329	NA	NA	1	no	FOC	329	all	4_4	232	herroepen	0.2508103157818181
herroepen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	-0.02048172105540104	-0.11338631627544002	selection2	NA	dependency	bound	290	NA	NA	1	weight	5000	5000	nav	4_4	236	herroepen	0.2311932516860682
herroepen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	-0.07378194815460591	-0.16456548346761896	selection2	NA	dependency	bound	290	NA	NA	1	weight	5000	5000	all	4_4	236	herroepen	0.25665438449893024
herroepen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.031833900108969006	-0.12876910220435248	selection2	NA	dependency	bound	290	NA	NA	1	weight	FOC	161	nav	4_4	236	herroepen	0.24191331960720422
herroepen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	-0.01602685546010988	-0.11918481871827828	selection2	NA	dependency	bound	290	NA	NA	1	weight	FOC	290	all	4_4	236	herroepen	0.23092385702008078
herroepen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.1711931058439274	-0.11394761067341937	selection2	NA	dependency	bound	290	NA	NA	1	selection	5000	5000	nav	4_4	236	herroepen	0.2579381436356264
herroepen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.0880582028683699	-0.16846177852133903	selection2	NA	dependency	bound	290	NA	NA	1	selection	5000	5000	all	4_4	236	herroepen	0.26584788882682747
herroepen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.0889856072461504	-0.12850515535608548	selection2	NA	dependency	bound	290	NA	NA	1	selection	FOC	161	nav	4_4	236	herroepen	0.253130544918482
herroepen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.0913069755132917	-0.11789213189350425	selection2	NA	dependency	bound	290	NA	NA	1	selection	FOC	290	all	4_4	236	herroepen	0.24379535026012233
herroepen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.2363430425876085	-0.1237656693063884	selection2	NA	dependency	bound	451	NA	NA	1	no	5000	5000	nav	4_4	236	herroepen	0.24688682036756146
herroepen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.20141016644138557	-0.22924581874472671	selection2	NA	dependency	bound	451	NA	NA	1	no	5000	5000	all	4_4	236	herroepen	0.26775696551243494
herroepen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.14129688914678928	-0.13533171216979845	selection2	NA	dependency	bound	451	NA	NA	1	no	FOC	239	nav	4_4	236	herroepen	0.2544020153424562
herroepen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.14168366950776545	-0.13229200948622638	selection2	NA	dependency	bound	451	NA	NA	1	no	FOC	451	all	4_4	236	herroepen	0.24852842955265375
herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	-0.012806953404893554	-0.10960000144877859	selection3	NA	dependency	bound	383	NA	NA	1	weight	5000	5000	nav	4_4	236	herroepen	0.2332085534243191
herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	-0.07383317782507227	-0.17819773756462345	selection3	NA	dependency	bound	383	NA	NA	1	weight	5000	5000	all	4_4	236	herroepen	0.25439540893068346
herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.01976156678118932	-0.1226232540278005	selection3	NA	dependency	bound	383	NA	NA	1	weight	FOC	214	nav	4_4	236	herroepen	0.24274663093574614
herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	-0.009552211046221464	-0.12354811001404349	selection3	NA	dependency	bound	383	NA	NA	1	weight	FOC	383	all	4_4	236	herroepen	0.2360354606822169
herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.20617222366945331	-0.09497978145931105	selection3	NA	dependency	bound	383	NA	NA	1	selection	5000	5000	nav	4_4	236	herroepen	0.2448204996680381
herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.15760371759300654	-0.18586824201885888	selection3	NA	dependency	bound	383	NA	NA	1	selection	5000	5000	all	4_4	236	herroepen	0.2654896289869898
herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.13054563129188115	-0.11322856531652417	selection3	NA	dependency	bound	383	NA	NA	1	selection	FOC	214	nav	4_4	236	herroepen	0.25397866050460133
herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.13430655869766606	-0.10676810852664355	selection3	NA	dependency	bound	383	NA	NA	1	selection	FOC	383	all	4_4	236	herroepen	0.25219168227848043
herroepen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.3003835720217092	-0.14467808110543137	selection3	NA	dependency	bound	681	NA	NA	1	no	5000	5000	nav	4_4	236	herroepen	0.23791420014654113
herroepen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.3274890783210052	-0.23686404441444428	selection3	NA	dependency	bound	681	NA	NA	1	no	5000	5000	all	4_4	236	herroepen	0.2593634020523871
herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.2237524866972016	-0.14567819030757018	selection3	NA	dependency	bound	681	NA	NA	1	no	FOC	360	nav	4_4	236	herroepen	0.25203150335174523
herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.2189535059189478	-0.14567854535948638	selection3	NA	dependency	bound	681	NA	NA	1	no	FOC	681	all	4_4	236	herroepen	0.24646323777381363
herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	-0.012806953404893554	-0.10960000144877859	weight	NA	dependency	bound	383	NA	NA	1	weight	5000	5000	nav	4_4	236	herroepen	0.2332085534243191
herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	-0.07383317782507227	-0.17819773756462345	weight	NA	dependency	bound	383	NA	NA	1	weight	5000	5000	all	4_4	236	herroepen	0.25439540893068346
herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	-0.01976156678118932	-0.1226232540278005	weight	NA	dependency	bound	383	NA	NA	1	weight	FOC	214	nav	4_4	236	herroepen	0.24274663093574614
herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	-0.009552211046221464	-0.12354811001404349	weight	NA	dependency	bound	383	NA	NA	1	weight	FOC	383	all	4_4	236	herroepen	0.2360354606822169
herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.16474388946369367	-0.09376241645917587	weight	NA	dependency	bound	383	NA	NA	1	selection	5000	5000	nav	4_4	236	herroepen	0.2426899259655316
herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.1016307491858226	-0.15961714220097026	weight	NA	dependency	bound	383	NA	NA	1	selection	5000	5000	all	4_4	236	herroepen	0.2620682540405762
herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.0930107201382496	-0.10021604074956575	weight	NA	dependency	bound	383	NA	NA	1	selection	FOC	214	nav	4_4	236	herroepen	0.2505715332576274
herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.09743241278521421	-0.10044937435353826	weight	NA	dependency	bound	383	NA	NA	1	selection	FOC	383	all	4_4	236	herroepen	0.24575800684964125
herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.23892122641854072	-0.1261711520116516	weight	NA	dependency	bound	681	NA	NA	1	no	5000	5000	nav	4_4	236	herroepen	0.23894659369742696
herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.23098401150159031	-0.23293720998898038	weight	NA	dependency	bound	681	NA	NA	1	no	5000	5000	all	4_4	236	herroepen	0.25577253992365717
herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.1602535806024712	-0.12063581146443085	weight	NA	dependency	bound	681	NA	NA	1	no	FOC	360	nav	4_4	236	herroepen	0.25239308208299943
herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.15707494865471217	-0.12644308307942403	weight	NA	dependency	bound	681	NA	NA	1	no	FOC	681	all	4_4	236	herroepen	0.24729037608773638
