	id	left	target	right	file
0	hef/verb/nrc_handelsblad_20040304_133/234	"voor een onderduikadres gezorgd , in Normandië . Daar kwam hij vandaan . 	 Nu"	heft	ze haar handen , in een mengeling van wanhoop en schuldbesef . Hoe hadden ze	nrc_handelsblad_20040304_133
1	hef/verb/nrc_handelsblad_20010407_58/79	, mits de minister maar van zijn plan afziet statiegeld op blikjes en flesjes te	heffen	, zo maakte het deze week bekend . Honderd miljoen gulden is het bedrijfsleven het	nrc_handelsblad_20010407_58
2	hef/verb/nrc_handelsblad_20011009_95/250	land waar de onderneming is gevestigd ) . Als in het buitenland minder winstbelasting wordt	geheven	, behaalt de houder van de deelneming een fiscaal voordeel . De regeling , die	nrc_handelsblad_20011009_95
3	hef/verb/nrc_handelsblad_20020112_120/301	kant ' een moderne gym , met gewichten van beton en bankjes om ze te	heffen	. Daartegenover , in de ` SM-hoek ' , staan een houten kruis , een	nrc_handelsblad_20020112_120
4	hef/verb/nrc_handelsblad_19990122_143/133	bijna dertig gulden ) , het hoogste toegangstarief dat ooit voor een Londense tentoonstelling is	geheven	. Als de Britten , gewend aan gratis staatsmusea , bereid zijn zo'n bedrag te	nrc_handelsblad_19990122_143
5	hef/verb/nrc_handelsblad_20000111_75/53	"economie en zo financier ik mezelf . 	 Castaño verklaarde standaard veertig procent belasting te"	heffen	van boertjes die coca verbouwen . Dat zowel de linkse als rechtse paramilitairen in Colombia	nrc_handelsblad_20000111_75
6	hef/verb/nrc_handelsblad_20001014_63/458	bij elke rekening de zakelijke kosten apart moeten optellen , anders wordt er loonbelasting over	geheven	. Goed nieuws voor de KPN en voor de mobiele telefonie . De KPN vraagt	nrc_handelsblad_20001014_63
7	hef/verb/nrc_handelsblad_20001102_101/237	' Het was uiteindelijk ook leuk . Maar als Ester toekomstige danseressen mag waarschuwen ,	heft	"ze haar handen ten hemel en verzucht : 	 Laat je niet gek maken door"	nrc_handelsblad_20001102_101
8	hef/verb/nrc_handelsblad_20000323_167/678	de centrale overheid geheven MRB het lastdier voor de enige provinciale belasting , die wordt	geheven	in de vorm van ` opcenten ' die per provincie licht verschillen . Het zal	nrc_handelsblad_20000323_167
9	hef/verb/nrc_handelsblad_20040220_177/52	"de Libische dictator Gaddafi bezit een deel van de Italiaanse centrale bank . 	 Hij"	heft	"zijn armen : 	 God ! Als je me hoort , kom naar beneden ."	nrc_handelsblad_20040220_177
10	hef/verb/nrc_handelsblad_20001127_50/394	. Tijdens de afgesproken overgangsperiode zullen twee regimes gelden : enkele lidstaten gaan al bronbelasting	heffen	over spaargeld van buitenlandse spaarders , andere lidstaten verschaffen slechts informatie over de totale hoeveelheid	nrc_handelsblad_20001127_50
11	hef/verb/nrc_handelsblad_20020223_36/443	8 euro . Een verschil met de uitgaansgelegenheden aan Stratumseind waar bijna nergens entree wordt	geheven	. Maar niet alleen bij De Rechter is de entree aan de prijs . Sinds	nrc_handelsblad_20020223_36
12	hef/verb/nrc_handelsblad_20020415_73/616	IBM , dat ook technologie voor de netinfrastructuur maakt , in de toekomst tol gaan	heffen	. Als de nieuwe protocollen standaarden worden , gaat een groot deel van het internetverkeer	nrc_handelsblad_20020415_73
13	hef/verb/nrc_handelsblad_20020503_110/371	het 30 procentstarief , dat zij op de import van een aantal soorten staal hebben	geheven	om de binnenlandse industrie tegen dumping te beschermen , strijdig is met de WTO-regels .	nrc_handelsblad_20020503_110
14	hef/verb/nrc_handelsblad_19991002_31/1593	op een andere manier het gebruik van de weg belasten , kilometers tellen , tol	heffen	"- de mogelijkheden om de ingebouwde chip te benutten zijn vrijwel onbeperkt . 	 Maar"	nrc_handelsblad_19991002_31
15	hef/verb/nrc_handelsblad_20001004_116/161	. En met acteurs die zo verzenuwd mogelijk spelen . Saskia Temmink als de dochter	heft	dwingend haar handen alsof ze van de hemel zegen inplaats van regen eist ; Olga	nrc_handelsblad_20001004_116
16	hef/verb/nrc_handelsblad_20040324_11/337	moet beoordelen of dat verbod in strijd is met de grondwet . Een aantal deelstaten	heft	collegegeld na overschrijding van de reguliere studieduur van vijftien semesters . Vier robots tonen hun	nrc_handelsblad_20040324_11
17	hef/verb/nrc_handelsblad_20010607_123/77	om hogere tarieven te rekenen op drukke wegen , bijvoorbeeld tijdens de spits . Het	heffen	van verschillende tarieven op verschillende wegen , op rustige dan wel drukke uren , moet	nrc_handelsblad_20010607_123
18	hef/verb/nrc_handelsblad_19991115_115/553	hun beste beentje voor . Bij de afslag van Düzce wordt dit keer geen tol	geheven	. En bij het staatsziekenhuis staat een lange rij ambulances die laat zien dat alle	nrc_handelsblad_19991115_115
19	hef/verb/nrc_handelsblad_20010301_71/264	bijvoorbeeld computers of software blijven uit . Op salarissen wordt tien procent ` solidariteitsbelasting '	geheven	", terwijl het Palestijnse bestuur steeds vaker ongedekte cheques uitschrijft . 	 We moeten onze"	nrc_handelsblad_20010301_71
20	hef/verb/nrc_handelsblad_20001102_56/63	. De EU had van de WTO toestemming gekregen om vanaf 1 oktober sancties te	heffen	ter waarde van 4 miljard dollar . Brussel toonde zich daarop bereid om Washington nog	nrc_handelsblad_20001102_56
21	hef/verb/nrc_handelsblad_20000810_102/5	De heer des huizes	hief	"afgelopen zondagmiddag zijn handen ten hemel . 	 Houdt dat geblèr dan nooit op 	"	nrc_handelsblad_20000810_102
