	id	left	target	right	file
0	herken/verb/nrc_handelsblad_20011204_994/18	na het zien van de schedel in ieder geval nooit het gezicht van Rowena Rikkers	herkend	"	 , aldus schoolhoofd De Zeeuw"	nrc_handelsblad_20011204_994
1	herken/verb/nrc_handelsblad_20020918_15/103	aan . Tijdens de kabinetten-Kok werd gekozen voor een slot waarin ook agnosten zich konden	herkennen	". Bovendien maakte de passage in 	 het vertrouwen dat velen met mij u wijsheid"	nrc_handelsblad_20020918_15
2	herken/verb/nrc_handelsblad_20030507_97/123	"zijn tijd bespot , veracht en weggeworpen werd 	 . En in dat verworpen zijn"	herkende	zijn aanhang zich ook weer . Historicus Henk te Velde zag parallellen met het messianisme	nrc_handelsblad_20030507_97
3	herken/verb/nrc_handelsblad_20010517_174/93	. Vogels en een verbaasde eekhoorn zijn mijn gezelschap . Er is niemand . Ik	herken	de zwartstenen leeuwen van een foto eind jaren veertig - de leeuwen staan ter weerszijden	nrc_handelsblad_20010517_174
4	herken/verb/nrc_handelsblad_20031213_52/231	kind , ` verloofd met het verdriet ' zoals zij zichzelf in een Hongaarse dichtregel	herkende	. Op haar vijftiende kreeg zij een eenvoudige boxcamera cadeau , een Kodak Brownie .	nrc_handelsblad_20031213_52
5	herken/verb/nrc_handelsblad_20010510_154/50	Jane , heeft het werk van Edgar Allan Poe gelezen , daar van alles in	herkend	en nu wil hij zijn passie voor de negentiende-eeuwse vader van het horrorgenre in de	nrc_handelsblad_20010510_154
6	herken/verb/nrc_handelsblad_20001028_138/481	vele bijbaantjes in GTST ) . Op filmpremières zien we Grolsch-proostende soapie's die alleen zichzelf	herkennen	. Daarna komen reportages over wat ze dragen , dronken en wie ze beklommen .	nrc_handelsblad_20001028_138
7	herken/verb/nrc_handelsblad_20040528_190/48	Zoiets heet een verwaande trut begiftigd met een brein . ' Wie Houellebecq heeft gelezen	herkent	de tirades tegen de vrouw , tegen de soixante-huitards , de jaren zestig , en	nrc_handelsblad_20040528_190
8	herken/verb/nrc_handelsblad_20000913_0/163	haar hersenpan te bereiken , maar dit resultaat overtrof zelfs mijn stoutste dromen . Ik	herkende	weliswaar haar rondingen , sensuele mond , geur en kleur van heur haar ; desondanks	nrc_handelsblad_20000913_0
9	herken/verb/nrc_handelsblad_20011101_57/58	Dit is gedaan op verzoek van blinden en slechtzienden , die de biljetten gemakkelijker kunnen	herkennen	door de verschillen in grootte . De grootste eurobiljetten , die van 82 mm ,	nrc_handelsblad_20011101_57
