	id	left	target	right	file
0	haak/verb/nrc_handelsblad_20000526_83/459	geen engel . Soms kan ze het niet laten Neeltje te pesten , aan te	haken	bij haar angstige fantasieën . Poezelig gedoe van volwassenen , in de trant van `	nrc_handelsblad_20000526_83
1	haak/verb/nrc_handelsblad_20040331_84/66	in de hand treffen de exen elkaar op het balkon , alleen . Hun ogen	haken	zich in elkaar vast , ze omhelzen elkaar en beiden tonen diepe spijt van de	nrc_handelsblad_20040331_84
2	haak/verb/nrc_handelsblad_20000523_11/537	afdoen en kreeg een genadeloos pak slaag . Kampbewakers stonden er bij te lachen en	haakten	hem pootje toen hij duizelig door de kamer strompelde . Na afloop van de afranseling	nrc_handelsblad_20000523_11
3	haak/verb/nrc_handelsblad_20020912_62/605	meer tijd vergen dan Bomhoff met zijn vliegende haast suggereert . Er zijn nog meer	haken	en ogen , weten de praktijkmensen . Zo is het allerminst duidelijk wat de werkelijke	nrc_handelsblad_20020912_62
4	haak/verb/nrc_handelsblad_20010203_73/1589	wordt veel gevist met long-lines , lijnen vol vishaken waaraan massa's albatrossen en andere zeevogels	haken	die vervolgens onder water worden getrokken en verdrinken . ` ` Op open zee kun	nrc_handelsblad_20010203_73
5	haak/verb/nrc_handelsblad_20001027_124/622	uit . Van de Nederlandse vrouwen konden Indonesische vrouwen , voor zover ze naar verandering	haakten	, weinig steun verwachten . Hun witte zusters toonden bitter weinig solidariteit met de Indonesische	nrc_handelsblad_20001027_124
6	haak/verb/nrc_handelsblad_20000525_122/619	laat kun je doorfeesten zonder voor overlast te zorgen ? Regels en wetten zijn ook	haken	en ogen : voldoet het pand wel aan de brandveiligheidsvoorschriften ? Is een vergunning nodig	nrc_handelsblad_20000525_122
7	haak/verb/nrc_handelsblad_20000129_134/451	Borges houdt het er bescheiden en passief op dat ` art happens ' . Toch	haakt	hij naar ordening in de chaos . Naarmate hij ouder werd , kreeg de ethicus	nrc_handelsblad_20000129_134
8	haak/verb/nrc_handelsblad_20030722_69/355	de laatste beklimming van de rit naar Luz Ardiden , nadat zijn stuur was blijven	haken	achter het linnen zakje van een toeschouwer , leek gisteren een einde te maken aan	nrc_handelsblad_20030722_69
9	haak/verb/nrc_handelsblad_20011022_104/251	huiskamer , waarin het meubilair op wonderlijke wijze , dankzij gefiguurzaagde openingen , in elkaar	haakt	. Het is een wat luimige verwijzing naar de levens van deze mensen die juist	nrc_handelsblad_20011022_104
10	haak/verb/nrc_handelsblad_20031218_128/8	Denk je , totdat het oog blijft	haken	aan een detail . Die sigarettenpeuken in hun asbak zijn erg stijf van vorm .	nrc_handelsblad_20031218_128
11	haak/verb/nrc_handelsblad_20000219_63/214	het noteren van Beobachtungen und Gedanken beim Besuch . Na een tijdje puzzelen bleven we	haken	aan Hertel Hans , graf 50 , rij 2 , geboren op 16-03-1912 , gesneuveld	nrc_handelsblad_20000219_63
12	haak/verb/nrc_handelsblad_20010418_96/362	de buren loeren naar de ontwikkelingen , is het tenslotte niet veel beter . Ma	haakt	eindeloos aan haar kleedjes , pa trekt zich af bij de pornoblaadjes in de werkplaats	nrc_handelsblad_20010418_96
13	haak/verb/nrc_handelsblad_20010308_222/26	oogt modern . Maar beneden , tussen de betonnen pijlers , is de tijd blijven	haken	. Mannen vissen vanuit een uitgeholde boomstam of gewoon staand in het water . Op	nrc_handelsblad_20010308_222
14	haak/verb/nrc_handelsblad_20030711_86/115	lukte er onderdoor te kruipen . Vooral niet omdat mijn rugzak aan het prikkeldraad bleef	haken	. Ik raakte in paniek en voelde de stierenhorens al in mijn billen prikken .	nrc_handelsblad_20030711_86
15	haak/verb/nrc_handelsblad_20030718_04/335	Maar aan een biografie die vooral op het werk is gebaseerd , zitten nogal wat	haken	en ogen . Het begint ermee dat je allerlei discussies krijgt over de vraag hoe	nrc_handelsblad_20030718_04
16	haak/verb/nrc_handelsblad_19991221_116/101	moeder losgekomen , toch hoopt zij nog altijd dat hij aan iemand zal blijven `	haken	' . Als er op een dag een nieuw buurmeisje komt wonen slaat haar fantasie	nrc_handelsblad_19991221_116
17	haak/verb/nrc_handelsblad_20000828_76/127	. Het plaatje erbij is dat van een handvol mannen dat met gesloten ogen zwetend	haakt	naar wat in het programmablad de ` Goddelijke Aanwezigheid ' wordt genoemd . Vooral de	nrc_handelsblad_20000828_76
18	haak/verb/nrc_handelsblad_20010108_91/502	moet staan . Nog een belangrijke klacht : de remkabels blijven achter deurklinken en theepottuiten	haken	. Een aantal van die klachten zijn bij andere rollende materialen allang weggenomen . Racefietsbouwers	nrc_handelsblad_20010108_91
19	haak/verb/nrc_handelsblad_20000918_134/163	, voetbalwedstrijd , verkiezingsuitslag , politie-achtervolging , lucht-bombardement te zien is , blijven de mensen	haken	. Je kunt je erin verliezen , of het nu fietssprinten of badminton is ,	nrc_handelsblad_20000918_134
20	haak/verb/nrc_handelsblad_19991002_66/493	' Veel van zijn collega's verklaarden hem voor gek . Er zaten namelijk nogal wat	haken	en ogen aan de verwezenlijking van het beoogde lespakket . Het vinden van de juiste	nrc_handelsblad_19991002_66
21	haak/verb/nrc_handelsblad_20011127_125/722	", geen verplichting . 	 De laatste anderhalf jaar kwamen er 350 bioboeren bij en"	haakten	er honderd af . Onder de gangbare boeren sloten de afgelopen jaren gemiddeld zo'n 3.000	nrc_handelsblad_20011127_125
22	haak/verb/nrc_handelsblad_20020610_37/520	verbeelding van de ` nieuwe politiek ' waarnaar , zegt men , het volk zo	haakt	. Herben is dan misschien de lieveling van de pers aan de uitgang van de	nrc_handelsblad_20020610_37
23	haak/verb/nrc_handelsblad_19991013_76/79	met een gospelsausje van nummers als All At Once waarmee ze in 1984 debuteerde ,	haakt	de dochter van gospelzangeres Cissy Houston op haar nieuwe album My Love Is Your Love	nrc_handelsblad_19991013_76
24	haak/verb/nrc_handelsblad_20020907_169/994	het tijdsperspectief eerder in te korten dan uit te breiden . Er zijn nog meer	haken	en ogen . Formeel kan iedere master tot de promotie worden toegelaten ( met speciale	nrc_handelsblad_20020907_169
25	haak/verb/nrc_handelsblad_20010316_122/731	gelegd : men heeft een vaag beroep willen doen op heupstreek-weemoed , op hunkeren en	haken	naar iets wat geweest is en hopelijk nog eens terugkomt . Andere beelden vragen om	nrc_handelsblad_20010316_122
26	haak/verb/nrc_handelsblad_20021005_189/357	en zijn imitaties : rails die je aan de muur schroeft en waarin je beugels	haakt	waarop dan weer planken kunnen liggen . Een berghok dat op die manier rondom van	nrc_handelsblad_20021005_189
27	haak/verb/volkskrant_20000831_44/341	Zorns ' radical jewish music ' nog niet kent een goed moment om in te	haken	. Tom Cora : It's A Brand New Day . Knitting Factory . Opnieuw een	volkskrant_20000831_44
