	id	left	target	right	file
0	diskwalificeer/verb/nrc_handelsblad_20020212_10/182	overschreden . Allen haasten zich te verklaren dat Pim Fortuyn met zijn uitspraken zichzelf heeft	gediskwalificeerd	. Met de ` uitstraling ' van een zojuist behaalde verkiezingswinst verklaren ze dat het	nrc_handelsblad_20020212_10
1	diskwalificeer/verb/nrc_handelsblad_20011003_11/451	"willen dat wij daarmee instemmen . 	 Hoewel Bin Laden zich op 11 september heeft"	gediskwalificeerd	als legitieme stem , wordt zijn mening gedeeld door vele rijken en massa's gewone mensen	nrc_handelsblad_20011003_11
2	diskwalificeer/verb/nrc_handelsblad_20020309_176/793	oor bijt omdat hij op punten dreigt te verliezen , en zich zo doelbewust laat	diskwalificeren	, zo iemand heeft gewoonweg geen heart . Misschien is boksen tegenwoordig weer zo geliefd	nrc_handelsblad_20020309_176
3	diskwalificeer/verb/nrc_handelsblad_20020408_103/632	vereniging . Geert Cirkel , Varsity-winnaar voor Orca ( 1999 en 2000 ) , werd	gediskwalificeerd	nadat zijn ploeg door een mankement aan het roer met Euros in aanvaring was gekomen	nrc_handelsblad_20020408_103
4	diskwalificeer/verb/nrc_handelsblad_20031229_69/176	afstand tot het wereldrecord wil Mater de prestaties van De Jager en Stam gistermiddag geenszins	diskwalificeren	. Integendeel , beiden hebben in zijn ogen voortreffelijk gereden en het wereldrecord weer een	nrc_handelsblad_20031229_69
5	diskwalificeer/verb/nrc_handelsblad_20000904_57/217	, 3. Endrio Leoni . Hun landgenoot Biagio Conte zat daar nog tussen maar werd	gediskwalificeerd	wegens onreglementair sprinten . De Vuelta verloor zaterdag een aantal grote namen . Wereldkampioen Oscar	nrc_handelsblad_20000904_57
6	diskwalificeer/verb/nrc_handelsblad_19990120_18/117	en Kjell Storelid , gaat naar Adne Söndral , die tijdens de EK allround werd	gediskwalificeerd	wegens twee valse starts op de 500 meter . Bij de EK in Heerenveen eindigde	nrc_handelsblad_19990120_18
7	diskwalificeer/verb/nrc_handelsblad_20001031_140/316	voor het uitbreken van de Palestijnse onafhankelijkheidsopstand op 29 september als politieke gesprekspartner te hebben	gediskwalificeerd	. Volgens hem was dat niet alleen een psychologische maar ook een politieke fout .	nrc_handelsblad_20001031_140
8	diskwalificeer/verb/nrc_handelsblad_20020222_141/197	doordat Kim Dong-sung , die zijn schaats als eerste over de finish drukte , werd	gediskwalificeerd	. Hij zou zijn rivaal Ohno hebben gehinderd . Ohno zelf kan zich niet druk	nrc_handelsblad_20020222_141
9	diskwalificeer/verb/nrc_handelsblad_20011027_130/99	waarneming juist is , getuigen de demonstranten van zoveel politiek onbenul dat zij zich daarmee	diskwalificeren	als deelnemers aan welke serieuze gedachtenwisseling dan ook . Met een serieuze gedachtenwisseling bedoel ik	nrc_handelsblad_20011027_130
10	diskwalificeer/verb/nrc_handelsblad_20020723_27/395	uitweg in het buitenland heeft bedacht . De verontwaardiging van de LPF-Kamerleden die Melkert willen	diskwalificeren	voor deze functie , slaat de plank dan ook mis . Ze zouden stelling moeten	nrc_handelsblad_20020723_27
11	diskwalificeer/verb/nrc_handelsblad_20010203_152/310	toernooi verleende ze bij het wisselen van baan geen voorrang aan Friesinger . Groenewold werd	gediskwalificeerd	en speelde geen rol meer in het klassement . Direct gevolg van die misser van	nrc_handelsblad_20010203_152
12	diskwalificeer/verb/nrc_handelsblad_20010723_83/59	Van den Hoogenband in de laatste 100 meter eerst de Verenigde Staten - na afloop	gediskwalificeerd	ten gunste van Duitsland wegens het opstellen van een niet-startgerechtigde zwemmer - om vervolgens jacht	nrc_handelsblad_20010723_83
13	diskwalificeer/verb/nrc_handelsblad_20001110_76/902	vind het een schandalig voorstel . PSV verheft zichzelf boven de rest in Nederland en	diskwalificeert	een club als Vitesse door te praten over een Mickey Mouse-competitie . We hebben Inter	nrc_handelsblad_20001110_76
14	diskwalificeer/verb/nrc_handelsblad_20011012_14/606	meer geld voor de zorg . Door al in een vroeg stadium het management te	diskwalificeren	bereikt hij twee zaken . In de eerste plaats legitimeert hij extra regelgeving van de	nrc_handelsblad_20011012_14
15	diskwalificeer/verb/nrc_handelsblad_20020610_108/595	op de Olympische Winterspelen in Salt Lake City . Daar werd de Zuid-Koreaan Dong-Sung Kim	gediskwalificeerd	omdat hij op de 1.500 meter voor de finish van zijn lijn was afgeweken .	nrc_handelsblad_20020610_108
16	diskwalificeer/verb/nrc_handelsblad_20000505_118/430	ik behoor - is imitatie altijd een argument geweest om een werk van bouwkunst te	diskwalificeren	. Zo'n gebouw verdiende hooguit de status van attractief curiosum en daarmee kom je in	nrc_handelsblad_20000505_118
17	diskwalificeer/verb/nrc_handelsblad_20040113_43/82	8.157 Iraniërs die zich kandidaat hadden gesteld voor de parlementsverkiezingen van 20 februari , zijn	gediskwalificeerd	door de conservatieve Raad van Hoeders van de Grondwet . Onder hen zijn 84 -	nrc_handelsblad_20040113_43
18	diskwalificeer/verb/nrc_handelsblad_20020201_75/218	"PvdA ) . Zijn CDA-collega Van der Knaap meende dat de liberaal zich heeft 	"	gediskwalificeerd	"	 . Volgens VVD-woordvoerder Verbugt zal zijn fractie vasthouden aan het voorzitterschap , maar kan"	nrc_handelsblad_20020201_75
19	diskwalificeer/verb/nrc_handelsblad_20030628_230/33	. Als de kiezer dat zou moeten beoordelen , welke Kamer ( of partij )	diskwalificeert	zich dan in de ogen van de kiezer ? Een Kamer die besluit een gemaakte	nrc_handelsblad_20030628_230
20	diskwalificeer/verb/nrc_handelsblad_20020607_157/557	' . Dat zit er niet in : ` Laat me niet lachen ! '	diskwalificeert	ze het trio verlangens even later . Ook in de bizarre laatste ` verplaatsing '	nrc_handelsblad_20020607_157
21	diskwalificeer/verb/nrc_handelsblad_20010407_166/1141	met niet-bestaande lichaamsmeridianen of acupunctuurpunten . Het is misschien unfair om de serieuze acupuncturisten te	diskwalificeren	op grond van de imitatie-Chinezen en hun hocus-pocus , maar de realiteit is dat acupunctuur	nrc_handelsblad_20010407_166
22	diskwalificeer/verb/nrc_handelsblad_19990402_112/1540	. Wie de mechanismen onderzoekt waardoor sommige groepen sommige situaties beter of anders doorstaan ,	diskwalificeert	daarmee niet degenen die dat níet konden . En wie meent dat sommigen in specifieke	nrc_handelsblad_19990402_112
23	diskwalificeer/verb/nrc_handelsblad_20000610_110/1330	het Europees kampioenschap in Nederland en België alle kanten op . Misschien wordt Engeland wel	gediskwalificeerd	door buitensporig supportersgedrag , of Duitsland , of zelfs Nederland , want in het buitenland	nrc_handelsblad_20000610_110
24	diskwalificeer/verb/nrc_handelsblad_20001031_70/224	daarvoor enkele miljoenen guldens ontvangen . De acht spelers riskeren voor drie tot vijf jaar	gediskwalificeerd	te worden . Het zijn Doni , Banchelli en Siviglia van Atalanta , en Aglietti	nrc_handelsblad_20001031_70
25	diskwalificeer/verb/nrc_handelsblad_20030417_127/216	verboden middelen . Dit meldt het Amerikaanse weekblad Sports Illustrated . Hij zou eerst zijn	gediskwalificeerd	, maar weer zijn gerehabiliteerd omdat hij de middelen niet met opzet zou hebben gebruikt	nrc_handelsblad_20030417_127
26	diskwalificeer/verb/nrc_handelsblad_20000323_72/254	uiteindelijk de sprint . De wedstrijdleiding oordeelde dat de actie van Tsjmil onrechtmatig was en	diskwalificeerde	de coureur . Het verweer van de renner dat Planckaert hem aan het zadel had	nrc_handelsblad_20000323_72
27	diskwalificeer/verb/nrc_handelsblad_20011213_188/211	. De dame mag droevig zijn , haar decolleté is dat niet . De man	diskwalificeert	zich door dit gedrag bij haar als troostrijk . Hij schaart zich in de categorie	nrc_handelsblad_20011213_188
28	diskwalificeer/verb/nrc_handelsblad_20040403_51/168	"consultant en begeleider van onder anderen sprinter Troy Douglas : 	 Zouden ze Thorpe ook"	gediskwalificeerd	hebben als hij achterover van het startblok was gevallen ? Het was geen valse start	nrc_handelsblad_20040403_51
29	diskwalificeer/verb/nrc_handelsblad_20000928_4/34	de C1 . Doktor werd gisteren na protest van de Duitse kanoploeg in die klasse	gediskwalificeerd	, omdat hij zich teveel in de stroom van zijn Duitse concurrent Andreas Dittmer zou	nrc_handelsblad_20000928_4
30	diskwalificeer/verb/nrc_handelsblad_20020923_70/811	vijandbeelden - werd afgedaan als poging van de ` linkse kerk ' om hen te	diskwalificeren	of bang te maken . Die ` linkse kerk ' is een verzinsel , een	nrc_handelsblad_20020923_70
31	diskwalificeer/verb/nrc_handelsblad_20010317_46/47	TCA ) . Dat de TCA-top is opgepakt door de justitie kan deze deal niet	diskwalificeren	. Na veel geharrewar over de woordkeuze van de VVD ging de gemeenteraad akkoord met	nrc_handelsblad_20010317_46
32	diskwalificeer/verb/nrc_handelsblad_20021012_21/120	maatschappij , waarmee impliciet de helft van het oorspronkelijke electoraat van deze partij ook wordt	gediskwalificeerd	. Ik begrijp dat columnisten een grote journalistieke vrijheid genieten , maar dat die vrijheid	nrc_handelsblad_20021012_21
33	diskwalificeer/verb/nrc_handelsblad_20030630_113/54	de Spanjaard Alvaro Bautista uit met een kapotte versnellingsbak en werd de Deen Robbin Harms	gediskwalificeerd	, omdat hij na een jump start een stop-engo-penalty van tien seconden negeerde . Het	nrc_handelsblad_20030630_113
34	diskwalificeer/verb/nrc_handelsblad_20040427_18/384	een nauwelijks verhulde dreiging om een aantal gekozen afgevaardigen die Peking niet bevallen , te	diskwalificeren	. Begin deze maand volgde een verklaring van de communistische partij . Deze heette slechts	nrc_handelsblad_20040427_18
35	diskwalificeer/verb/nrc_handelsblad_20000923_4/172	zijn tegenstanders , de Nigeriaan Karim Bare en de Tadzjiek Farkhood Oripov , beiden waren	gediskwalificeerd	wegens een valse start . Na afloop stond Moussambani tot zijn schrik oog in oog	nrc_handelsblad_20000923_4
36	diskwalificeer/verb/nrc_handelsblad_20011001_40/54	Marnix van Rij de afgelopen dagen in oorlog waren over deze functie en derhalve hopeloos	gediskwalificeerd	in de ogen van veel partijleden en kiezers . Maar het is nog te vroeg	nrc_handelsblad_20011001_40
37	diskwalificeer/verb/nrc_handelsblad_20040519_98/445	stimulerende middelen . Een atleet die op het gebruik van modafinil wordt betrapt , wordt	gediskwalificeerd	, maar krijgt doorgaans geen schorsing	nrc_handelsblad_20040519_98
38	diskwalificeer/verb/nrc_handelsblad_20000717_27/82	van de McLaren werd vandaag in Londen onderzocht . In het ergste geval wordt Hakkinen	gediskwalificeerd	waarmee zijn achterstand op concurrent Michael Schumacher weer vergroot zou worden . De leiding van	nrc_handelsblad_20000717_27
39	diskwalificeer/verb/nrc_handelsblad_19991231_24/5932	I in Maleisië worden de nummers één en twee , Ferrari-coureurs Irvine en Schumacher ,	gediskwalificeerd	omdat hun wagens niet voldoen aan de voorschriften . Ferrari gaat in beroep en krijgt	nrc_handelsblad_19991231_24
40	diskwalificeer/verb/nrc_handelsblad_20030924_07/165	"	 een merkwaardige zaak . Tal van wetenschappers hebben een politieke kleur , maar dat"	diskwalificeert	"ze niet . 	 De parlementaire commissie , die in april is ingesteld , begon"	nrc_handelsblad_20030924_07
41	diskwalificeer/verb/nrc_handelsblad_20010605_284/100	protesteren tegen de plannen om bij de sprintnummers veroorzakers van een valse start meteen te	diskwalificeren	en bij de alle technische nummers , waaronder kogelstoten en speerwerpen , het aantal pogingen	nrc_handelsblad_20010605_284
42	diskwalificeer/verb/nrc_handelsblad_20030929_15/23	"van de Wetenschappelijk Raad voor het Regeringsbeleid : 	 Je kunt het Verwey-Jonker Instituut niet"	diskwalificeren	omdat ze wel eens onderzoek op dit terrein hebben gedaan . Dan zouden álle onderzoeksinstituten	nrc_handelsblad_20030929_15
43	diskwalificeer/verb/nrc_handelsblad_20020209_207/2391	Lake City . Hij testte positief op het verboden , spierversterkende middel nandrolon en is	gediskwalificeerd	. Net als de Nederlandse voetballers Jaap Stam , Frank de Boer en Edgar Davids	nrc_handelsblad_20020209_207
44	diskwalificeer/verb/nrc_handelsblad_20011121_121/39	roeien drie positieve controles gemeld . De lichte dubbelvier bij de mannen en vrouwen werden	gediskwalificeerd	. In de mannenploeg werd Zhao Ying positief bevonden . In de vrouwenploeg werd Zhang	nrc_handelsblad_20011121_121
45	diskwalificeer/verb/nrc_handelsblad_20000327_45/660	beslissing in beroep . Twee weken geleden werd Mika Salo in Australië om dezelfde reden	gediskwalificeerd	. Op het erepodium gaf Pelé ten slotte een handdruk aan Giancarlo Fisichella ( Benetton	nrc_handelsblad_20000327_45
46	diskwalificeer/verb/nrc_handelsblad_19990402_17/534	andere medaillekandidaat is de estafetteploeg op de 4x200 vrij , zeker omdat Australië vanmorgen werd	gediskwalificeerd	. Als reden voerden de FINA-officials op dat de ploeg in een andere volgorde optrad	nrc_handelsblad_19990402_17
47	diskwalificeer/verb/nrc_handelsblad_20020309_109/1008	Wanneer je beweert dat het CFK de belangen van de spelers niet goed behartigt ,	diskwalificeer	je de huidige bestuursleden . Dat is kwalijk .	nrc_handelsblad_20020309_109
48	diskwalificeer/verb/nrc_handelsblad_20020221_156/26	deel van het publiek werd gisteravond de Zuid-Koreaanse shorttracker Kim Don-Sung op de 3.000 meter	gediskwalificeerd	ten gunste van de Amerikaanse favoriet Apolo Ohno . De Koreanen betichten Ohno en de	nrc_handelsblad_20020221_156
49	diskwalificeer/verb/nrc_handelsblad_20010428_169/519	bedreigingen waarmaken en het parlement bestormen als dat Wahid opnieuw tot de orde roept ,	diskwalificeert	de NU zich als democratische kracht en brengt ze haar leider de politieke doodsteek toe	nrc_handelsblad_20010428_169
50	diskwalificeer/verb/nrc_handelsblad_20020218_27/1288	van de grondwet toe te passen . Daarmee kun je in feite iedereen als kandidaat	diskwalificeren	die geen goede moslim is , niet vijf keer per dag bidt en zich niet	nrc_handelsblad_20020218_27
51	diskwalificeer/verb/nrc_handelsblad_20030426_13/81	van dinosauriërs en perpetuum mobiles . Een wel erg simpele manier om de tegenstander te	diskwalificeren	. Hij offert de klinische trial , zijn gouden standaard , op zodra hij zijn	nrc_handelsblad_20030426_13
52	diskwalificeer/verb/nrc_handelsblad_20020713_128/446	"gaat keuren 	 , begreep ik . Daarmee was de man in kwestie nog niet"	gediskwalificeerd	. Het lijkt me menselijk om honden te beoordelen naar het beeld waaraan je gewend	nrc_handelsblad_20020713_128
53	diskwalificeer/verb/nrc_handelsblad_20040506_107/153	je moet wel stekeblind zijn om andere signalen niet te zien . Twee jaar geleden	diskwalificeerde	de Srebrenica-onderzoekscommissie de overdaad aan meningen en het gebrek aan feitelijkheid in de journalistiek .	nrc_handelsblad_20040506_107
54	diskwalificeer/verb/nrc_handelsblad_20020412_114/173	"een ondertoon die , aldus de onderzoekers , 	 steeds het gevaar liep te worden"	gediskwalificeerd	"wegens onvoldoende moreel besef 	 . Het beschikbaar stellen van Nederlandse militairen voor uitzending naar"	nrc_handelsblad_20020412_114
55	diskwalificeer/verb/nrc_handelsblad_20010505_51/19	heeft gelezen in de afgelopen maanden , zou kunnen denken dat de mensheid genetisch is	gediskwalificeerd	. Wij hebben hooguit 40.000 genen , misschien zelfs maar 30.000 . Dat is twee	nrc_handelsblad_20010505_51
56	diskwalificeer/verb/nrc_handelsblad_20010804_72/1064	te expliciete informatie wordt gegeven dan loopt een supermarkt het risico zijn eigen A-merk te	diskwalificeren	". 	 Nog meer informatie . Dat is de toverformule waarmee maatschappelijke organisaties onverantwoord ondernemersgedrag"	nrc_handelsblad_20010804_72
57	diskwalificeer/verb/volkskrant_20020422_29/6	Triatleet Huub Maas is zondag	gediskwalificeerd	in de duatlon van Gemert omdat hij te laat was gestart . Hij kreeg dat	volkskrant_20020422_29
58	diskwalificeer/verb/volkskrant_20020121_97/594	vooral gepleegd door Sammy's tegenstander , Reginald van Osch uit Vught . Als Tinel wordt	gediskwalificeerd	wegens herhaald slaan met open handschoen heft hij zijn vuist naar het hoofd van de	volkskrant_20020121_97
59	diskwalificeer/verb/volkskrant_20010714_63/418	) en Fernando Escartin ( één keer derde ) hebben zichzelf inmiddels al zo erg	gediskwalificeerd	dat daarover niets meer gezegd hoeft te worden . Bij de twee Italianen ligt dat	volkskrant_20010714_63
60	diskwalificeer/verb/volkskrant_20030506_107/134	door politieke vooringenomenheid en belastingbetalende kijkers meent te kunnen betuttelen . Daamee heeft het zich	gediskwalificeerd	en dient het muisje van overheidswege een staartje te krijgen . Want censuurmaatregelen , die	volkskrant_20030506_107
61	diskwalificeer/verb/volkskrant_20000731_53/84	dat Buchanan bezig was ' de partij te kapen ' , waardoor hij zichzelf heeft	gediskwalificeerd	als kandidaat . Aanhangers van de partij moeten binnenkort schriftelijk de presidentskandidaat aanwijzen . Volgens	volkskrant_20000731_53
