id	left	target	right	file
blik/noun/parool_20000108_76/1218	is er een lichtpuntje . Wachtend in de rij voor een Celia Cruz-concert viel zijn	blik	, twee jaar geleden op een poster met een lijst namen voor een travestietenshow .	parool_20000108_76
blik/noun/parool_19990313_34/31	een ondergeschikte rol . De conciërges Bart Nobel en Klaas Janstra werpen er nauwelijks een	blik	op . Ze zijn voortdurend bezig vragen van leerlingen te beantwoorden . Waar moeten ze	parool_19990313_34
blik/noun/parool_20010827_96/92	voerde de politie een charge uit . Enkele honderden Ajax-supporters en Feyenoord-aanhangers bekogelden elkaar met	blikken	en flesjes , hoewel zij door een hek van elkaar waren gescheiden . Enkele Rotterdammers	parool_20010827_96
blik/noun/parool_19990508_28/577	met steeds lagere stuntprijzen de tent uitjagen . Voor de noodzakelijke internationalisering richtte Sommer zijn	blik	in eerste instantie op de VS , maar de kosten van een samenwerking met bedrijven	parool_19990508_28
blik/noun/parool_20000415_124/110	. Voor je het weet zit je vloekend en steunend te zwoegen , leidt één	blik	op de klok tot het besef dat je niet meer naar bed moet omdat je	parool_20000415_124
blik/noun/parool_20011224_24/796	is Zaporozjekozakken schrijven een brief aan de Turkse sultan ( 1880 ) . Met geniepige	blikken	en ironische glimlachen schrijft een groep Kozakken een Turkse vorst een provocerende brief waarin ze	parool_20011224_24
blik/noun/parool_20031210_15/192	"verbood hij Françoise en haar dochter te vertrekken . 	 Hij had een heel duistere"	blik	"in zijn ogen . Toen moest er iets gebeuren . 	 Over hoe het vervolgens"	parool_20031210_15
blik/noun/parool_20001223_118/2417	( VS 1990 , Joe Dante , 106 minuten ) Regisseur Dante trekt een nieuw	blik	komische monsters open in dit uitermate amusante vervolg op Gremlins , zijn grootste kassucces .	parool_20001223_118
blik/noun/parool_19990930_45/26	kankerverwekkend zijn . De stoffen zijn afkomstig uit de beschermlaag van de binnenkant van het	blik	, die bedoeld is om corrosie van het metaal te verhinderen . Dat blijkt uit	parool_19990930_45
blik/noun/parool_20010110_130/834	ook zijn bedrijfje brengt slechts oude wijn in nieuwe zakken : molens en grachtenhuizen van	blik	, design kaasplankjes en -messen , trendy klokjes met Zaanse Schans- en tulpendessin . De	parool_20010110_130
blik/noun/parool_20010707_26/285	. Uit zijn broekzak stak een punt van een rode stropdas . Hij richtte de	blik	naar de borden waarop de beschikbare consumpties stonden . Mixed Grill 't Stekkie en Shoarma	parool_20010707_26
blik/noun/parool_20020129_90/803	, maar te zwak om alleen verder te gaan . Daarom hebben de Polen de	blik	op Euronext laten vallen	parool_20020129_90
blik/noun/parool_19990305_34/35	Van het Reve . Bij de dood van Karel van het Reve biedt het een	blik	op zijn eerste jaren . De kleine Karel was een gis ventje , al rustte	parool_19990305_34
blik/noun/parool_19990220_113/30	Oudemanhuispoort . De gouden regen , de knoppen die in de lente ontluiken onder de	blikken	van Minerva en de eerste hoogleraren van de universiteit , Barlaeus en Vossius , de	parool_19990220_113
blik/noun/parool_20000401_116/129	kandidaten waren - 'gezien de multiculturalisatiedoelstellingen' - op voorhand kansloos . Maar Zuidoost zal zijn	blik	nu toch moeten verbreden , want geen van de kandidaten - deelraadsvoorzitter Hannah Belliot ontving	parool_20000401_116
blik/noun/parool_20010519_120/41	met de dood goed kan worden gemusiceerd , bewijst de Latijns-Amerikaanse muziekgroep Sapukái . Eén	blik	op het instrumentarium zegt genoeg . Tijdens een repetitie in een Amsterdamse woning geeft de	parool_20010519_120
blik/noun/parool_20021008_48/197	"dreigen af te glijden . 	 CDA , VVD en de ChristenUnie hebben een andere"	blik	op de zaak . De laatste weken zamelden de drie partijen enige honderden handtekeningen in	parool_20021008_48
blik/noun/algemeen_dagblad_19991202_6/37	het hotel en barricaderen de halve straat . Iedere bezoeker krijgt een meer dan nauwkeurige	blik	toegeworpen . Het lijkt overdreven ; zó beroemd is Michael Bolton toch niet . De	algemeen_dagblad_19991202_6
blik/noun/algemeen_dagblad_19990612_187/524	gestart , zou zijn partner aan slag gekomen zijn met -schoppenH . Na een korte	blik	op dummy zou het hartennaspel te vinden moeten zijn	algemeen_dagblad_19990612_187
blik/noun/algemeen_dagblad_20000523_133/155	"van Nasdaq heeft ook de rest van de aandelensector negatief beïnvloed . 	 Na een"	blik	"op een van de vele schermen zegt hij : 	 Dat gekkenhuis van vorig jaar"	algemeen_dagblad_20000523_133
blik/noun/algemeen_dagblad_20010208_116/383	"Vries erkent dat de brandweer alles graag in eigen hand houdt . 	 Een frisse"	blik	van buitenaf kan geen kwaad . We moeten over onze schutting durven heenkijken . Hoe	algemeen_dagblad_20010208_116
blik/noun/algemeen_dagblad_20000722_94/155	225 gram vet varkensgehakt ; 175 verse , geschilde waterkastanjes of 85 gram waterkastanjes uit	blik	; 1 theelepel zout ; theelepel versgemalen zwarte peper ; 3 eetlepels fijngehakte lente-uien ;	algemeen_dagblad_20000722_94
blik/noun/algemeen_dagblad_20030804_09/131	zich half-Duits . De tweede groep vestigde zich er na 2001 , en heeft de	blik	op Nederland gericht . Selfkant -Kom naar Duitsland ! Huizen zijn groot en goedkoop ,	algemeen_dagblad_20030804_09
blik/noun/algemeen_dagblad_19990703_62/2333	"	 Kan de Arabist eigenlijk wel enige waardering opbrengen voor de islamitische cultuur ? Zijn"	blik	"wordt mild . 	 Van 1948 tot 1959 heb ik in Egypte gewoond . Ik"	algemeen_dagblad_19990703_62
blik/noun/algemeen_dagblad_20001125_27/241	een zwak lichtje . Even wrijven en de spot schijnt weer volop . De triomfantelijk	blik	"in Crijns ' ogen zegt : 	 Zie je wel dat ik niet zit te"	algemeen_dagblad_20001125_27
blik/noun/algemeen_dagblad_20000624_124/34	om zijn bestaansrecht te rechtvaardigen . Het muziekonderdeel bood eerder een retrospectief dan een spannende	blik	op nieuwe ontwikkelingen . Het hoofdprogramma rond Zappa toonde aan dat de rockheld uit de	algemeen_dagblad_20000624_124
blik/noun/algemeen_dagblad_20010519_92/946	aan te ontsnappen . Desnoods door het eiland na hun studie te verlaten . De	blik	in de universteitskantine biedt een goede doorsnede van de bevolking . Als er een student	algemeen_dagblad_20010519_92
blik/noun/algemeen_dagblad_20030408_47/78	"andere idool . Als zij dribbelen , gaat zijn hart open . 	 Maar mijn"	blik	op voetballers is verruimd de laatste tijd . Ik waardeer nu ook hoe een spits	algemeen_dagblad_20030408_47
blik/noun/algemeen_dagblad_20010602_16/265	Route 66 afreizen . Op zoek naar de sfeer van de gold-rush of om een	blik	te werpen op het huwelijksbed van het droompaar Clark en Carol	algemeen_dagblad_20010602_16
blik/noun/algemeen_dagblad_20011023_80/378	, behalve de nieuwe burgemeester dan . Traag kijkt hij om zich heen , zijn	blik	hecht zich aan ` zijn ' burgers . Achterin de zaal trekt een oude baas	algemeen_dagblad_20011023_80
blik/noun/algemeen_dagblad_20000503_146/6	Show & Zo richt de	blik	, ter gelegenheid van moederdag op 14 mei , op het thema ` de schoonmoeder	algemeen_dagblad_20000503_146
blik/noun/algemeen_dagblad_20000726_1/543	de rampplek afgekomen . Ze beklimmen een heuvel en verspreiden zich daarna om een goede	blik	op het neergestorte vliegtuig te krijgen . Om de twee minuten vliegt er een vliegtuig	algemeen_dagblad_20000726_1
blik/noun/algemeen_dagblad_20011208_180/1382	Cabo de São Vicente is niets voor mensen met hoogtevrees . Overal kan je een	blik	werpen in de gapende diepte langs de kliffen . Wees dan ook getuige van de	algemeen_dagblad_20011208_180
blik/noun/algemeen_dagblad_19990422_164/270	, is de ZoomBroom , een elektrische bezem . Met deze vervanger van stoffer en	blik	( prijs 135,- ) kan stof bij elkaar worden geveegd om het daarna op te	algemeen_dagblad_19990422_164
blik/noun/algemeen_dagblad_20020118_123/492	grote muzikale en culturele traditie wil ik naar voren brengen en cultiveren , met een	blik	"naar de toekomst . 	 Er is altijd een moment voor belangrijke beslisssingen in het"	algemeen_dagblad_20020118_123
blik/noun/algemeen_dagblad_20020706_112/467	die verdacht werden van handel in verboden producten . Verbruggen haalt diep adem , zijn	blik	wordt fel en met handgebaren probeert hij z'n woorden meer kracht mee te geven .	algemeen_dagblad_20020706_112
blik/noun/algemeen_dagblad_20010220_129/302	neo-kolonialisme ' . IMF en Wereldbank liggen al jaren onder vuur wegens hun vermeend eenzijdige	blik	op de ontwikkelingsproblemen van Afrika . De enorme hoeveelheden geld die in Afrika zijn gepompt	algemeen_dagblad_20010220_129
blik/noun/algemeen_dagblad_20001219_34/701	"	 Morgen moet hij vroeg naar school 	 , zegt zijn moeder met een verontschuldigende"	blik		algemeen_dagblad_20001219_34
blik/noun/algemeen_dagblad_19990624_156/182	met dat nieuwe instituut ? De Raad voor Cultuur , die de staatssecretaris aanraadde de	blik	op de Maasstad te richten , spreekt van laboratorium en platform voor experiment , onderzoek	algemeen_dagblad_19990624_156
blik/noun/algemeen_dagblad_20020923_87/336	shampo , drie dozen ondergoed ( alle maten ) , 20 bezems , stoffers en	blik	, en een slof sigarettten . Dit alles volgens een door het leger verspreide lijst	algemeen_dagblad_20020923_87
blik/noun/algemeen_dagblad_20011005_100/43	burnout en andere psychische klachten die op het werk kunnen ontstaan . Diagnose werpt een	blik	"op de anti-stresscursussen . 	 Het moeilijkste is een andere kijk op het werk te"	algemeen_dagblad_20011005_100
blik/noun/algemeen_dagblad_20000512_74/1001	Bouwes bestelt uitsluitend kleding via een postorderbedrijf , omdat ze bang is voor de afkeurende	blikken	in een gewone kledingzaak . Ook bij de kapper durft ze niet binnen te komen	algemeen_dagblad_20000512_74
blik/noun/algemeen_dagblad_20010119_151/404	winterweek heb je het dan over de verkoop van ongeveer 1 miljoen worsten en 300.000	blikken	"erwtensoep : vier keer zoveel als normaal . 	 De Konmar-supermarkt in Rotterdam bevestigt de"	algemeen_dagblad_20010119_151
blik/noun/algemeen_dagblad_20040529_117/281	waren ook afhankelijk van de uitslag van die wedstrijd . Maar al gauw richtte hun	blik	zich op het veld van de Vijverberg . De Graafschap , dat moest winnen om	algemeen_dagblad_20040529_117
blik/noun/algemeen_dagblad_20020302_167/106	wat ze allemaal met eigen ogen hadden kunnen aanschouwen . Schipper Erik werpt achteloos een	blik	"over bakboord en zegt : 	 Altijd haast , die boten . Maar ja ,"	algemeen_dagblad_20020302_167
blik/noun/algemeen_dagblad_20020220_145/53	museum en er zijn vitrines vol stenen , botten en gebruiksvoorwerpen die de bezoeker een	blik	moeten gunnen in (pre)historische tijden . Maar met deze dode voorwerpen is het voor de	algemeen_dagblad_20020220_145
blik/noun/algemeen_dagblad_20000906_11/599	hebben gemaakt als ze nu is . Heart to heart geeft een strak geregisseerde kleine	blik	achter de schermen van de Spears bv. Zo komen we aan de weet dat Britney	algemeen_dagblad_20000906_11
blik/noun/algemeen_dagblad_20020528_113/676	hij ferm de zaal in keek . Zen-Ruffinen wendde zijn hoofd af en liet zijn	blik	, bewust of niet , vallen op de nooduitgang	algemeen_dagblad_20020528_113
blik/noun/algemeen_dagblad_20000519_4/30	is ... ' Etty Bos , een mevrouw met het kapsel van Beatrix , de	blik	van Marilyn Allbright , de spraak van een freule , de uitstraling van dr. Ruth	algemeen_dagblad_20000519_4
blik/noun/algemeen_dagblad_20000127_0/569	iedere politieman tegen . Als de journalisten niet snel genoeg achteruit gaan , volgen boze	blikken	en harde woorden . Ze zijn afkomstig van dezelfde dienders die de ochtend doorbrachten met	algemeen_dagblad_20000127_0
blik/noun/de_morgen_20020504_01_120/24	"elke dag weer . Het 	 pittigste vrouwenblad 	 TV Familie vergunt ons vandaag een"	blik	op hun fobieën , de meest krankzinnige uiteraard eerst . Acteur en zanger Billy Bob	de_morgen_20020504_01_120
blik/noun/de_morgen_20030802_01_26/53	eind aan het gebakkelei . Het rapport van de topwetenschappers ter zake bood een onthutsende	blik	op hoe de aarde er aan het eind van de eenentwintigste eeuw wellicht zal uitzien	de_morgen_20030802_01_26
blik/noun/de_morgen_20020422_01_106/348	Elvis Peeters ' overduidelijk stem te herkennen : altijd boeiend en met een typische naïeve	blik	"op de wereld . Zo komen er 	 geen vrouwen in het stuk , want"	de_morgen_20020422_01_106
blik/noun/de_morgen_20001202_01_86/1293	pathos , de draken , de planeten die altijd binnen handbereik zweven , de veelbetekenende	blikken	, de soepjurken , de bloedeloze maagden , de brede gebaren . Op den duur	de_morgen_20001202_01_86
blik/noun/de_morgen_20010414_01_75/30	. Zelfs in de gigantische afdeling hondenvoer in mijn supermarkt is het vergeefs zoeken naar	blikken	of koeken die ' horsemeat ' onder hun ingrediënten vermelden . Maar ik heb mijn	de_morgen_20010414_01_75
blik/noun/de_morgen_20000614_01_75/140	"moet je al een been breken eer de arbiter een penalty fluit . 	 Eén"	blik	op Strupar volstaat . De man voelt zich goed in zijn vel , zeker nadat	de_morgen_20000614_01_75
blik/noun/de_morgen_19990127_01_173/408	gevolgd door Leelo , die vandaag in de rol van Emma Peel kruipt . Alle	blikken	", zowel van mannelijke als vrouwelijke toeschouwers zijn ogenblikkelijk op hen gericht . 	 Aan"	de_morgen_19990127_01_173
blik/noun/de_morgen_20021112_01_94/284	dan mag de Genkse delegatie naar de Uefacup . In alle andere scenario's mag de	blik	definitief enkel nog richting Belgische voetbalcompetitie en -beker gericht worden . Niet onbelangrijk : zowel	de_morgen_20021112_01_94
blik/noun/de_morgen_20011128_01_8/768	foto's : traditionele klederdracht , rafelige baard , lange onverzorgde haren , doordringende en hypnotische	blik	. In 1904 is er heuglijk nieuws in Tsarskoje Selo , de verblijfplaats van het	de_morgen_20011128_01_8
blik/noun/de_morgen_20010915_01_114/28	Interview met Herman Daems en Dirk Boogmans De nieuwe top van de Gimv richt de	blikken	naar het zuiden . Na de overname van Halder wordt nu gezocht naar mogelijkheden in	de_morgen_20010915_01_114
blik/noun/de_morgen_20030307_01_53/56	uitoefenen . Om foto's te maken moet ze haar sluier optillen , wat voor vijandelijke	blikken	zorgt bij mannen en zelfs vrouwen . De onderwerpen die ze mag behandelen zijn ook	de_morgen_20030307_01_53
blik/noun/de_morgen_19991023_01_16/80	hoewel de Belgische medemens al lezend misschien minder reden tot lachen heeft , geeft de	blik	van de buitenlander voldoende inzichten die het vermelden waard zijn . Tien citaten . '	de_morgen_19991023_01_16
blik/noun/de_morgen_20020327_01_60/357	voor hebt gespaard , wil je zeker wel spoedig drie maanden naar Japan teneinde je	blik	"te verruimen ? 	 Antwoord van Véronique De Kock , de vanzelfsprekendheid zelve : 	"	de_morgen_20020327_01_60
blik/noun/de_morgen_20010209_01_196/641	uw hoofd zo in mijn arm / dat van uw voorhoofd naar uw mond mijn	blik	schuive / over de kam van uw neus / Leg uw hoofd zo / ik	de_morgen_20010209_01_196
blik/noun/de_morgen_19991217_01_73/261	Bij de gynaecologen zullen dr. Dick , dr. Biggerstaff en dr. Finger allicht voor verontruste	blikken	zorgen , maar misschien biedt dr. Nippel enige geruststelling . Ook de oogarts dr. Seymore	de_morgen_19991217_01_73
blik/noun/de_morgen_20040510_01_23/236	aan Vogels/Byttebier en Gabriels/Ceyssens . Van Grembergen is een reiziger , een Vlaams-nationalist met de	blik	op de rest van de wereld en niet op zijn eigen navel . Precies die	de_morgen_20040510_01_23
blik/noun/de_morgen_20000205_01_92/411	"de Tweede Wereldoorlog . 	 ( LD ) President Klestil keurt ÖVP- en FPÖ-ministers geen"	blik	waardig Demonstranten worden door de ordetroepen weerhouden van een bestorming van de Hofburg , waar	de_morgen_20000205_01_92
blik/noun/de_morgen_20000909_01_12/1643	zo duur geworden als bij de vorige jaarwende . Zonder dat iemand er ooit een	blik	op wierp . Een vat kost nu al 24 dollar en een dollar 40 frank	de_morgen_20000909_01_12
blik/noun/de_morgen_20040720_01_11/321	wrijven . Na vier keer precies wijkt zij terug en kijkt naar ons met die	blik	die zij krijgt als zij ( de beste jager die wij ooit brokken voerden )	de_morgen_20040720_01_11
blik/noun/de_morgen_20000812_01_109/2583	, Vandenborre en Quick schreeuwen om het hardst om onze aandacht . Ik wend mijn	blik	af , en zie aan de overzijde een fraaie fabrieksschoorsteen staan . Hij behoort toe	de_morgen_20000812_01_109
blik/noun/de_morgen_20041123_01_110/469	wellicht verstommen bij een bezoek aan de binnenkant van het gerenoveerde theater . De dromerige	blikken	van de Italiaanse journalisten die vorige week een bezoek brachten , zeiden genoeg . Mensen	de_morgen_20041123_01_110
blik/noun/de_morgen_20010511_01_27/375	door alle administratieve voorschriften en beperkt in financiële middelen richt de niet aflatende ondernemer zijn	blik	op Wallonië . In Acremont , een gehucht van Bertrix diep in de provincie Luxemburg	de_morgen_20010511_01_27
blik/noun/de_morgen_20010224_01_171/303	op zowat ieder voorwerp kunnen prijken : elk T-shirt , iedere stronk groenten , ieder	blik	corned beef . Al die elektronische labels vormen samen een intelligent systeem , dat onder	de_morgen_20010224_01_171
blik/noun/de_morgen_20020814_01_9/4925	1923 : Mijn eeuw , mijn beest , wie is in staat zich met jouw	blikken	te vervlechten en met zijn bloed als preparaat twee eeuwen wervels saam te hechten ?	de_morgen_20020814_01_9
blik/noun/de_morgen_20031020_01_11/506	getrokken en er een meisje heeft ' binnengedaan ' . Ze heeft al eens een	blik	mogen werpen op de collectie Polaroid-foto's die hij in de caravan uitbouwt . Die bewuste	de_morgen_20031020_01_11
blik/noun/de_morgen_20010301_01_60/650	ultieme check van het materiaal stapt J. als eerste op de rand af . Zijn	blik	op oneindig , in zijn hand al een deel van de parachute en een laatste	de_morgen_20010301_01_60
blik/noun/de_morgen_20040429_01_62/136	meer van over . Van Schwarzkopf niet , van zijn olijkheid nog minder . De	blik	van de generaal die de pers het vaakst te woord mag staan ( maar wiens	de_morgen_20040429_01_62
blik/noun/de_morgen_19990821_01_67/231	. Draskovic probeerde de show te stelen en keurde zijn grote rivaal Zoran Djindjic geen	blik	waardig , hoewel ze maar een meter van elkaar af op het podium stonden .	de_morgen_19990821_01_67
blik/noun/de_morgen_20010330_01_74/518	een ruim penthouse langs de Schelde is dan ook geen eigenaardigheid . Ondertussen heeft de	blik	van de projectontwikkelaars die op het Zuid op jacht zijn naar elke morzel bouwgrond ,	de_morgen_20010330_01_74
blik/noun/de_morgen_20000520_01_107/810	De schilderijenverzameling vertoont de ideale mengeling van goed , maar onbekend werk - om de	blik	te verfrissen - en enkele topstukken . Laat u gewoon leiden door uw ogen -	de_morgen_20000520_01_107
blik/noun/de_morgen_20030123_01_25/416	"Vlaamse regering ? 	 Toen ik er mijn entree maakte , zag ik de vragende"	blik	in de ogen van mijn collega's . Mieke Vogels dacht wellicht : ' Tiens ,	de_morgen_20030123_01_25
blik/noun/de_morgen_20010613_01_49/391	"schim 	 taferelen te fotograferen die niemand ooit eerder zo had gezien . De '"	blik	van de voorbijganger ' die Robert Frank als uithangbord van zijn werk gebruikt , is	de_morgen_20010613_01_49
blik/noun/de_morgen_20030329_01_153/408	Moeilijk is dat niet , hoor . Toch heb ik geprobeerd om met ' de	blikken	' van de geportretteerde mensen te werken . In hun ogen moet je de realiteit	de_morgen_20030329_01_153
blik/noun/de_morgen_20040909_01_50/619	te onderhandelen . Dat maakt hem zo angstaanjagend . Dat is waarom zo velen de	blik	afwenden . Ze willen deze verschrikking niet onder ogen zien . En ze gaan haastig	de_morgen_20040909_01_50
blik/noun/de_morgen_20001028_01_144/445	toch nog bij vlagen genietbaar te maken . De jolige danspasjes , de eeuwig guitige	blik	: ze deden herhaaldelijk aan de filmclown Harpo Marx denken , aan wie hij ooit	de_morgen_20001028_01_144
blik/noun/de_standaard_20000120_01_64/18	Een aandeel kost 33,6 miljoen frank Mensen die het al voelen duizelen als ze een	blik	werpen op de koers/winst-verhouding van het Amerikaanse internetbedrijf Yahoo , hebben nog niets gezien .	de_standaard_20000120_01_64
blik/noun/de_standaard_20000427_01_84/487	Ik wil ook zulke vleugels , ging het door zijn hoofd en met een begerige	blik	volgde hij de vlinder tot die weer ging zitten , ditmaal op een arm van	de_standaard_20000427_01_84
blik/noun/de_standaard_20041112_01_66/383	ogen van de piloot , zodat die tegelijk naar buiten kan blijven kijken en zijn	blik	niet hoeft af te wenden om zijn instrumenten te zien ) . Het Pentagon heeft	de_standaard_20041112_01_66
blik/noun/de_standaard_20000503_01_1/254	. Ze spelen niet alleen mee in zijn voorstellingen , hij probeert zich ook hun	blik	toe te eigenen . In de Hamlet die hij in 1992 deed , voert hij	de_standaard_20000503_01_1
blik/noun/de_standaard_19991211_01_59/317	, maar ze verdienden er niets meer aan . Het was de tijd dat zo'n	blik	299 frank geprijsd stond in plaats van 365 frank . Tot dan was de kwaliteit	de_standaard_19991211_01_59
blik/noun/de_standaard_20020322_01_5/231	gelach van de aanwezige klanten sneed als een mes door mijn hart . Met een	blik	erwten en wortelen en een gekwetste kinderziel keerde ik weer naar huis . Maar ik	de_standaard_20020322_01_5
blik/noun/de_standaard_20000830_01_97/1011	. Hun negenjarig zoontje speelt met zijn knuffelmonster en krijgt af en toe een vertederde	blik	"van zijn mama . 	 He is my baby 	 , zegt ze zachtjes ."	de_standaard_20000830_01_97
blik/noun/de_standaard_20010426_01_105/317	is nu te zien in de Brusselse galerie Archétype . De foto's tonen de diepzinnige	blik	van een paard , affiches aan een gevel , een vod gestrand in de kruin	de_standaard_20010426_01_105
blik/noun/de_standaard_19991009_01_135/2341	ik de mensen recht in hun ogen te kijken . Vroeger sloeg ik altijd mijn	blik	"neer . 	 De drank hielp . 	 Door veel te drinken , kon ik"	de_standaard_19991009_01_135
blik/noun/de_standaard_20021025_01_60/239	", wacht u op ons ? 	 , schallen ze hardop en met een hautaine"	blik	schuiven ze naar hun plaatsen , uiteraard in het midden van een rij , zodat	de_standaard_20021025_01_60
blik/noun/de_standaard_19990616_01_56/238	Onder de bezoekers bevinden zich heel wat museumrotten . Je herkent ze aan hun intelligente	blik	en hun zwarte outfit . Ze wandelen van vingerhoed naar eierschaal en bereiken daarbij een	de_standaard_19990616_01_56
blik/noun/de_standaard_20000718_01_67/163	is bij vriend en vijand berucht wegens zijn uitvallen naar de welvaartsstaat , zijn doordringende	blik	en zijn ruwe manier van doen . Rogowski is openhartig , heeft gevoel voor humor	de_standaard_20000718_01_67
blik/noun/de_standaard_20011222_01_22/154	een Turbo Snail , Lezzimambo , Poo-Chi of Ninja Hampster ? Zipp werpt een kritische	blik	op elektronisch speelgoed . Donderdag in LETTEREN Het is weer lijstjestijd : de SdL-recensenten kozen	de_standaard_20011222_01_22
blik/noun/de_standaard_19990708_01_71/1107	Steel Magnoliasde universele vrouwenroddelput , waar vrouwen , samen met hun zusters en zonder mannelijke	blikken	, ongegeneerd zichzelf zijn . Tegelijkertijd laten ze zich daar transformeren om diezelfde mannen over	de_standaard_19990708_01_71
blik/noun/de_standaard_20010326_01_33/54	Sioen publiceren hun resultaten voor 2000 . Donderdag 29 maart Almanij en UCB geven een	blik	op de boekhouding . Om 14.45 uur zullen de Europese ogen echter gericht zijn op	de_standaard_20010326_01_33
blik/noun/de_standaard_20001204_01_93/436	daaruit voortvloeit , is verontrustend onvoorspelbaar . Ze keert immers de dans , en de	blik	"van de kijker , in een beweging mee binnenstebuiten . 	 My movements are alone"	de_standaard_20001204_01_93
blik/noun/de_standaard_20031213_01_15/2379	. Het is effectiever om meer te bewegen . Daartoe heeft hij , met een	blik	op zijn omvangrijke middensectie , nu ook maar het initiatief genomen . In zijn loftappartement	de_standaard_20031213_01_15
blik/noun/de_standaard_20010928_01_147/240	, omdat zij onherroepelijk van elkaar gescheiden zijn in de tijd . Onvermijdelijk wordt je	blik	naar dat bizarre ballet van de afwezigheid getrokken . De choreografie uit het eerste deel	de_standaard_20010928_01_147
blik/noun/de_standaard_20030125_01_80/919	dat het onmogelijk helemaal kan beschermd worden . Lorm , een vijftiger met een vermoeide	blik	, is mijn gids in Angkor Wat . Buiten aan de grachten rond de tempelmuren	de_standaard_20030125_01_80
blik/noun/de_standaard_20001208_01_4/373	niets van de merkwaardige klanken die hun kelen ontsnappen . De chef-kok gaat met ernstige	blik	aan het werk . Zijn gemengde tempura , van gefrituurde groenten en witvisje , is	de_standaard_20001208_01_4
blik/noun/de_standaard_20030412_01_6/136	"bewaarengel van de auto 	 18 MODEGEK Dr. Valerie Steele bekijkt de modebusiness met de"	blik	"van een intellectueel , bedachtzaam en no-nonsense . 	 Ik bestudeer de vijandigheid tegenover mode"	de_standaard_20030412_01_6
blik/noun/de_standaard_20020809_01_19/601	"van . 	 Vergaderingen met de Nederlandse ambtenarij leveren helemaal niets op . 	 Als"	blikken	"konden doden , was het al lang een slagveld . 	 Gerlo heeft er elf"	de_standaard_20020809_01_19
blik/noun/de_standaard_19990424_01_30/550	lijkt me zoveel groter dan zijn vermogen om zijn medemens lief te hebben . Elke	blik	in Auschwitz-Birkenau geeft me daar een bijkomend voorbeeld van . Zijn de uitroeiingskampen het ultieme	de_standaard_19990424_01_30
blik/noun/de_standaard_20000830_01_13/81	krijgt . Verder aandacht voor de nieuwe cd van Hooverphonic , Wyclef Jean en een	blik	"in het jaarboek van 	 Drawn & Quarterly 	 , met de betere auteursstrip uit"	de_standaard_20000830_01_13
blik/noun/de_standaard_20030301_01_186/856	een plaats op de veerboot naar Italië bemachtigd . Ze zaten als sardientjes in een	blik	, met driehonderd mensen op een overzetboot die op nog geen honderd mensen was berekend	de_standaard_20030301_01_186
blik/noun/de_standaard_20040511_01_64/28	je een kunstwerk beoordelen aan het hand van zijn herkomst ? Of spreekt uit onze	blik	een fascinatie voor het onbekende ? Daardoor alleen al zou een simpele dialoog tussen een	de_standaard_20040511_01_64
blik/noun/de_standaard_20021221_01_67/76	en de Sabena-conclusies stevige discussies op te leveren . Van onze redactrice Isabel Albers EEN	blik	op het - - onvolledige - - lijstje van nog af te werken parlementaire dossiers	de_standaard_20021221_01_67
blik/noun/de_standaard_20010622_01_5/562	( Nara als Madame Bovary ? ) , en misschien ook niets . De kwade	blikken	van de kleuters ? Hij heeft er , zegt hij , nooit over nagedacht .	de_standaard_20010622_01_5
blik/noun/de_standaard_20011017_01_19/586	aantal budgettaire vergaderingen en het bezoek van Steven Spielberg op de set . Een ongeforceerde	blik	achter de schermen van een monsterproductie . Het beeld van de eigenlijke film ziet er	de_standaard_20011017_01_19
blik/noun/de_standaard_20021122_01_47/497	is een heel andere metafoor dominant , namelijk die van de belegering . Een vluchtige	blik	"in het Duitse tijdschrift Der Spiegelen het Amerikaanse Timeleverde de volgende collage op : 	"	de_standaard_20021122_01_47
blik/noun/de_standaard_20030628_01_1/50	de tweede keer op het Belgische publiek los te laten . DSM mocht exclusief een	blik	"in de coulissen werpen van het beroemdste circus ter wereld . 	 Doorbuigen , Roberto"	de_standaard_20030628_01_1
blik/noun/de_standaard_19990225_01_93/548	slaagt erin om veertig jaar geschiedenis samen te ballen . Ze gunt ons ook een	blik	in de Chinese maatschappij .. Kale Cheng die via acupunctuur onsterfelijk probeert te worden ,	de_standaard_19990225_01_93
blik/noun/de_standaard_20000314_01_6/858	van de Navo ? De Beer jaagt de Letten nog altijd schrik aan . Eén	blik	op de kaart maakt je ook duidelijk waarom zowat elke Russische strateeg zure maagoprispingen moet	de_standaard_20000314_01_6
blik/noun/de_standaard_20001130_01_79/727	II ) . De kunstenaar ( in dit geval de dichter ) zou de open	blik	van de pasgeborene moeten hebben en niet die opportunistische , drukdoende bewijzerigheid die men in	de_standaard_20001130_01_79
blik/noun/het_laatste_nieuws_20020423_01_54/65	de lokale politie van de zone Kortrijk-Kuurne-Lendelede de deuren wijd open voor al wie een	blik	wil werpen achter de schermen van het politiewerk . In Kortrijk kan je op drie	het_laatste_nieuws_20020423_01_54
blik/noun/het_laatste_nieuws_20011105_01_164/138	een wandelingetje door het ziekenhuis andquot; , vertelt Vincent . Toch wierp hij regelmatig een	blik	op het raam van de kamer waar prinses Elisabeth lag . andquot; Blijkbaar is de	het_laatste_nieuws_20011105_01_164
