	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
geestig/adj/nrc_handelsblad_20011129_30/1219/L15												
geestig/adj/nrc_handelsblad_20011129_30/1219/R0	geestig/adj/nrc_handelsblad_20011129_30/1219	R0	met	prep	met/prep	met	True	R	1	0.19968848	4230163.0	782.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R1	geestig/adj/nrc_handelsblad_20011129_30/1219	R1	Newyorks	adj	Newyorks/adj	New-Yorkse	True	R	2	1.3421188999999998	1737.0	1.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R2	geestig/adj/nrc_handelsblad_20011129_30/1219	R2	neurose	noun	neurose/noun	neurosen	True	R	3	3.8438682999999996	284.0	2.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R3	geestig/adj/nrc_handelsblad_20011129_30/1219	R3	,	punct	,/punct	,	True	R	4			
geestig/adj/nrc_handelsblad_20011129_30/1219/R4	geestig/adj/nrc_handelsblad_20011129_30/1219	R4	verlangen	noun	verlangen/noun	verlangens	True	R	5	1.3863860000000001	8235.0	5.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R5	geestig/adj/nrc_handelsblad_20011129_30/1219	R5	en	vg	en/vg	en	True	R	6			
geestig/adj/nrc_handelsblad_20011129_30/1219/R6	geestig/adj/nrc_handelsblad_20011129_30/1219	R6	relatie	noun	relatie/noun	relaties	True	R	7	0.5292631	42670.0	11.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R7	geestig/adj/nrc_handelsblad_20011129_30/1219	R7	spring_om	verb	spring_om/verb	omspringen	True	R	8	1.5381296	4260.0	3.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R8	geestig/adj/nrc_handelsblad_20011129_30/1219	R8	.	punct	./punct	.	True	R	9			
geestig/adj/nrc_handelsblad_20011129_30/1219/R9	geestig/adj/nrc_handelsblad_20011129_30/1219	R9	sentence_delimiter	none	none	</sentence>	none	R	10			
geestig/adj/nrc_handelsblad_20011129_30/1219/R10	geestig/adj/nrc_handelsblad_20011129_30/1219	R10	sentence_delimiter	none	none	<sentence>	none	R	11			
geestig/adj/nrc_handelsblad_20011129_30/1219/R11	geestig/adj/nrc_handelsblad_20011129_30/1219	R11	komedie	noun	komedie/noun	Komedie	False	R	12	3.6213887000000002	10495.0	59.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R12	geestig/adj/nrc_handelsblad_20011129_30/1219	R12	volg	verb	volg/verb	volgt	False	R	13	0.15921307	152227.0	27.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R13	geestig/adj/nrc_handelsblad_20011129_30/1219	R13	lotgeval	noun	lotgeval/noun	lotgevallen	False	R	14			
geestig/adj/nrc_handelsblad_20011129_30/1219/R14	geestig/adj/nrc_handelsblad_20011129_30/1219	R14	van	prep	van/prep	van	False	R	15	-0.10687933	12638933.0	1718.0
geestig/adj/nrc_handelsblad_20011129_30/1219/R15												
geestig/adj/nrc_handelsblad_20010426_160/351/L0	geestig/adj/nrc_handelsblad_20010426_160/351	L0	sentence_delimiter	none	none	<sentence>	none	L	1			
geestig/adj/nrc_handelsblad_20010426_160/351/L1	geestig/adj/nrc_handelsblad_20010426_160/351	L1	sentence_delimiter	none	none	</sentence>	none	L	2			
geestig/adj/nrc_handelsblad_20010426_160/351/L2	geestig/adj/nrc_handelsblad_20010426_160/351	L2	boel	noun	boel/noun	boel	False	L	3			
geestig/adj/nrc_handelsblad_20010426_160/351/L3	geestig/adj/nrc_handelsblad_20010426_160/351	L3	mooi	adj	mooi/adj	Mooie	False	L	4	1.3607548	158026.0	93.0
geestig/adj/nrc_handelsblad_20010426_160/351/L4	geestig/adj/nrc_handelsblad_20010426_160/351	L4	sentence_delimiter	none	none	<sentence>	none	L	5			
geestig/adj/nrc_handelsblad_20010426_160/351/L5	geestig/adj/nrc_handelsblad_20010426_160/351	L5	sentence_delimiter	none	none	</sentence>	none	L	6			
geestig/adj/nrc_handelsblad_20010426_160/351/L6	geestig/adj/nrc_handelsblad_20010426_160/351	L6	.	punct	./punct	.	False	L	7			
geestig/adj/nrc_handelsblad_20010426_160/351/L7	geestig/adj/nrc_handelsblad_20010426_160/351	L7	Schouwburg	name	Schouwburg/name	Schouwburg	False	L	8			
geestig/adj/nrc_handelsblad_20010426_160/351/L8	geestig/adj/nrc_handelsblad_20010426_160/351	L8	Rotterdam	name	Rotterdam/name	Rotterdam	False	L	9			
geestig/adj/nrc_handelsblad_20010426_160/351/L9	geestig/adj/nrc_handelsblad_20010426_160/351	L9	mei	noun	mei/noun	mei	False	L	10			
geestig/adj/nrc_handelsblad_20010426_160/351/L10	geestig/adj/nrc_handelsblad_20010426_160/351	L10	3	noun	3/noun	3	False	L	11			
geestig/adj/nrc_handelsblad_20010426_160/351/L11	geestig/adj/nrc_handelsblad_20010426_160/351	L11	tot_en_met	prep	tot_en_met/prep	t/m	False	L	12			
geestig/adj/nrc_handelsblad_20010426_160/351/L12	geestig/adj/nrc_handelsblad_20010426_160/351	L12	1	num	1/num	1	False	L	13			
geestig/adj/nrc_handelsblad_20010426_160/351/L13	geestig/adj/nrc_handelsblad_20010426_160/351	L13	;	punct	;/punct	;	False	L	14			
geestig/adj/nrc_handelsblad_20010426_160/351/L14	geestig/adj/nrc_handelsblad_20010426_160/351	L14	Schouwburg	name	Schouwburg/name	Schouwburg	False	L	15			
geestig/adj/nrc_handelsblad_20010426_160/351/L15												
geestig/adj/nrc_handelsblad_20010426_160/351/R0	geestig/adj/nrc_handelsblad_20010426_160/351	R0	puntdichten	noun	puntdichten/noun	puntdichten	True	R	1			
geestig/adj/nrc_handelsblad_20010426_160/351/R1	geestig/adj/nrc_handelsblad_20010426_160/351	R1	en	vg	en/vg	en	True	R	2			
geestig/adj/nrc_handelsblad_20010426_160/351/R2	geestig/adj/nrc_handelsblad_20010426_160/351	R2	absurd	adj	absurd/adj	absurde	True	R	3	3.4264717000000005	6441.0	30.0
geestig/adj/nrc_handelsblad_20010426_160/351/R3	geestig/adj/nrc_handelsblad_20010426_160/351	R3	logica	noun	logica/noun	logica	True	R	4	3.029795	4778.0	15.0
geestig/adj/nrc_handelsblad_20010426_160/351/R4	geestig/adj/nrc_handelsblad_20010426_160/351	R4	van	prep	van/prep	van	True	R	5	-0.10687933	12638933.0	1718.0
geestig/adj/nrc_handelsblad_20010426_160/351/R5	geestig/adj/nrc_handelsblad_20010426_160/351	R5	de	det	de/det	de	True	R	6	-0.34015357	28074105.0	3021.0
geestig/adj/nrc_handelsblad_20010426_160/351/R6	geestig/adj/nrc_handelsblad_20010426_160/351	R6	mompel	adj	mompel/adj	mompelende	True	R	7	6.0210905	239.0	15.0
geestig/adj/nrc_handelsblad_20010426_160/351/R7	geestig/adj/nrc_handelsblad_20010426_160/351	R7	cabaretier	noun	cabaretier/noun	cabaretier	True	R	8	3.574932	3582.0	19.0
geestig/adj/nrc_handelsblad_20010426_160/351/R8	geestig/adj/nrc_handelsblad_20010426_160/351	R8	Kees	name	Kees/name	Kees	True	R	9			
geestig/adj/nrc_handelsblad_20010426_160/351/R9	geestig/adj/nrc_handelsblad_20010426_160/351	R9	Torn	name	Torn/name	Torn	True	R	10			
geestig/adj/nrc_handelsblad_20010426_160/351/R10	geestig/adj/nrc_handelsblad_20010426_160/351	R10	.	punct	./punct	.	True	R	11			
geestig/adj/nrc_handelsblad_20010426_160/351/R11	geestig/adj/nrc_handelsblad_20010426_160/351	R11	sentence_delimiter	none	none	</sentence>	none	R	12			
geestig/adj/nrc_handelsblad_20010426_160/351/R12	geestig/adj/nrc_handelsblad_20010426_160/351	R12	sentence_delimiter	none	none	<sentence>	none	R	13			
geestig/adj/nrc_handelsblad_20010426_160/351/R13	geestig/adj/nrc_handelsblad_20010426_160/351	R13	27	noun	27/noun	27	False	R	14			
geestig/adj/nrc_handelsblad_20010426_160/351/R14	geestig/adj/nrc_handelsblad_20010426_160/351	R14	april	noun	april/noun	april	False	R	15			
geestig/adj/nrc_handelsblad_20010426_160/351/R15												
geestig/adj/nrc_handelsblad_20010315_62/345/L0	geestig/adj/nrc_handelsblad_20010315_62/345	L0	,	punct	,/punct	,	True	L	1			
geestig/adj/nrc_handelsblad_20010315_62/345/L1	geestig/adj/nrc_handelsblad_20010315_62/345	L1	voor	part	voor/part	voor	True	L	2	-0.8169736	104730.0	7.0
geestig/adj/nrc_handelsblad_20010315_62/345/L2	geestig/adj/nrc_handelsblad_20010315_62/345	L2	gedicht	noun	gedicht/noun	gedichten	True	L	3	2.3130398	20912.0	32.0
geestig/adj/nrc_handelsblad_20010315_62/345/L3	geestig/adj/nrc_handelsblad_20010315_62/345	L3	Engelstalig	adj	Engelstalig/adj	Engelstalige	True	L	4	1.5242997	2872.0	2.0
geestig/adj/nrc_handelsblad_20010315_62/345/L4	geestig/adj/nrc_handelsblad_20010315_62/345	L4	haar	det	haar/det	haar	True	L	5	0.43572068	570905.0	134.0
geestig/adj/nrc_handelsblad_20010315_62/345/L5	geestig/adj/nrc_handelsblad_20010315_62/345	L5	mompel	adj	mompel/adj	mompelend	True	L	6	6.0210905	239.0	15.0
geestig/adj/nrc_handelsblad_20010315_62/345/L6	geestig/adj/nrc_handelsblad_20010315_62/345	L6	nonchalant	adj	nonchalant/adj	nonchalant	True	L	7	2.149342	2304.0	3.0
geestig/adj/nrc_handelsblad_20010315_62/345/L7	geestig/adj/nrc_handelsblad_20010315_62/345	L7	haast	adv	haast/adv	haast	True	L	8	1.1425185	16778.0	8.0
geestig/adj/nrc_handelsblad_20010315_62/345/L8	geestig/adj/nrc_handelsblad_20010315_62/345	L8	,	punct	,/punct	,	True	L	9			
geestig/adj/nrc_handelsblad_20010315_62/345/L9	geestig/adj/nrc_handelsblad_20010315_62/345	L9	ritmisch	adj	ritmisch/adj	ritmisch	True	L	10	2.7624886	2494.0	6.0
geestig/adj/nrc_handelsblad_20010315_62/345/L10	geestig/adj/nrc_handelsblad_20010315_62/345	L10	ze	pron	ze/pron	ze	True	L	11	0.04255252	1808509.0	287.0
geestig/adj/nrc_handelsblad_20010315_62/345/L11	geestig/adj/nrc_handelsblad_20010315_62/345	L11	draag_voor	verb	draag_voor/verb	draagt	True	L	12			
geestig/adj/nrc_handelsblad_20010315_62/345/L12	geestig/adj/nrc_handelsblad_20010315_62/345	L12	stem	noun	stem/noun	stem	True	L	13			
geestig/adj/nrc_handelsblad_20010315_62/345/L13	geestig/adj/nrc_handelsblad_20010315_62/345	L13	zacht	adj	zacht/adj	zachte	True	L	14			
geestig/adj/nrc_handelsblad_20010315_62/345/L14	geestig/adj/nrc_handelsblad_20010315_62/345	L14	een	det	een/det	een	True	L	15	0.27271274	11075723.0	2204.0
geestig/adj/nrc_handelsblad_20010315_62/345/L15												
geestig/adj/nrc_handelsblad_20010315_62/345/R0	geestig/adj/nrc_handelsblad_20010315_62/345	R0	,	punct	,/punct	,	True	R	1			
geestig/adj/nrc_handelsblad_20010315_62/345/R1	geestig/adj/nrc_handelsblad_20010315_62/345	R1	met	prep	met/prep	met	True	R	2	0.19968848	4230163.0	782.0
geestig/adj/nrc_handelsblad_20010315_62/345/R2	geestig/adj/nrc_handelsblad_20010315_62/345	R2	geluid_effect	noun	geluid_effect/noun	geluidseffecten	True	R	3	3.1503637	282.0	1.0
geestig/adj/nrc_handelsblad_20010315_62/345/R3	geestig/adj/nrc_handelsblad_20010315_62/345	R3	en	vg	en/vg	en	True	R	4			
geestig/adj/nrc_handelsblad_20010315_62/345/R4	geestig/adj/nrc_handelsblad_20010315_62/345	R4	woordspeling	noun	woordspeling/noun	woordspelingen	True	R	5	4.345341	766.0	9.0
geestig/adj/nrc_handelsblad_20010315_62/345/R5	geestig/adj/nrc_handelsblad_20010315_62/345	R5	,	punct	,/punct	,	True	R	6			
geestig/adj/nrc_handelsblad_20010315_62/345/R6	geestig/adj/nrc_handelsblad_20010315_62/345	R6	maar	adv	maar/adv	maar	True	R	7	0.28473738	480969.0	97.0
geestig/adj/nrc_handelsblad_20010315_62/345/R7	geestig/adj/nrc_handelsblad_20010315_62/345	R7	emotioneel	adj	emotioneel/adj	emotioneel	True	R	8	0.26875156	15129.0	3.0
geestig/adj/nrc_handelsblad_20010315_62/345/R8	geestig/adj/nrc_handelsblad_20010315_62/345	R8	geladen	adj	geladen/adj	geladen	True	R	9	1.9451048	2841.0	3.0
geestig/adj/nrc_handelsblad_20010315_62/345/R9	geestig/adj/nrc_handelsblad_20010315_62/345	R9	.	punct	./punct	.	True	R	10			
geestig/adj/nrc_handelsblad_20010315_62/345/R10	geestig/adj/nrc_handelsblad_20010315_62/345	R10	sentence_delimiter	none	none	</sentence>	none	R	11			
geestig/adj/nrc_handelsblad_20010315_62/345/R11	geestig/adj/nrc_handelsblad_20010315_62/345	R11	sentence_delimiter	none	none	<sentence>	none	R	12			
geestig/adj/nrc_handelsblad_20010315_62/345/R12	geestig/adj/nrc_handelsblad_20010315_62/345	R12	`	punct	`/punct	`	False	R	13			
geestig/adj/nrc_handelsblad_20010315_62/345/R13	geestig/adj/nrc_handelsblad_20010315_62/345	R13	Digital	name	Digital/name	Digital	False	R	14			
geestig/adj/nrc_handelsblad_20010315_62/345/R14	geestig/adj/nrc_handelsblad_20010315_62/345	R14	Playground	name	Playground/name	Playground	False	R	15			
geestig/adj/nrc_handelsblad_20010315_62/345/R15												
geestig/adj/nrc_handelsblad_19990118_1/671/L0	geestig/adj/nrc_handelsblad_19990118_1/671	L0	zeer	adv	zeer/adv	zeer	True	L	1	1.8185037	130472.0	122.0
geestig/adj/nrc_handelsblad_19990118_1/671/L1	geestig/adj/nrc_handelsblad_19990118_1/671	L1	het	det	het/det	het	True	L	2	-0.028987847	11650779.0	1712.0
geestig/adj/nrc_handelsblad_19990118_1/671/L2	geestig/adj/nrc_handelsblad_19990118_1/671	L2	,	punct	,/punct	,	True	L	3			
geestig/adj/nrc_handelsblad_19990118_1/671/L3	geestig/adj/nrc_handelsblad_19990118_1/671	L3	roman	noun	roman/noun	roman	True	L	4	2.6614115000000003	34167.0	74.0
geestig/adj/nrc_handelsblad_19990118_1/671/L4	geestig/adj/nrc_handelsblad_19990118_1/671	L4	ander	adj	ander/adj	andere	True	L	5	-0.3644667	663512.0	70.0
geestig/adj/nrc_handelsblad_19990118_1/671/L5	geestig/adj/nrc_handelsblad_19990118_1/671	L5	een	det	een/det	een	True	L	6	0.27271274	11075723.0	2204.0
geestig/adj/nrc_handelsblad_19990118_1/671/L6	geestig/adj/nrc_handelsblad_19990118_1/671	L6	in	prep	in/prep	In	True	L	7	-0.17375587	9492181.0	1204.0
geestig/adj/nrc_handelsblad_19990118_1/671/L7	geestig/adj/nrc_handelsblad_19990118_1/671	L7	sentence_delimiter	none	none	<sentence>	none	L	8			
geestig/adj/nrc_handelsblad_19990118_1/671/L8	geestig/adj/nrc_handelsblad_19990118_1/671	L8	sentence_delimiter	none	none	</sentence>	none	L	9			
geestig/adj/nrc_handelsblad_19990118_1/671/L9	geestig/adj/nrc_handelsblad_19990118_1/671	L9	.	punct	./punct	.	False	L	10			
geestig/adj/nrc_handelsblad_19990118_1/671/L10	geestig/adj/nrc_handelsblad_19990118_1/671	L10	niet	adv	niet/adv	niet	False	L	11	-0.13294972	3455007.0	458.0
geestig/adj/nrc_handelsblad_19990118_1/671/L11	geestig/adj/nrc_handelsblad_19990118_1/671	L11	dus	adv	dus/adv	dus	False	L	12			
geestig/adj/nrc_handelsblad_19990118_1/671/L12	geestig/adj/nrc_handelsblad_19990118_1/671	L12	hij	pron	hij/pron	hij	False	L	13	0.42110702	2403923.0	557.0
geestig/adj/nrc_handelsblad_19990118_1/671/L13	geestig/adj/nrc_handelsblad_19990118_1/671	L13	word	verb	word/verb	wordt	False	L	14	-0.46620712	3486710.0	331.0
geestig/adj/nrc_handelsblad_19990118_1/671/L14	geestig/adj/nrc_handelsblad_19990118_1/671	L14	vergeef	verb	vergeef/verb	Vergeven	False	L	15			
geestig/adj/nrc_handelsblad_19990118_1/671/L15												
geestig/adj/nrc_handelsblad_19990118_1/671/R0	geestig/adj/nrc_handelsblad_19990118_1/671	R0	Leesclubje	name	Leesclubje/name	Leesclubje	True	R	1			
geestig/adj/nrc_handelsblad_19990118_1/671/R1	geestig/adj/nrc_handelsblad_19990118_1/671	R1	,	punct	,/punct	,	True	R	2			
geestig/adj/nrc_handelsblad_19990118_1/671/R2	geestig/adj/nrc_handelsblad_19990118_1/671	R2	kom	verb	kom/verb	komt	True	R	3	-0.26637337	973909.0	113.0
geestig/adj/nrc_handelsblad_19990118_1/671/R3	geestig/adj/nrc_handelsblad_19990118_1/671	R3	de	det	de/det	de	True	R	4	-0.34015357	28074105.0	3021.0
geestig/adj/nrc_handelsblad_19990118_1/671/R4	geestig/adj/nrc_handelsblad_19990118_1/671	R4	hoofdpersoon	noun	hoofdpersoon/noun	hoofdpersoon	True	R	5	2.2678525	6814.0	10.0
geestig/adj/nrc_handelsblad_19990118_1/671/R5	geestig/adj/nrc_handelsblad_19990118_1/671	R5	voor	prep	voor/prep	voor	True	R	6	-0.53236806	3806927.0	337.0
geestig/adj/nrc_handelsblad_19990118_1/671/R6	geestig/adj/nrc_handelsblad_19990118_1/671	R6	een	det	een/det	een	True	R	7	0.27271274	11075723.0	2204.0
geestig/adj/nrc_handelsblad_19990118_1/671/R7	geestig/adj/nrc_handelsblad_19990118_1/671	R7	op	prep	op/prep	op	True	R	8	-0.23028633	4502370.0	540.0
geestig/adj/nrc_handelsblad_19990118_1/671/R8	geestig/adj/nrc_handelsblad_19990118_1/671	R8	het	det	het/det	het	True	R	9	-0.028987847	11650779.0	1712.0
geestig/adj/nrc_handelsblad_19990118_1/671/R9	geestig/adj/nrc_handelsblad_19990118_1/671	R9	toneel	noun	toneel/noun	toneel	True	R	10	1.2918459	12737.0	7.0
geestig/adj/nrc_handelsblad_19990118_1/671/R10	geestig/adj/nrc_handelsblad_19990118_1/671	R10	geënsceneerd	adj	geënsceneerd/adj	geënsceneerde	True	R	11			
geestig/adj/nrc_handelsblad_19990118_1/671/R11	geestig/adj/nrc_handelsblad_19990118_1/671	R11	rechtbank	noun	rechtbank/noun	rechtbank	True	R	12			
geestig/adj/nrc_handelsblad_19990118_1/671/R12	geestig/adj/nrc_handelsblad_19990118_1/671	R12	die	pron	die/pron	die	True	R	13	0.30651462	2519801.0	521.0
geestig/adj/nrc_handelsblad_19990118_1/671/R13	geestig/adj/nrc_handelsblad_19990118_1/671	R13	geen	det	geen/det	geen	True	R	14	-0.62082696	1048752.0	85.0
geestig/adj/nrc_handelsblad_19990118_1/671/R14	geestig/adj/nrc_handelsblad_19990118_1/671	R14	enkel	det	enkel/det	enkele	True	R	15	-0.09794193	319878.0	44.0
geestig/adj/nrc_handelsblad_19990118_1/671/R15												
geestig/adj/nrc_handelsblad_20040424_42/368/L0	geestig/adj/nrc_handelsblad_20040424_42/368	L0	even	adj	even/adj	even	True	L	1	0.5445665	172619.0	45.0
geestig/adj/nrc_handelsblad_20040424_42/368/L1	geestig/adj/nrc_handelsblad_20040424_42/368	L1	""""	punct	"""/punct"	""""	True	L	2			
geestig/adj/nrc_handelsblad_20040424_42/368/L2	geestig/adj/nrc_handelsblad_20040424_42/368	L2	die	pron	die/pron	die	True	L	3	0.30651462	2519801.0	521.0
geestig/adj/nrc_handelsblad_20040424_42/368/L3	geestig/adj/nrc_handelsblad_20040424_42/368	L3	essay	noun	essay/noun	essays	True	L	4	1.9475175	4703.0	5.0
geestig/adj/nrc_handelsblad_20040424_42/368/L4	geestig/adj/nrc_handelsblad_20040424_42/368	L4	bundel	noun	bundel/noun	bundel	True	L	5	1.6634403000000002	8738.0	7.0
geestig/adj/nrc_handelsblad_20040424_42/368/L5	geestig/adj/nrc_handelsblad_20040424_42/368	L5	een	det	een/det	een	True	L	6	0.27271274	11075723.0	2204.0
geestig/adj/nrc_handelsblad_20040424_42/368/L6	geestig/adj/nrc_handelsblad_20040424_42/368	L6	,	punct	,/punct	,	True	L	7			
geestig/adj/nrc_handelsblad_20040424_42/368/L7	geestig/adj/nrc_handelsblad_20040424_42/368	L7	Am	name	Am/name	Am	True	L	8			
geestig/adj/nrc_handelsblad_20040424_42/368/L8	geestig/adj/nrc_handelsblad_20040424_42/368	L8	I	name	I/name	I	True	L	9			
geestig/adj/nrc_handelsblad_20040424_42/368/L9	geestig/adj/nrc_handelsblad_20040424_42/368	L9	therefore	noun	therefore/noun	therefore	True	L	10			
geestig/adj/nrc_handelsblad_20040424_42/368/L10	geestig/adj/nrc_handelsblad_20040424_42/368	L10	kill	noun	kill/noun	kill	True	L	11			
geestig/adj/nrc_handelsblad_20040424_42/368/L11	geestig/adj/nrc_handelsblad_20040424_42/368	L11	i	noun	i/noun	I	True	L	12			
geestig/adj/nrc_handelsblad_20040424_42/368/L12	geestig/adj/nrc_handelsblad_20040424_42/368	L12	:	punct	:/punct	:	True	L	13			
geestig/adj/nrc_handelsblad_20040424_42/368/L13	geestig/adj/nrc_handelsblad_20040424_42/368	L13	Philosophy	name	Philosophy/name	Philosophy	True	L	14			
geestig/adj/nrc_handelsblad_20040424_42/368/L14	geestig/adj/nrc_handelsblad_20040424_42/368	L14	and	name	and/name	and	True	L	15			
geestig/adj/nrc_handelsblad_20040424_42/368/L15												
geestig/adj/nrc_handelsblad_20040424_42/368/R0	geestig/adj/nrc_handelsblad_20040424_42/368	R0	,	punct	,/punct	,	True	R	1			
geestig/adj/nrc_handelsblad_20040424_42/368/R1	geestig/adj/nrc_handelsblad_20040424_42/368	R1	provocerend	adj	provocerend/adj	provocerend	True	R	2	3.3634760000000004	1826.0	8.0
geestig/adj/nrc_handelsblad_20040424_42/368/R2	geestig/adj/nrc_handelsblad_20040424_42/368	R2	en	vg	en/vg	en	True	R	3			
geestig/adj/nrc_handelsblad_20040424_42/368/R3	geestig/adj/nrc_handelsblad_20040424_42/368	R3	dynamisch	adj	dynamisch/adj	dynamisch	True	R	4	1.942698	4719.0	5.0
geestig/adj/nrc_handelsblad_20040424_42/368/R4	geestig/adj/nrc_handelsblad_20040424_42/368	R4	als	prep	als/prep	als	True	R	5	0.5876416	1263756.0	345.0
geestig/adj/nrc_handelsblad_20040424_42/368/R5	geestig/adj/nrc_handelsblad_20040424_42/368	R5	de	det	de/det	de	True	R	6	-0.34015357	28074105.0	3021.0
geestig/adj/nrc_handelsblad_20040424_42/368/R6	geestig/adj/nrc_handelsblad_20040424_42/368	R6	serie	noun	serie/noun	serie	True	R	7	0.98149043	29730.0	12.0
geestig/adj/nrc_handelsblad_20040424_42/368/R7	geestig/adj/nrc_handelsblad_20040424_42/368	R7	zelf	adv	zelf/adv	zelf	True	R	8	0.23042192	329698.0	63.0
geestig/adj/nrc_handelsblad_20040424_42/368/R8	geestig/adj/nrc_handelsblad_20040424_42/368	R8	""""	punct	"""/punct"	""""	True	R	9			
geestig/adj/nrc_handelsblad_20040424_42/368/R9	geestig/adj/nrc_handelsblad_20040424_42/368	R9	wil	verb	wil/verb	willen	True	R	10	-0.7854624	946915.0	65.0
geestig/adj/nrc_handelsblad_20040424_42/368/R10	geestig/adj/nrc_handelsblad_20040424_42/368	R10	ben	verb	ben/verb	zijn	True	R	11	0.38828874	9938754.0	2217.0
geestig/adj/nrc_handelsblad_20040424_42/368/R11	geestig/adj/nrc_handelsblad_20040424_42/368	R11	.	punct	./punct	.	True	R	12			
geestig/adj/nrc_handelsblad_20040424_42/368/R12	geestig/adj/nrc_handelsblad_20040424_42/368	R12	sentence_delimiter	none	none	</sentence>	none	R	13			
geestig/adj/nrc_handelsblad_20040424_42/368/R13	geestig/adj/nrc_handelsblad_20040424_42/368	R13	sentence_delimiter	none	none	<sentence>	none	R	14			
geestig/adj/nrc_handelsblad_20040424_42/368/R14	geestig/adj/nrc_handelsblad_20040424_42/368	R14	daarnaast	pp	daarnaast/pp	Daarnaast	False	R	15			
geestig/adj/nrc_handelsblad_20040424_42/368/R15												
geestig/adj/nrc_handelsblad_20031023_129/9/L0	geestig/adj/nrc_handelsblad_20031023_129/9	L0	een	det	een/det	een	True	L	1	0.27271274	11075723.0	2204.0
geestig/adj/nrc_handelsblad_20031023_129/9/L1	geestig/adj/nrc_handelsblad_20031023_129/9	L1	zij	pron	zij/pron	zij	True	L	2	-0.47702947	392068.0	37.0
geestig/adj/nrc_handelsblad_20031023_129/9/L2	geestig/adj/nrc_handelsblad_20031023_129/9	L2	weet	verb	weet/verb	weet	True	L	3	-0.10416599	453326.0	62.0
geestig/adj/nrc_handelsblad_20031023_129/9/L3	geestig/adj/nrc_handelsblad_20031023_129/9	L3	scène	noun	scène/noun	scène	True	L	4	3.2305474	16126.0	62.0
geestig/adj/nrc_handelsblad_20031023_129/9/L4	geestig/adj/nrc_handelsblad_20031023_129/9	L4	serieus	adj	serieus/adj	serieuze	True	L	5	1.0640931999999999	38770.0	17.0
geestig/adj/nrc_handelsblad_20031023_129/9/L5	geestig/adj/nrc_handelsblad_20031023_129/9	L5	menig	det	menig/det	Menig	True	L	6	0.91863066	7909.0	3.0
geestig/adj/nrc_handelsblad_20031023_129/9/L6	geestig/adj/nrc_handelsblad_20031023_129/9	L6	sentence_delimiter	none	none	<sentence>	none	L	7			
geestig/adj/nrc_handelsblad_20031023_129/9/L7	geestig/adj/nrc_handelsblad_20031023_129/9	L7	sentence_delimiter	none	none	<artikel>	none	L	8			
geestig/adj/nrc_handelsblad_20031023_129/9/L8												
geestig/adj/nrc_handelsblad_20031023_129/9/L9												
geestig/adj/nrc_handelsblad_20031023_129/9/L10												
geestig/adj/nrc_handelsblad_20031023_129/9/L11												
geestig/adj/nrc_handelsblad_20031023_129/9/L12												
geestig/adj/nrc_handelsblad_20031023_129/9/L13												
geestig/adj/nrc_handelsblad_20031023_129/9/L14												
geestig/adj/nrc_handelsblad_20031023_129/9/L15												
geestig/adj/nrc_handelsblad_20031023_129/9/R0	geestig/adj/nrc_handelsblad_20031023_129/9	R0	draai	noun	draai/noun	draai	True	R	1	1.9842708999999998	3624.0	4.0
geestig/adj/nrc_handelsblad_20031023_129/9/R1	geestig/adj/nrc_handelsblad_20031023_129/9	R1	te	comp	te/comp	te	True	R	2			
geestig/adj/nrc_handelsblad_20031023_129/9/R2	geestig/adj/nrc_handelsblad_20031023_129/9	R2	geef	verb	geef/verb	geven	True	R	3	-0.054550488	370341.0	53.0
geestig/adj/nrc_handelsblad_20031023_129/9/R3	geestig/adj/nrc_handelsblad_20031023_129/9	R3	,	punct	,/punct	,	True	R	4			
geestig/adj/nrc_handelsblad_20031023_129/9/R4	geestig/adj/nrc_handelsblad_20031023_129/9	R4	menig	det	menig/det	menig	True	R	5	0.91863066	7909.0	3.0
geestig/adj/nrc_handelsblad_20031023_129/9/R5	geestig/adj/nrc_handelsblad_20031023_129/9	R5	wat	adv	wat/adv	wat	True	R	6	0.69865364	153932.0	47.0
geestig/adj/nrc_handelsblad_20031023_129/9/R6	geestig/adj/nrc_handelsblad_20031023_129/9	R6	sentimenteel	adj	sentimenteel/adj	sentimentele	True	R	7	3.0577614	2173.0	7.0
geestig/adj/nrc_handelsblad_20031023_129/9/R7	geestig/adj/nrc_handelsblad_20031023_129/9	R7	scène	noun	scène/noun	scène	True	R	8	3.2305474	16126.0	62.0
geestig/adj/nrc_handelsblad_20031023_129/9/R8	geestig/adj/nrc_handelsblad_20031023_129/9	R8	maak	verb	maak/verb	maakt	True	R	9	0.39515500000000003	801559.0	180.0
geestig/adj/nrc_handelsblad_20031023_129/9/R9	geestig/adj/nrc_handelsblad_20031023_129/9	R9	Van	name	Van/name	Van	True	R	10			
geestig/adj/nrc_handelsblad_20031023_129/9/R10	geestig/adj/nrc_handelsblad_20031023_129/9	R10	Houten	name	Houten/name	Houten	True	R	11			
