	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
geestig/adj/parool_20020110_115/266/R10	geestig/adj/parool_20020110_115/266	R10	de	fixed	de/fixed	de	True	R	11			
geestig/adj/parool_20020110_115/266/R11	geestig/adj/parool_20020110_115/266	R11	loer	fixed	loer/fixed	loer	True	R	12			
geestig/adj/parool_20020110_115/266/R12	geestig/adj/parool_20020110_115/266	R12	lig	verb	lig/verb	ligt	True	R	13			
geestig/adj/parool_20020110_115/266/R13	geestig/adj/parool_20020110_115/266	R13	.	punct	./punct	.	True	R	14			
geestig/adj/parool_20020110_115/266/R14	geestig/adj/parool_20020110_115/266	R14	sentence_delimiter	none	none	</sentence>	none	R	15			
geestig/adj/parool_20020110_115/266/R15												
geestig/adj/parool_19990315_39/59/L0	geestig/adj/parool_19990315_39/59	L0	zo'n	det	zo'n/det	zo'n	True	L	1	0.36000386	216106.0	47.0
geestig/adj/parool_19990315_39/59/L1	geestig/adj/parool_19990315_39/59	L1	weer	adv	weer/adv	weer	True	L	2	0.26731646	396780.0	78.0
geestig/adj/parool_19990315_39/59/L2	geestig/adj/parool_19990315_39/59	L2	er	adv	er/adv	er	True	L	3	-0.5299746	1744977.0	156.0
geestig/adj/parool_19990315_39/59/L3	geestig/adj/parool_19990315_39/59	L3	als	comp	als/comp	als	True	L	4			
geestig/adj/parool_19990315_39/59/L4	geestig/adj/parool_19990315_39/59	L4	op	part	op/part	op	True	L	5	0.03971434	540823.0	85.0
geestig/adj/parool_19990315_39/59/L5	geestig/adj/parool_19990315_39/59	L5	je	pron	je/pron	je	True	L	6	0.23705286	1142105.0	220.0
geestig/adj/parool_19990315_39/59/L6	geestig/adj/parool_19990315_39/59	L6	veer_op	verb	veer_op/verb	veer	True	L	7	1.5933203000000002	1354.0	1.0
geestig/adj/parool_19990315_39/59/L7	geestig/adj/parool_19990315_39/59	L7	keer	adv	keer/adv	keer	True	L	8	0.45853004	8316.0	2.0
geestig/adj/parool_19990315_39/59/L8	geestig/adj/parool_19990315_39/59	L8	op	adv	op/adv	op	True	L	9	0.41588590000000003	17364.0	4.0
geestig/adj/parool_19990315_39/59/L9	geestig/adj/parool_19990315_39/59	L9	keer	adv	keer/adv	Keer	True	L	10	0.45853004	8316.0	2.0
geestig/adj/parool_19990315_39/59/L10	geestig/adj/parool_19990315_39/59	L10	sentence_delimiter	none	none	<sentence>	none	L	11			
geestig/adj/parool_19990315_39/59/L11	geestig/adj/parool_19990315_39/59	L11	sentence_delimiter	none	none	</sentence>	none	L	12			
geestig/adj/parool_19990315_39/59/L12	geestig/adj/parool_19990315_39/59	L12	.	punct	./punct	.	False	L	13			
geestig/adj/parool_19990315_39/59/L13	geestig/adj/parool_19990315_39/59	L13	attractie	noun	attractie/noun	attractie	False	L	14			
geestig/adj/parool_19990315_39/59/L14	geestig/adj/parool_19990315_39/59	L14	groot	adj	groot/adj	grote	False	L	15	-0.48684890000000003	774779.0	72.0
geestig/adj/parool_19990315_39/59/L15												
geestig/adj/parool_19990315_39/59/R0	geestig/adj/parool_19990315_39/59	R0	one-liner	noun	one-liner/noun	one-liner	True	R	1			
geestig/adj/parool_19990315_39/59/R1	geestig/adj/parool_19990315_39/59	R1	klink	verb	klink/verb	klinkt	True	R	2	0.6888747	63033.0	19.0
geestig/adj/parool_19990315_39/59/R2	geestig/adj/parool_19990315_39/59	R2	.	punct	./punct	.	True	R	3			
geestig/adj/parool_19990315_39/59/R3	geestig/adj/parool_19990315_39/59	R3	sentence_delimiter	none	none	</sentence>	none	R	4			
geestig/adj/parool_19990315_39/59/R4	geestig/adj/parool_19990315_39/59	R4	sentence_delimiter	none	none	<sentence>	none	R	5			
geestig/adj/parool_19990315_39/59/R5	geestig/adj/parool_19990315_39/59	R5	Federatie-huisschrijver	noun	Federatie-huisschrijver/noun	Federatie-huisschrijver	False	R	6			
geestig/adj/parool_19990315_39/59/R6	geestig/adj/parool_19990315_39/59	R6	Peer	name	Peer/name	Peer	False	R	7			
geestig/adj/parool_19990315_39/59/R7	geestig/adj/parool_19990315_39/59	R7	Wittenbols	name	Wittenbols/name	Wittenbols	False	R	8			
geestig/adj/parool_19990315_39/59/R8	geestig/adj/parool_19990315_39/59	R8	blink_uit	verb	blink_uit/verb	blinkt	False	R	9			
geestig/adj/parool_19990315_39/59/R9	geestig/adj/parool_19990315_39/59	R9	uit	part	uit/part	uit	False	R	10	-0.26775488	475164.0	55.0
geestig/adj/parool_19990315_39/59/R10	geestig/adj/parool_19990315_39/59	R10	in	prep	in/prep	in	False	R	11	-0.17375587	9492181.0	1204.0
geestig/adj/parool_19990315_39/59/R11	geestig/adj/parool_19990315_39/59	R11	kort	adj	kort/adj	korte	False	R	12	0.53204525	112646.0	28.0
geestig/adj/parool_19990315_39/59/R12	geestig/adj/parool_19990315_39/59	R12	,	punct	,/punct	,	False	R	13			
geestig/adj/parool_19990315_39/59/R13	geestig/adj/parool_19990315_39/59	R13	treffend	adj	treffend/adj	treffende	False	R	14			
geestig/adj/parool_19990315_39/59/R14	geestig/adj/parool_19990315_39/59	R14	dialoog	noun	dialoog/noun	dialogen	False	R	15	4.1075800000000005	11825.0	109.0
geestig/adj/parool_19990315_39/59/R15												
geestig/adj/parool_20040601_100/357/L0	geestig/adj/parool_20040601_100/357	L0	sentence_delimiter	none	none	<sentence>	none	L	1			
geestig/adj/parool_20040601_100/357/L1	geestig/adj/parool_20040601_100/357	L1	sentence_delimiter	none	none	</sentence>	none	L	2			
geestig/adj/parool_20040601_100/357/L2	geestig/adj/parool_20040601_100/357	L2	.	punct	./punct	.	False	L	3			
geestig/adj/parool_20040601_100/357/L3	geestig/adj/parool_20040601_100/357	L3	voelbaar	adj	voelbaar/adj	voelbaar	False	L	4			
geestig/adj/parool_20040601_100/357/L4	geestig/adj/parool_20040601_100/357	L4	nog	adv	nog/adv	nog	False	L	5	-0.32484159999999995	1683041.0	184.0
geestig/adj/parool_20040601_100/357/L5	geestig/adj/parool_20040601_100/357	L5	ben	verb	ben/verb	is	False	L	6	0.38828874	9938754.0	2217.0
geestig/adj/parool_20040601_100/357/L6	geestig/adj/parool_20040601_100/357	L6	geweld	noun	geweld/noun	geweld	False	L	7			
geestig/adj/parool_20040601_100/357/L7	geestig/adj/parool_20040601_100/357	L7	het	det	het/det	het	False	L	8	-0.028987847	11650779.0	1712.0
geestig/adj/parool_20040601_100/357/L8	geestig/adj/parool_20040601_100/357	L8	aan	prep	aan/prep	aan	False	L	9	-0.44953063	2153601.0	208.0
geestig/adj/parool_20040601_100/357/L9	geestig/adj/parool_20040601_100/357	L9	herinnering	noun	herinnering/noun	herinnering	False	L	10			
geestig/adj/parool_20040601_100/357/L10	geestig/adj/parool_20040601_100/357	L10	de	det	de/det	De	False	L	11	-0.34015357	28074105.0	3021.0
geestig/adj/parool_20040601_100/357/L11	geestig/adj/parool_20040601_100/357	L11	sentence_delimiter	none	none	<sentence>	none	L	12			
geestig/adj/parool_20040601_100/357/L12	geestig/adj/parool_20040601_100/357	L12	sentence_delimiter	none	none	</sentence>	none	L	13			
geestig/adj/parool_20040601_100/357/L13	geestig/adj/parool_20040601_100/357	L13	.	punct	./punct	.	False	L	14			
geestig/adj/parool_20040601_100/357/L14	geestig/adj/parool_20040601_100/357	L14	eis	verb	eis/verb	eiste	False	L	15			
geestig/adj/parool_20040601_100/357/L15												
geestig/adj/parool_20040601_100/357/R0	geestig/adj/parool_20040601_100/357	R0	ben	verb	ben/verb	is	True	R	1	0.38828874	9938754.0	2217.0
geestig/adj/parool_20040601_100/357/R1	geestig/adj/parool_20040601_100/357	R1	Hot	name	Hot/name	Hot	True	R	2			
geestig/adj/parool_20040601_100/357/R2	geestig/adj/parool_20040601_100/357	R2	wax	name	wax/name	wax	True	R	3			
geestig/adj/parool_20040601_100/357/R3	geestig/adj/parool_20040601_100/357	R3	,	punct	,/punct	,	True	R	4			
geestig/adj/parool_20040601_100/357/R4	geestig/adj/parool_20040601_100/357	R4	waarin	pp	waarin/pp	waarin	True	R	5			
geestig/adj/parool_20040601_100/357/R5	geestig/adj/parool_20040601_100/357	R5	Andrea	name	Andrea/name	Andrea	True	R	6			
geestig/adj/parool_20040601_100/357/R6	geestig/adj/parool_20040601_100/357	R6	Spitz	name	Spitz/name	Spitz	True	R	7			
geestig/adj/parool_20040601_100/357/R7	geestig/adj/parool_20040601_100/357	R7	een	det	een/det	een	True	R	8	0.27271274	11075723.0	2204.0
geestig/adj/parool_20040601_100/357/R8	geestig/adj/parool_20040601_100/357	R8	zwart	adj	zwart/adj	zwarte	True	R	9	0.24935082	67059.0	13.0
geestig/adj/parool_20040601_100/357/R9	geestig/adj/parool_20040601_100/357	R9	vrouw	noun	vrouw/noun	vrouw	True	R	10	0.53087914	300299.0	77.0
geestig/adj/parool_20040601_100/357/R10	geestig/adj/parool_20040601_100/357	R10	portretteer	verb	portretteer/verb	portretteert	True	R	11			
geestig/adj/parool_20040601_100/357/R11	geestig/adj/parool_20040601_100/357	R11	die	pron	die/pron	die	True	R	12	0.30651462	2519801.0	521.0
geestig/adj/parool_20040601_100/357/R12	geestig/adj/parool_20040601_100/357	R12	al	adv	al/adv	al	True	R	13	-0.16665892	1066466.0	137.0
geestig/adj/parool_20040601_100/357/R13	geestig/adj/parool_20040601_100/357	R13	dertig	num	dertig/num	dertig	True	R	14			
geestig/adj/parool_20040601_100/357/R14	geestig/adj/parool_20040601_100/357	R14	jaar	noun	jaar/noun	jaar	True	R	15	-0.9606825000000001	1574348.0	91.0
geestig/adj/parool_20040601_100/357/R15												
geestig/adj/parool_19990702_131/223/L0	geestig/adj/parool_19990702_131/223	L0	erg	adj	erg/adj	Erg	True	L	1	1.4193294	149936.0	94.0
geestig/adj/parool_19990702_131/223/L1	geestig/adj/parool_19990702_131/223	L1	)	punct	)/punct	)	True	L	2			
geestig/adj/parool_19990702_131/223/L2	geestig/adj/parool_19990702_131/223	L2	minuut	noun	minuut/noun	minuten	True	L	3	-0.7752015999999999	128910.0	9.0
geestig/adj/parool_19990702_131/223/L3	geestig/adj/parool_19990702_131/223	L3	34	num	34/num	34	True	L	4			
geestig/adj/parool_19990702_131/223/L4	geestig/adj/parool_19990702_131/223	L4	,	punct	,/punct	,	True	L	5			
geestig/adj/parool_19990702_131/223/L5	geestig/adj/parool_19990702_131/223	L5	Crijns	name	Crijns/name	Crijns	True	L	6			
geestig/adj/parool_19990702_131/223/L6	geestig/adj/parool_19990702_131/223	L6	Lodewijk	name	Lodewijk/name	Lodewijk	True	L	7			
geestig/adj/parool_19990702_131/223/L7	geestig/adj/parool_19990702_131/223	L7	,	punct	,/punct	,	True	L	8			
geestig/adj/parool_19990702_131/223/L8	geestig/adj/parool_19990702_131/223	L8	1995	name	1995/name	1995	True	L	9			
geestig/adj/parool_19990702_131/223/L9	geestig/adj/parool_19990702_131/223	L9	NL	name	NL/name	NL	True	L	10			
geestig/adj/parool_19990702_131/223/L10	geestig/adj/parool_19990702_131/223	L10	(	punct	(/punct	(	True	L	11			
geestig/adj/parool_19990702_131/223/L11	geestig/adj/parool_19990702_131/223	L11	uur	noun	uur/noun	uur	True	L	12			
geestig/adj/parool_19990702_131/223/L12	geestig/adj/parool_19990702_131/223	L12	21.15	num	21.15/num	21.15	True	L	13			
geestig/adj/parool_19990702_131/223/L13	geestig/adj/parool_19990702_131/223	L13	,	punct	,/punct	,	True	L	14			
geestig/adj/parool_19990702_131/223/L14	geestig/adj/parool_19990702_131/223	L14	AT5	name	AT5/name	AT5	True	L	15			
geestig/adj/parool_19990702_131/223/L15												
geestig/adj/parool_19990702_131/223/R0	geestig/adj/parool_19990702_131/223	R0	kort	adj	kort/adj	korte	True	R	1	0.53204525	112646.0	28.0
geestig/adj/parool_19990702_131/223/R1	geestig/adj/parool_19990702_131/223	R1	film	noun	film/noun	film	True	R	2	2.1554439999999997	128189.0	167.0
geestig/adj/parool_19990702_131/223/R2	geestig/adj/parool_19990702_131/223	R2	die	pron	die/pron	die	True	R	3	0.30651462	2519801.0	521.0
geestig/adj/parool_19990702_131/223/R3	geestig/adj/parool_19990702_131/223	R3	in	prep	in/prep	in	True	R	4	-0.17375587	9492181.0	1204.0
geestig/adj/parool_19990702_131/223/R4	geestig/adj/parool_19990702_131/223	R4	nep_documentair	adj	nep_documentair/adj	nep-documentaire	True	R	5			
geestig/adj/parool_19990702_131/223/R5	geestig/adj/parool_19990702_131/223	R5	stijl	noun	stijl/noun	stijl	True	R	6	1.8645465	25522.0	25.0
geestig/adj/parool_19990702_131/223/R6	geestig/adj/parool_19990702_131/223	R6	de	det	de/det	de	True	R	7	-0.34015357	28074105.0	3021.0
geestig/adj/parool_19990702_131/223/R7	geestig/adj/parool_19990702_131/223	R7	belevenis	noun	belevenis/noun	belevenissen	True	R	8	2.3338685000000003	3201.0	5.0
geestig/adj/parool_19990702_131/223/R8	geestig/adj/parool_19990702_131/223	R8	volg	verb	volg/verb	volgt	True	R	9	0.15921307	152227.0	27.0
geestig/adj/parool_19990702_131/223/R9	geestig/adj/parool_19990702_131/223	R9	van	prep	van/prep	van	True	R	10	-0.10687933	12638933.0	1718.0
geestig/adj/parool_19990702_131/223/R10	geestig/adj/parool_19990702_131/223	R10	drie	num	drie/num	drie	True	R	11			
geestig/adj/parool_19990702_131/223/R11	geestig/adj/parool_19990702_131/223	R11	spijbel	adj	spijbel/adj	spijbelende	True	R	12			
geestig/adj/parool_19990702_131/223/R12	geestig/adj/parool_19990702_131/223	R12	rand_groep_jongere	noun	rand_groep_jongere/noun	randgroepjongeren	True	R	13			
geestig/adj/parool_19990702_131/223/R13	geestig/adj/parool_19990702_131/223	R13	.	punct	./punct	.	True	R	14			
geestig/adj/parool_19990702_131/223/R14	geestig/adj/parool_19990702_131/223	R14	sentence_delimiter	none	none	</sentence>	none	R	15			
geestig/adj/parool_19990702_131/223/R15												
geestig/adj/parool_20010727_13/123/L0	geestig/adj/parool_20010727_13/123	L0	ben	verb	ben/verb	is	True	L	1	0.38828874	9938754.0	2217.0
geestig/adj/parool_20010727_13/123/L1	geestig/adj/parool_20010727_13/123	L1	Watergate_affaire	noun	Watergate_affaire/noun	Watergate-affaire	True	L	2			
geestig/adj/parool_20010727_13/123/L2	geestig/adj/parool_20010727_13/123	L2	de	det	de/det	de	True	L	3	-0.34015357	28074105.0	3021.0
geestig/adj/parool_20010727_13/123/L3	geestig/adj/parool_20010727_13/123	L3	in	prep	in/prep	in	True	L	4	-0.17375587	9492181.0	1204.0
geestig/adj/parool_20010727_13/123/L4	geestig/adj/parool_20010727_13/123	L4	speel	verb	speel/verb	spelen	True	L	5	0.45841935	330463.0	79.0
geestig/adj/parool_20010727_13/123/L5	geestig/adj/parool_20010727_13/123	L5	ze	pron	ze/pron	ze	True	L	6	0.04255252	1808509.0	287.0
geestig/adj/parool_20010727_13/123/L6	geestig/adj/parool_20010727_13/123	L6	die	pron	die/pron	die	True	L	7	0.30651462	2519801.0	521.0
geestig/adj/parool_20010727_13/123/L7	geestig/adj/parool_20010727_13/123	L7	rol	noun	rol/noun	rol	True	L	8	1.0119926	103034.0	43.0
geestig/adj/parool_20010727_13/123/L8	geestig/adj/parool_20010727_13/123	L8	onnozel	adj	onnozel/adj	onnozele	True	L	9	2.5664818	2028.0	4.0
geestig/adj/parool_20010727_13/123/L9	geestig/adj/parool_20010727_13/123	L9	de	det	de/det	De	True	L	10	-0.34015357	28074105.0	3021.0
geestig/adj/parool_20010727_13/123/L10	geestig/adj/parool_20010727_13/123	L10	sentence_delimiter	none	none	<sentence>	none	L	11			
geestig/adj/parool_20010727_13/123/L11	geestig/adj/parool_20010727_13/123	L11	sentence_delimiter	none	none	</sentence>	none	L	12			
geestig/adj/parool_20010727_13/123/L12	geestig/adj/parool_20010727_13/123	L12	.	punct	./punct	.	False	L	13			
geestig/adj/parool_20010727_13/123/L13	geestig/adj/parool_20010727_13/123	L13	koek_DIM_bakker	noun	koek_DIM_bakker/noun	koekjesbakkers	False	L	14			
geestig/adj/parool_20010727_13/123/L14	geestig/adj/parool_20010727_13/123	L14	en	vg	en/vg	en	False	L	15			
geestig/adj/parool_20010727_13/123/L15												
geestig/adj/parool_20010727_13/123/R0	geestig/adj/parool_20010727_13/123	R0	werk_uit	verb	werk_uit/verb	uitgewerkt	True	R	1	1.2725098	14789.0	8.0
geestig/adj/parool_20010727_13/123/R1	geestig/adj/parool_20010727_13/123	R1	,	punct	,/punct	,	True	R	2			
geestig/adj/parool_20010727_13/123/R2	geestig/adj/parool_20010727_13/123	R2	maar	vg	maar/vg	maar	True	R	3			
geestig/adj/parool_20010727_13/123/R3	geestig/adj/parool_20010727_13/123	R3	Dan	name	Dan/name	Dan	True	R	4			
geestig/adj/parool_20010727_13/123/R4	geestig/adj/parool_20010727_13/123	R4	Hedaya	name	Hedaya/name	Hedaya	True	R	5			
geestig/adj/parool_20010727_13/123/R5	geestig/adj/parool_20010727_13/123	R5	steel	verb	steel/verb	steelt	True	R	6	-0.44919613	31655.0	3.0
geestig/adj/parool_20010727_13/123/R6	geestig/adj/parool_20010727_13/123	R6	de	fixed	de/fixed	de	True	R	7			
geestig/adj/parool_20010727_13/123/R7	geestig/adj/parool_20010727_13/123	R7	show	fixed	show/fixed	show	True	R	8			
geestig/adj/parool_20010727_13/123/R8	geestig/adj/parool_20010727_13/123	R8	als	prep	als/prep	als	True	R	9	0.5876416	1263756.0	345.0
geestig/adj/parool_20010727_13/123/R9	geestig/adj/parool_20010727_13/123	R9	een	det	een/det	een	True	R	10	0.27271274	11075723.0	2204.0
geestig/adj/parool_20010727_13/123/R10	geestig/adj/parool_20010727_13/123	R10	lekker	adj	lekker/adj	lekker	True	R	11	-0.009867714	26792.0	4.0
geestig/adj/parool_20010727_13/123/R11	geestig/adj/parool_20010727_13/123	R11	karikaturale	adj	karikaturale/adj	karikaturale	True	R	12			
geestig/adj/parool_20010727_13/123/R12	geestig/adj/parool_20010727_13/123	R12	Tricky	noun	Tricky/noun	Tricky	True	R	13			
geestig/adj/parool_20010727_13/123/R13	geestig/adj/parool_20010727_13/123	R13	Dick	name	Dick/name	Dick	True	R	14			
geestig/adj/parool_20010727_13/123/R14	geestig/adj/parool_20010727_13/123	R14	.	punct	./punct	.	True	R	15			
geestig/adj/parool_20010727_13/123/R15												
geestig/adj/parool_20031108_179/170/L0	geestig/adj/parool_20031108_179/170	L0	wel	adv	wel/adv	wel	True	L	1	0.2561794	887396.0	174.0
geestig/adj/parool_20031108_179/170/L1	geestig/adj/parool_20031108_179/170	L1	echter	adv	echter/adv	echter	True	L	2	-1.0711411	172600.0	9.0
geestig/adj/parool_20031108_179/170/L2	geestig/adj/parool_20031108_179/170	L2	Smoochy	name	Smoochy/name	Smoochy	True	L	3			
geestig/adj/parool_20031108_179/170/L3	geestig/adj/parool_20031108_179/170	L3	neus_hoorn	noun	neus_hoorn/noun	neushoorn	True	L	4	2.3646724	625.0	1.0
geestig/adj/parool_20031108_179/170/L4	geestig/adj/parool_20031108_179/170	L4	blij	adj	blij/adj	blije	True	L	5	-0.7078374	40346.0	3.0
geestig/adj/parool_20031108_179/170/L5	geestig/adj/parool_20031108_179/170	L5	de	det	de/det	de	True	L	6	-0.34015357	28074105.0	3021.0
geestig/adj/parool_20031108_179/170/L6	geestig/adj/parool_20031108_179/170	L6	van	prep	van/prep	van	True	L	7	-0.10687933	12638933.0	1718.0
geestig/adj/parool_20031108_179/170/L7	geestig/adj/parool_20031108_179/170	L7	strapatsen	noun	strapatsen/noun	strapatsen	True	L	8	3.9903307	243.0	2.0
geestig/adj/parool_20031108_179/170/L8	geestig/adj/parool_20031108_179/170	L8	blijmoedig	adj	blijmoedig/adj	blijmoedige	True	L	9	3.3029962	486.0	2.0
geestig/adj/parool_20031108_179/170/L9	geestig/adj/parool_20031108_179/170	L9	de	det	de/det	de	True	L	10	-0.34015357	28074105.0	3021.0
geestig/adj/parool_20031108_179/170/L10	geestig/adj/parool_20031108_179/170	L10	blijf	verb	blijf/verb	blijven	True	L	11			
geestig/adj/parool_20031108_179/170/L11	geestig/adj/parool_20031108_179/170	L11	toe	part	toe/part	toe	True	L	12	-0.27430937	234552.0	27.0
geestig/adj/parool_20031108_179/170/L12	geestig/adj/parool_20031108_179/170	L12	einde	noun	einde/noun	einde	True	L	13	-0.3836696	97048.0	10.0
geestig/adj/parool_20031108_179/170/L13	geestig/adj/parool_20031108_179/170	L13	het	det	het/det	het	True	L	14	-0.028987847	11650779.0	1712.0
geestig/adj/parool_20031108_179/170/L14	geestig/adj/parool_20031108_179/170	L14	tot	prep	tot/prep	Tot	True	L	15	-0.27504784	1139189.0	131.0
geestig/adj/parool_20031108_179/170/L15												
geestig/adj/parool_20031108_179/170/R0	geestig/adj/parool_20031108_179/170	R0	en	vg	en/vg	en	True	R	1			
geestig/adj/parool_20031108_179/170/R1	geestig/adj/parool_20031108_179/170	R1	ben	verb	ben/verb	zijn	True	R	2	0.38828874	9938754.0	2217.0
geestig/adj/parool_20031108_179/170/R2	geestig/adj/parool_20031108_179/170	R2	de	det	de/det	de	True	R	3	-0.34015357	28074105.0	3021.0
geestig/adj/parool_20031108_179/170/R3	geestig/adj/parool_20031108_179/170	R3	virtuoos	adj	virtuoos/adj	virtuoze	True	R	4	3.7085953000000003	2265.0	14.0
geestig/adj/parool_20031108_179/170/R4	geestig/adj/parool_20031108_179/170	R4	film_stijl	noun	film_stijl/noun	filmstijl	True	R	5			
geestig/adj/parool_20031108_179/170/R5	geestig/adj/parool_20031108_179/170	R5	en	vg	en/vg	en	True	R	6			
geestig/adj/parool_20031108_179/170/R6	geestig/adj/parool_20031108_179/170	R6	de	det	de/det	de	True	R	7	-0.34015357	28074105.0	3021.0
geestig/adj/parool_20031108_179/170/R7	geestig/adj/parool_20031108_179/170	R7	kleurrijk	adj	kleurrijk/adj	kleurrijke	True	R	8	3.0412416	6652.0	21.0
geestig/adj/parool_20031108_179/170/R8	geestig/adj/parool_20031108_179/170	R8	,	punct	,/punct	,	True	R	9			
geestig/adj/parool_20031108_179/170/R9	geestig/adj/parool_20031108_179/170	R9	showy	noun	showy/noun	showy	True	R	10			
geestig/adj/parool_20031108_179/170/R10	geestig/adj/parool_20031108_179/170	R10	vormgeving	noun	vormgeving/noun	vormgeving	True	R	11			
geestig/adj/parool_20031108_179/170/R11	geestig/adj/parool_20031108_179/170	R11	wel	adv	wel/adv	wel	True	R	12	0.2561794	887396.0	174.0
geestig/adj/parool_20031108_179/170/R12	geestig/adj/parool_20031108_179/170	R12	het	det	het/det	het	True	R	13	-0.028987847	11650779.0	1712.0
geestig/adj/parool_20031108_179/170/R13	geestig/adj/parool_20031108_179/170	R13	kijk_aan	verb	kijk_aan/verb	aankijken	True	R	14			
geestig/adj/parool_20031108_179/170/R14	geestig/adj/parool_20031108_179/170	R14	waard	adj	waard/adj	waard	True	R	15			
geestig/adj/parool_20031108_179/170/R15												
geestig/adj/parool_20001103_68/418/L0	geestig/adj/parool_20001103_68/418	L0	erg	adj	erg/adj	erg	True	L	1	1.4193294	149936.0	94.0
geestig/adj/parool_20001103_68/418/L1	geestig/adj/parool_20001103_68/418	L1	me	pron	me/pron	me	True	L	2	-0.17934953	283602.0	36.0
geestig/adj/parool_20001103_68/418/L2	geestig/adj/parool_20001103_68/418	L2	lijk	verb	lijk/verb	lijkt	True	L	3	0.24008653	233946.0	45.0
geestig/adj/parool_20001103_68/418/L3	geestig/adj/parool_20001103_68/418	L3	het	det	het/det	het	True	L	4	-0.028987847	11650779.0	1712.0
geestig/adj/parool_20001103_68/418/L4	geestig/adj/parool_20001103_68/418	L4	en	vg	en/vg	en	True	L	5			
geestig/adj/parool_20001103_68/418/L5	geestig/adj/parool_20001103_68/418	L5	,	punct	,/punct	,	True	L	6			
geestig/adj/parool_20001103_68/418/L6	geestig/adj/parool_20001103_68/418	L6	lees	verb	lees/verb	gelezen	True	L	7	1.0593513	83176.0	36.0
geestig/adj/parool_20001103_68/418/L7	geestig/adj/parool_20001103_68/418	L7	boek	noun	boek/noun	boek	True	L	8	1.9020373	157857.0	160.0
geestig/adj/parool_20001103_68/418/L8	geestig/adj/parool_20001103_68/418	L8	zijn	det	zijn/det	zijn	True	L	9	0.45009774	2164588.0	515.0
geestig/adj/parool_20001103_68/418/L9	geestig/adj/parool_20001103_68/418	L9	uit	prep	uit/prep	uit	True	L	10	-0.07480176	1135560.0	159.0
geestig/adj/parool_20001103_68/418/L10	geestig/adj/parool_20001103_68/418	L10	passage	noun	passage/noun	passages	True	L	11	2.7187836	7803.0	18.0
geestig/adj/parool_20001103_68/418/L11	geestig/adj/parool_20001103_68/418	L11	paar	noun	paar/noun	paar	True	L	12	-0.09035401	136924.0	19.0
geestig/adj/parool_20001103_68/418/L12	geestig/adj/parool_20001103_68/418	L12	een	det	een/det	een	True	L	13	0.27271274	11075723.0	2204.0
geestig/adj/parool_20001103_68/418/L13	geestig/adj/parool_20001103_68/418	L13	heb	verb	heb/verb	heb	True	L	14	-0.45254478	4034811.0	387.0
geestig/adj/parool_20001103_68/418/L14	geestig/adj/parool_20001103_68/418	L14	ik	pron	ik/pron	Ik	True	L	15	-0.09482406	2577275.0	356.0
geestig/adj/parool_20001103_68/418/L15												
geestig/adj/parool_20001103_68/418/R0	geestig/adj/parool_20001103_68/418	R0	.	punct	./punct	.	True	R	1			
geestig/adj/parool_20001103_68/418/R1	geestig/adj/parool_20001103_68/418	R1	sentence_delimiter	none	none	</sentence>	none	R	2			
geestig/adj/parool_20001103_68/418/R2	geestig/adj/parool_20001103_68/418	R2	sentence_delimiter	none	none	<sentence>	none	R	3			
geestig/adj/parool_20001103_68/418/R3	geestig/adj/parool_20001103_68/418	R3	bovendien	adv	bovendien/adv	Bovendien	False	R	4	0.6644312	145076.0	43.0
geestig/adj/parool_20001103_68/418/R4	geestig/adj/parool_20001103_68/418	R4	ben	verb	ben/verb	is	False	R	5	0.38828874	9938754.0	2217.0
geestig/adj/parool_20001103_68/418/R5	geestig/adj/parool_20001103_68/418	R5	het	det	het/det	het	False	R	6	-0.028987847	11650779.0	1712.0
geestig/adj/parool_20001103_68/418/R6	geestig/adj/parool_20001103_68/418	R6	een	det	een/det	een	False	R	7	0.27271274	11075723.0	2204.0
geestig/adj/parool_20001103_68/418/R7	geestig/adj/parool_20001103_68/418	R7	zeer	adv	zeer/adv	zeer	False	R	8	1.8185037	130472.0	122.0
geestig/adj/parool_20001103_68/418/R8	geestig/adj/parool_20001103_68/418	R8	aantrekkelijk	adj	aantrekkelijk/adj	aantrekkelijke	False	R	9			
geestig/adj/parool_20001103_68/418/R9	geestig/adj/parool_20001103_68/418	R9	jongeman	noun	jongeman/noun	jongeman	False	R	10			
geestig/adj/parool_20001103_68/418/R10	geestig/adj/parool_20001103_68/418	R10	.	punct	./punct	.	False	R	11			
geestig/adj/parool_20001103_68/418/R11	geestig/adj/parool_20001103_68/418	R11	sentence_delimiter	none	none	</sentence>	none	R	12			
geestig/adj/parool_20001103_68/418/R12	geestig/adj/parool_20001103_68/418	R12	sentence_delimiter	none	none	<sentence>	none	R	13			
geestig/adj/parool_20001103_68/418/R13	geestig/adj/parool_20001103_68/418	R13	ook	adv	ook/adv	Ook	False	R	14	0.39413226	2214625.0	499.0
geestig/adj/parool_20001103_68/418/R14	geestig/adj/parool_20001103_68/418	R14	een	det	een/det	een	False	R	15	0.27271274	11075723.0	2204.0
geestig/adj/parool_20001103_68/418/R15												
geestig/adj/parool_20000224_19/547/L0	geestig/adj/parool_20000224_19/547	L0	een	det	een/det	een	True	L	1	0.27271274	11075723.0	2204.0
geestig/adj/parool_20000224_19/547/L1	geestig/adj/parool_20000224_19/547	L1	vooral	adv	vooral/adv	vooral	True	L	2	0.8362478999999999	333204.0	117.0
