pmi	raw_freq	raw_co	cw
0.59511685	11206	1	's/det
-0.3334981	56174	2	1999/noun
1.567942	4252	1	28-jarige/adj
0.02619324	19732	1	6/noun
2.3182945	3963	2	Afrikaan/noun
0.77078414	56013	6	Amerikaan/noun
-0.029946283	231449	11	Amerikaans/adj
1.724903	7188	2	Aziatisch/adj
-1.2313509	139420	2	Belgisch/adj
3.3492117	1438	2	Beverse/adj
0.5093318	36613	3	Brussels/adj
1.7752135	3451	1	Congolees/adj
0.59461015	22423	2	EK/noun
4.1120386	671	2	Heistse/adj
1.5126435	4489	1	Koerdisch/adj
1.4753786	4639	1	Kosovaar/noun
0.786242	9319	1	Leuvense/adj
1.4546949	9410	2	Marokkaan/noun
2.8015902	6223	5	Mechelse/adj
4.934453	304	2	Nijlense/adj
1.741906	3523	1	Portugees/noun
1.20691	6058	1	Rotterdammer/noun
-1.8174253	124773	1	Vlaams/adj
3.9272847	396	1	Wahid/det
4.4028783	499	2	Willebroekse/adj
-0.14001568	392664	17	aan/part
0.03444959	2153601	111	aan/prep
0.32877958	72257	5	aandacht/noun
-0.16603914	95095	4	aandeel/noun
3.2369542	796	1	aandenken/noun
3.2446117	3914	5	aangelegenheid/noun
1.6499629	11558	3	aankomst/noun
1.9253178	2945	1	aansprakelijk/adj
1.015785	36431	5	aanval/noun
-0.09707559	22122	1	acht/verb
2.1422598	2345	1	achteren/adv
0.9735409	22708	3	achterstand/noun
3.0580573	940	1	achterwiel/noun
0.07242083	75133	4	actie/noun
-0.93627363	51290	1	actief/adj
-0.7957275	44503	1	activiteit/noun
2.1127741	2435	1	afgrond/noun
0.72405624	9728	1	afkomst/noun
-0.6982732	40414	1	afspraak/noun
-0.75181615	42494	1	afstand/noun
0.32941332	1066466	74	al/adv
-0.6028661	73011	2	al/det
-0.7435206	422543	10	alle/det
3.5504947	1724	3	allerijl/adv
1.5663608	37558	9	allerlei/det
-0.23189175	1263756	50	als/prep
0.92964876	292821	37	altijd/adv
3.7917898	455	1	ambulanciers/noun
1.0293105	14330	2	analyse/noun
-0.4099314	663512	22	ander/adj
-0.34894335	142075	5	anders/adj
-0.32729554	27899	1	angst/noun
-0.08643411	21871	1	apart/adj
1.9011943	15117	5	arbeider/noun
0.44316158	25767	2	arm/noun
3.786223	454	1	asymmetrische/adj
0.8693904	33752	4	auteur/noun
1.0679811	14040	2	automobilist/noun
2.446881	3504	2	avond_DIM/noun
5.368371	14282	152	avontuur/noun
1.00765	7340	1	bad/noun
1.5495348	4250	1	bagage/noun
3.179018	1669	2	baken_af/verb
2.9486473	1051	1	bedel/verb
-0.3261967	27767	1	bedenk/verb
-0.002010809	20358	1	bedreig/verb
-0.56418574	248130	7	bedrijf/noun
-0.01131962	101423	5	beeld/noun
0.78224516	18380	2	begeleid/verb
0.40988207	280945	21	begin/verb
0.8164973	61997	7	begrijp/verb
1.1067917	26525	4	begrip/noun
-0.14540012	46432	2	behoor/verb
0.28952372	29977	2	behoorlijk/adj
0.81106853	8888	1	behulp/prep
0.015892027	98533	5	beide/det
2.776673	4999	4	bekom/verb
1.3705412	5151	1	bel/noun
3.380939	25466	37	beleef/verb
1.3219423	10779	2	beleg/verb
1.5531286	8528	2	beloning/noun
0.3811375	41313	3	beloof/verb
0.27487627	9938754	651	ben/verb
3.1010458	903	1	beproeving/noun
0.18365929	33413	2	bereid/adj
0.94599736	78177	10	bereik/verb
-0.097813435	22207	1	beschikbaar/adj
0.28616562	30272	2	besluit/noun
0.71158457	9944	1	bespaar/verb
-0.07383646	151384	7	besta/verb
1.6563303	26854	7	bestaan/noun
0.4128204	13320	1	bestemming/noun
2.3437572	5803	3	bestrijding/noun
0.210901	16396	1	betrap/verb
0.79416686	45210	5	betref/verb
0.098888025	54538	3	betrokken/adj
0.5291048	11837	1	betrokkenheid/noun
-0.9978795	55437	1	beurs/noun
1.4205959	4893	1	beurs_koers/noun
-0.11394132	45058	2	bevestig/verb
2.327559	37144	19	bevind/verb
5.608526	8588	116	bevrijd/verb
2.5777528	4586	3	bevrijding/noun
-0.26000103	52009	2	bewijs/verb
1.6592914	7641	2	bewind/noun
0.58760655	11176	1	beïnvloed/verb
-0.9858052	53920	1	bied_aan/verb
-0.15113364	1803877	77	bij/prep
-0.28675163	132829	5	bijvoorbeeld/adv
1.2447177	75089	13	bijzonder/adj
-0.9114495	49935	1	binnen/part
0.083027214	37433	2	binnenkort/adv
1.3015431	11148	2	binnenlands/adj
-0.69446164	40346	1	blij/adj
0.7834723	516893	56	blijf/verb
1.6510167	11616	3	blijf_uit/verb
0.7289954	279801	29	blijk/verb
-0.10795545	22430	1	bloed/noun
0.13607615	157857	9	boek/noun
2.594763	1503	1	boekdeel/noun
0.26636714	30916	2	boer/noun
4.208934	302	1	boreling/noun
1.1853374	18407	3	boven/adv
0.51141816	72337	6	boven/prep
3.7420845	30254	63	brandweer/noun
1.7157521	14471	4	breek_uit/verb
0.60127187	243129	22	breng/verb
0.2955089	14997	1	breng_op/verb
3.059579	21073	22	breng_over/verb
0.41785774	26394	2	bron/noun
3.0102613	2960	3	buig_om/verb
0.035741117	38732	2	buiten/adv
-1.2096741	67390	1	buiten/prep
-0.028141966	20692	1	buur/noun
0.98550045	7497	1	buurland/noun
4.1052947	664	2	capriool/noun
0.009843125	20028	1	cent/noun
1.8420432	29037	9	chauffeur/noun
0.8143322	17914	2	circa/adv
1.1987687	6075	1	claim/noun
3.5129526	1196	2	clandestien/adj
4.080328	341	1	classicus/noun
0.058336176	132758	7	club/noun
3.152778	863	1	co./noun
0.17900127	67006	4	collega/noun
1.3614017	5149	1	communist/noun
0.7921742	9061	1	complex/adj
0.9676591	30422	4	conclusie/noun
0.69240177	50462	5	controle/noun
1.4881111	4563	1	cover/noun
0.3237666	43593	3	cultuur/noun
-0.20336632	49482	2	daal/verb
-0.3180319	274838	10	daar/adv
-0.53243184	272748	8	daar/noun
-0.3201127	388220	14	dag/noun
-0.288117	853168	32	dan/adv
1.0433866	14249	2	dans/noun
0.18311912	1849436	111	dat/det
0.876252	83100	10	dat/noun
-0.546714	552171	16	dat/pron
0.05761279	28074105	1479	de/det
0.9644715	15340	2	deelname/noun
-0.6047234	36958	1	deelnemer/noun
2.0596545	7655	3	definitie/noun
2.5858316	1509	1	democraat/noun
0.775909	18478	2	democratisch/adj
1.0499742	7072	1	demonstreer/verb
2.575655	1529	1	den/det
-1.2999007	294025	4	denk/verb
1.864684	3106	1	denk_terug/verb
1.4346945	4797	1	denkbaar/adj
0.5525073	46067	4	dergelijk/adj
0.531417	719674	61	deze/det
0.17970477	16846	1	dichter/noun
-0.03484751	1365392	66	die/det
-0.43052807	2519801	82	die/pron
-0.24695149	102939	4	dienst/noun
1.504913	8951	2	diplomatiek/adj
0.05820138	795783	42	dit/det
1.9945745	2725	1	doceer/verb
-0.039907634	731956	35	doe/verb
2.0648336	58563	23	doel/noun
0.5402271	35208	3	doelman/noun
0.04041573	58709	3	dood/adj
0.30413952	59610	4	dood/noun
0.47436094	1310789	105	door/prep
2.115945	2442	1	door_tocht/noun
3.9999187	366	1	doordrenkt/adj
1.8612931	3132	1	doorkruis/verb
3.137573	4373	5	doorsta/verb
4.12061	326	1	draaikolk/noun
1.0725919	55729	8	dreig/verb
0.3673631	41809	3	druk/adj
0.8569073	152880	18	duidelijk/adj
0.2804228	257023	17	dus/adv
0.96017355	61769	8	duur/verb
0.51275724	24042	2	dwing/verb
0.3090719	14789	1	dwing_af/verb
-0.74435824	253480	6	echt/adj
0.14620751	172600	10	echter/adv
0.6259256	11075723	1032	een/det
0.897028	24490	3	eenmaal/adv
0.4360872	12926	1	eentje/noun
0.4953948	36615	3	eenvoudig/adj
0.8247312	26411	3	eerlijk/adj
0.78876376	73066	8	eeuw/noun
-0.19343619	316997	13	eigen/adj
1.1976192	24302	4	eiland/noun
0.9906827	97048	13	einde/noun
0.4408833	25883	2	elders/adv
0.12493572	17612	1	element/noun
0.42624122	249085	19	elk/det
0.38555026	95251	7	enig/adj
0.93729216	23455	3	enkel/adj
0.59715235	319878	29	enkel/det
0.38073084	13789	1	enquête/noun
2.1153705	4821	2	ensemble/noun
-0.17738308	1744977	73	er/adv
-0.13704003	665899	29	er/noun
0.3071426	29534	2	erken/verb
1.0068501	14625	2	ervaar/verb
0.8156501	53176	6	ervaring/noun
0.885872	8243	1	essentieel/adj
0.33479878	172619	12	even/adj
0.6247672	32250	3	even/adv
3.8318818	434	1	exercitie/noun
1.1173139	6612	1	export/noun
4.55871	208	1	extrapoleer/verb
1.8353134	3200	1	familiaal/adj
-0.07617941	86310	4	feit/noun
0.8606451	34189	4	fiets/noun
1.9283817	17675	6	fiets/verb
2.1041057	2447	1	figuurlijk/adj
0.22887972	128189	8	film/noun
1.4093182	4893	1	film_DIM/noun
1.0899444	101575	15	financieel/adj
0.9003455	16298	2	firma/noun
0.86446637	8430	1	formuleer/verb
0.34078515	174018	10	foto/noun
0.36949244	13870	1	functioneer/verb
-0.20339537	1085158	44	ga/verb
0.71743655	49276	5	ga_door/verb
0.53887016	23467	2	ga_op/verb
-0.11686822	44981	2	ga_uit/verb
0.4217489	13221	1	garandeer/verb
0.51824474	59707	5	gebied/noun
0.20490336	49055	3	gebruik/noun
-0.30106175	135616	5	gebruik/verb
-0.04070808	20912	1	gedicht/noun
2.3624475	1891	1	gedrevenheid/noun
2.2194731	2176	1	gedurfd/adj
0.14217019	34712	2	geef_aan/verb
0.41355506	26640	2	geef_uit/verb
-0.61928564	1048752	28	geen/det
-0.5372234	34353	1	geheel/adj
4.2046227	621	2	gekneld/adj
-0.20329542	73758	3	geld/verb
1.0994403	13374	2	geliefd/adj
1.7152272	3597	1	gelijktijdig/adj
3.2194796	812	1	gemeente_kas/noun
-0.09089562	65921	3	genoeg/adv
1.5633444	8375	2	gepaard/adj
1.3218243	21576	4	gerecht/noun
1.1454859	6376	1	geruim/adj
1.4695305	13879	3	getuig/verb
1.0488307	35350	5	gevaarlijk/adj
1.0766789	6855	1	gewenst/adj
0.8997757	42089	5	gewond/adj
1.7621472	6884	2	geworden/adj
2.3071399	2006	1	gewraakt/adj
1.4093131	19525	4	gezien/prep
-0.24082233	51259	2	gezin/noun
0.4641131	12688	1	gezondheidszorg/noun
2.9455929	3207	3	gijzelaar/noun
1.4123945	4866	1	globaal/adj
1.0840894	27215	4	god/noun
-0.18082546	987502	41	goed/adj
-0.36151302	28880	1	goed/noun
1.2687337	17081	3	goed/part
2.723862	1318	1	goeroe/noun
3.0870984	917	1	grein_DIM/noun
2.6348474	1439	1	groei_cijfer/noun
1.4911268	9001	2	grond/prep
3.9374359	394	1	grond_oorlog/noun
0.13881575	17483	1	grondig/adj
-0.56048447	774779	22	groot/adj
1.5524207	4229	1	gros/noun
0.19767685	165164	10	haal/verb
1.6898214	7445	2	haal_in/verb
2.004951	13593	5	haal_uit/verb
0.80875206	570905	64	haar/det
0.10716461	125811	7	haar/pron
-0.095706195	132538	6	hand/noun
-0.35733896	4034811	140	heb/verb
0.8100151	8948	1	heb_over/verb
0.35993046	251548	18	heel/adj
-0.22662541	276441	11	heel/adv
0.15768826	51708	3	heet/verb
0.9877563	7471	1	hek/noun
0.09459838	455207	25	hem/pron
0.9830631	157140	21	hen/pron
1.0957137	33432	5	herinner/verb
0.19293958	11650779	703	het/det
0.26932222	764720	50	het/noun
0.3179472	43743	3	het/prep
4.557989	628	3	heterogeen/adj
-0.4890595	261019	8	hier/adv
0.20774214	2403923	148	hij/pron
1.841138	3199	1	hijs/verb
2.402444	3653	2	hindernis/noun
-0.5648017	35422	1	historisch/adj
0.4668377	327075	26	hoe/adj
0.29192665	89877	6	hoofd/noun
-0.25218487	284594	11	hoog/adj
-1.0405265	170287	3	hoor/verb
-0.6296634	340614	9	houd/verb
-0.42550725	31332	1	houd_aan/verb
1.8410189	12732	4	houd_over/verb
-0.058033563	84893	4	huidig/adj
-0.68519115	159560	4	huis/noun
1.4161696	44000	9	hulp/noun
2.9482534	5288	5	hulp_dienst/noun
2.213973	6594	3	humanitair/adj
0.59849536	902917	82	hun/det
2.332736	1938	1	hut/noun
0.70973945	78886	8	ieder/det
0.06456316	112501	6	iemand/noun
0.0104803685	39702	2	iets/adv
-0.60927147	2577275	70	ik/pron
2.4667273	6783	4	illustreer/verb
2.020578	2685	1	impasse/noun
0.83760893	8665	1	impuls/noun
0.9808528	45035	6	in/adv
0.121471085	9492181	532	in/prep
1.6279821	11948	3	inflatie/noun
0.6462292	41957	4	initiatief/noun
2.1456764	2342	1	insider/noun
1.0276588	7181	1	intelligent/adj
0.05515204	18999	1	intern/adj
-0.5753643	1574348	44	jaar/noun
0.61912143	54221	5	jaarlijks/adj
0.26057595	154475	10	je/det
-0.28338647	1142105	43	je/pron
-0.09475672	199012	9	jong/adj
0.4333091	91223	7	jongen/noun
-0.77605635	43825	1	journalist/noun
0.37148905	69134	5	juist/adj
0.123528555	1969534	111	kan/verb
3.23286	800	1	kano/noun
0.6106385	86945	8	kant/noun
1.5185239	4401	1	katholiek/noun
0.013417255	277310	14	keer/noun
2.1947315	2231	1	keerzijde/noun
-0.18206528	144534	6	ken/verb
-0.14411114	116271	5	kies/verb
3.1160989	902	1	kilometer_heffing/noun
-0.08165195	305978	14	kind/noun
-1.3078895	74277	1	klant/noun
0.39108557	27360	2	klap/noun
0.4942108	36721	3	klassiek/adj
-0.6407324	228937	6	klein/adj
3.1389089	868	1	klem/verb
4.5874853	205	1	kliffen/noun
2.0183911	10669	4	klimaat/noun
3.0711188	10253	11	klus/noun
1.311394	21689	4	knap/adj
4.019353	361	1	kneep_DIM/noun
5.530003	1502	19	knel/verb
3.0057917	998	1	knijp_dicht/verb
1.1278917	6552	1	knok/verb
3.9958029	371	1	knot_gek/adj
0.93804246	7902	1	koel/adj
0.5186131	48021	4	koers/noun
4.577148	206	1	kolderieke/adj
0.17370045	85068	5	kom/adj
0.16127819	973909	57	kom/verb
1.8082887	42714	13	kom_terecht/verb
1.2418702	5807	1	komisch/adj
-0.7801995	88151	2	koop/verb
0.8915921	8238	1	koor/noun
2.817527	1196	1	koord/noun
4.605711	200	1	koper_blazer/noun
1.0315403	28546	4	kort/adv
4.2345037	292	1	kosten_beheersing/noun
0.5031685	48516	4	kracht/noun
0.88775164	16515	2	krachtig/adj
3.9550247	383	1	krakkemikkige/adj
1.1124076	6620	1	krap/adj
0.66638845	51699	5	kritiek/noun
2.3651514	1895	1	kruistocht/noun
0.27865976	45774	3	kunstenaar/noun
2.2487483	2115	1	kussen/noun
1.7607077	17363	5	kust/noun
0.21096009	48735	3	kwaliteit/noun
2.3871868	1860	1	kwartje/noun
0.42307562	39477	3	kwestie/noun
0.5216186	12041	1	kwijt/adj
-0.36534292	520541	18	laat/adj
-0.16631244	521724	22	laat/verb
