_id	_cws.hachelijk.foc10.nav.weight.bound	_count.hachelijk.foc10.nav.weight.bound	_cws.hachelijk.foc10.nav.selection.bound	_count.hachelijk.foc10.nav.selection.bound	_cws.hachelijk.foc10.nav.no.bound	_count.hachelijk.foc10.nav.no.bound	_cws.hachelijk.foc10.all.weight.bound	_count.hachelijk.foc10.all.weight.bound	_cws.hachelijk.foc10.all.selection.bound	_count.hachelijk.foc10.all.selection.bound	_cws.hachelijk.foc10.all.no.bound	_count.hachelijk.foc10.all.no.bound	_cws.hachelijk.foc5.nav.weight.bound	_count.hachelijk.foc5.nav.weight.bound	_cws.hachelijk.foc5.nav.selection.bound	_count.hachelijk.foc5.nav.selection.bound	_cws.hachelijk.foc5.nav.no.bound	_count.hachelijk.foc5.nav.no.bound	_cws.hachelijk.foc5.all.weight.bound	_count.hachelijk.foc5.all.weight.bound	_cws.hachelijk.foc5.all.selection.bound	_count.hachelijk.foc5.all.selection.bound	_cws.hachelijk.foc5.all.no.bound	_count.hachelijk.foc5.all.no.bound
hachelijk/adj/volkskrant_20031204_74/191	ervaar/verb;moment/noun;vermoed/verb	3	ervaar/verb;moment/noun;vermoed/verb	3	ervaar/verb;moment/noun;vermoed/verb	3	de/det;een/det;ervaar/verb;moment/noun;vermoed/verb;zelf/adv	6	de/det;een/det;ervaar/verb;moment/noun;vermoed/verb;zelf/adv	6	de/det;een/det;ervaar/verb;moment/noun;vermoed/verb;zelf/adv	6	ervaar/verb;moment/noun	2	ervaar/verb;moment/noun	2	ervaar/verb;moment/noun	2	een/det;ervaar/verb;moment/noun;zelf/adv	4	een/det;ervaar/verb;moment/noun;zelf/adv	4	een/det;ervaar/verb;moment/noun;zelf/adv	4
hachelijk/adj/volkskrant_20000831_92/145	avontuur/noun;meest/adj	2	avontuur/noun;meest/adj	2	avontuur/noun;meest/adj	2	avontuur/noun;de/det;in/prep;leiding/prep;meest/adj;zich/pron	6	avontuur/noun;de/det;in/prep;leiding/prep;meest/adj;zich/pron	6	avontuur/noun;de/det;in/prep;leiding/prep;meest/adj;zich/pron	6	avontuur/noun;meest/adj	2	avontuur/noun;meest/adj	2	avontuur/noun;meest/adj	2	avontuur/noun;de/det;in/prep;meest/adj;zich/pron	5	avontuur/noun;de/det;in/prep;meest/adj;zich/pron	5	avontuur/noun;de/det;in/prep;meest/adj;zich/pron	5
hachelijk/adj/volkskrant_20000403_33/75	maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	4	maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	4	maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	4	een/det;iets/adv;maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	6	een/det;iets/adv;maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	6	een/det;iets/adv;maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	6	maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	4	maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	4	maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	4	een/det;iets/adv;maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	6	een/det;iets/adv;maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	6	een/det;iets/adv;maak/verb;onderneming/noun;volstrekt/adj;wild_vreemd/adj	6
hachelijk/adj/volkskrant_19991106_165/702	onderneming/noun;verdedig/adj;west/noun	3	onderneming/noun;verdedig/adj;west/noun	3	onderneming/noun;verdedig/adj;west/noun	3	een/det;nauwelijks/adv;onderneming/noun;verdedig/adj;west/noun	5	een/det;nauwelijks/adv;onderneming/noun;verdedig/adj;west/noun	5	een/det;nauwelijks/adv;onderneming/noun;verdedig/adj;west/noun	5	onderneming/noun;verdedig/adj	2	onderneming/noun;verdedig/adj	2	onderneming/noun;verdedig/adj	2	een/det;nauwelijks/adv;onderneming/noun;verdedig/adj	4	een/det;nauwelijks/adv;onderneming/noun;verdedig/adj	4	een/det;nauwelijks/adv;onderneming/noun;verdedig/adj	4
hachelijk/adj/volkskrant_20041113_88/234	breng/verb;club/noun;ontbreek/verb;pik_orde/noun;positie/noun	5	breng/verb;club/noun;ontbreek/verb;pik_orde/noun;positie/noun	5	breng/verb;club/noun;ontbreek/verb;pik_orde/noun;positie/noun	5	breng/verb;club/noun;de/det;een/det;het/det;in/prep;ontbreek/verb;pik_orde/noun;positie/noun	9	breng/verb;club/noun;de/det;een/det;het/det;in/prep;ontbreek/verb;pik_orde/noun;positie/noun	9	breng/verb;club/noun;de/det;een/det;het/det;in/prep;ontbreek/verb;pik_orde/noun;positie/noun	9	breng/verb;club/noun;positie/noun	3	breng/verb;club/noun;positie/noun	3	breng/verb;club/noun;positie/noun	3	breng/verb;club/noun;de/det;een/det;in/prep;positie/noun	6	breng/verb;club/noun;de/det;een/det;in/prep;positie/noun	6	breng/verb;club/noun;de/det;een/det;in/prep;positie/noun	6
hachelijk/adj/parool_20030825_92/46	achterwiel/noun;beleef/verb;linker/adj;moment/noun;snelheid/noun;team_genoot/noun	6	achterwiel/noun;beleef/verb;linker/adj;moment/noun;snelheid/noun;team_genoot/noun	6	achterwiel/noun;beleef/verb;linker/adj;moment/noun;snelheid/noun;team_genoot/noun	6	achterwiel/noun;beleef/verb;de/det;een/det;in/prep;linker/adj;moment/noun;snelheid/noun;team_genoot/noun;zijn/det	10	achterwiel/noun;beleef/verb;de/det;een/det;in/prep;linker/adj;moment/noun;snelheid/noun;team_genoot/noun;zijn/det	10	achterwiel/noun;beleef/verb;de/det;een/det;in/prep;linker/adj;moment/noun;snelheid/noun;team_genoot/noun;zijn/det	10	achterwiel/noun;linker/adj;moment/noun	3	achterwiel/noun;linker/adj;moment/noun	3	achterwiel/noun;linker/adj;moment/noun	3	achterwiel/noun;de/det;in/prep;linker/adj;moment/noun;zijn/det	6	achterwiel/noun;de/det;in/prep;linker/adj;moment/noun;zijn/det	6	achterwiel/noun;de/det;in/prep;linker/adj;moment/noun;zijn/det	6
hachelijk/adj/parool_20000810_20/567	ben/verb;ervaring/noun;kunstenaar/noun;leer/verb;meest/adj;onderneming/noun	6	ben/verb;ervaring/noun;kunstenaar/noun;leer/verb;meest/adj;onderneming/noun	6	ben/verb;ervaring/noun;kunstenaar/noun;leer/verb;meest/adj;onderneming/noun	6	ben/verb;dat/det;de/det;een/det;ervaring/noun;kunstenaar/noun;leer/verb;meest/adj;onderneming/noun;voor/prep	10	ben/verb;dat/det;de/det;een/det;ervaring/noun;kunstenaar/noun;leer/verb;meest/adj;onderneming/noun;voor/prep	10	ben/verb;dat/det;de/det;een/det;ervaring/noun;kunstenaar/noun;leer/verb;meest/adj;onderneming/noun;voor/prep	10	ben/verb;kunstenaar/noun;meest/adj;onderneming/noun	4	ben/verb;kunstenaar/noun;meest/adj;onderneming/noun	4	ben/verb;kunstenaar/noun;meest/adj;onderneming/noun	4	ben/verb;de/det;een/det;kunstenaar/noun;meest/adj;onderneming/noun;voor/prep	7	ben/verb;de/det;een/det;kunstenaar/noun;meest/adj;onderneming/noun;voor/prep	7	ben/verb;de/det;een/det;kunstenaar/noun;meest/adj;onderneming/noun;voor/prep	7
hachelijk/adj/parool_20000928_98/1288	maak/verb;pers/noun;positie/noun;verleden/noun	4	maak/verb;pers/noun;positie/noun;verleden/noun	4	maak/verb;pers/noun;positie/noun;verleden/noun	4	het/det;maak/verb;pers/noun;positie/noun;steeds/adv;verleden/noun;zijn/det	7	het/det;maak/verb;pers/noun;positie/noun;steeds/adv;verleden/noun;zijn/det	7	het/det;maak/verb;pers/noun;positie/noun;steeds/adv;verleden/noun;zijn/det	7	maak/verb;positie/noun	2	maak/verb;positie/noun	2	maak/verb;positie/noun	2	maak/verb;positie/noun;steeds/adv;zijn/det	4	maak/verb;positie/noun;steeds/adv;zijn/det	4	maak/verb;positie/noun;steeds/adv;zijn/det	4
hachelijk/adj/parool_19990315_79/897	maak/verb;optie/noun;zaak/noun	3	maak/verb;optie/noun;zaak/noun	3	maak/verb;optie/noun;zaak/noun	3	dit/det;een/det;het/det;maak/verb;optie/noun;tot/prep;zaak/noun	7	dit/det;een/det;het/det;maak/verb;optie/noun;tot/prep;zaak/noun	7	dit/det;een/det;het/det;maak/verb;optie/noun;tot/prep;zaak/noun	7	optie/noun;zaak/noun	2	optie/noun;zaak/noun	2	optie/noun;zaak/noun	2	een/det;optie/noun;tot/prep;zaak/noun	4	een/det;optie/noun;tot/prep;zaak/noun	4	een/det;optie/noun;tot/prep;zaak/noun	4
hachelijk/adj/parool_20011231_68/431	avontuur/noun;bekom/verb;ben/verb	3	avontuur/noun;bekom/verb;ben/verb	3	avontuur/noun;bekom/verb;ben/verb	3	avontuur/noun;bekom/verb;ben/verb;een/det;het/det;net/adv;overigens/adv	7	avontuur/noun;bekom/verb;ben/verb;een/det;het/det;net/adv;overigens/adv	7	avontuur/noun;bekom/verb;ben/verb;een/det;het/det;net/adv;overigens/adv	7	avontuur/noun;bekom/verb;ben/verb	3	avontuur/noun;bekom/verb;ben/verb	3	avontuur/noun;bekom/verb;ben/verb	3	avontuur/noun;bekom/verb;ben/verb;een/det;net/adv	5	avontuur/noun;bekom/verb;ben/verb;een/det;net/adv	5	avontuur/noun;bekom/verb;ben/verb;een/det;net/adv	5
hachelijk/adj/parool_20010910_20/281	ben/verb;duidelijk/adj;groei_cijfer/noun;het/noun;zaak/noun	5	ben/verb;duidelijk/adj;groei_cijfer/noun;het/noun;zaak/noun	5	ben/verb;duidelijk/adj;groei_cijfer/noun;het/noun;zaak/noun	5	ben/verb;duidelijk/adj;een/det;groei_cijfer/noun;het/det;het/noun;zaak/noun	7	ben/verb;duidelijk/adj;een/det;groei_cijfer/noun;het/det;het/noun;zaak/noun	7	ben/verb;duidelijk/adj;een/det;groei_cijfer/noun;het/det;het/noun;zaak/noun	7	ben/verb;groei_cijfer/noun;zaak/noun	3	ben/verb;groei_cijfer/noun;zaak/noun	3	ben/verb;groei_cijfer/noun;zaak/noun	3	ben/verb;een/det;groei_cijfer/noun;zaak/noun	4	ben/verb;een/det;groei_cijfer/noun;zaak/noun	4	ben/verb;een/det;groei_cijfer/noun;zaak/noun	4
hachelijk/adj/parool_19990208_54/194	bereik/verb;bestemming/noun;capriool/noun;haal_uit/verb;moet/verb;onderweg/adj;pik_op/verb	7	bereik/verb;bestemming/noun;capriool/noun;haal_uit/verb;moet/verb;onderweg/adj;pik_op/verb	7	bereik/verb;bestemming/noun;capriool/noun;haal_uit/verb;moet/verb;onderweg/adj;pik_op/verb	7	bereik/verb;bestemming/noun;capriool/noun;de/det;haal_uit/verb;moet/verb;onderweg/adj;op/part;pik_op/verb	9	bereik/verb;bestemming/noun;capriool/noun;de/det;haal_uit/verb;moet/verb;onderweg/adj;op/part;pik_op/verb	9	bereik/verb;bestemming/noun;capriool/noun;de/det;haal_uit/verb;moet/verb;onderweg/adj;op/part;pik_op/verb	9	bestemming/noun;capriool/noun;haal_uit/verb;moet/verb;onderweg/adj	5	bestemming/noun;capriool/noun;haal_uit/verb;moet/verb;onderweg/adj	5	bestemming/noun;capriool/noun;haal_uit/verb;moet/verb;onderweg/adj	5	bestemming/noun;capriool/noun;de/det;haal_uit/verb;moet/verb;onderweg/adj;op/part	7	bestemming/noun;capriool/noun;de/det;haal_uit/verb;moet/verb;onderweg/adj;op/part	7	bestemming/noun;capriool/noun;de/det;haal_uit/verb;moet/verb;onderweg/adj;op/part	7
hachelijk/adj/parool_20031209_103/44		0		0		0		0		0		0		0		0		0		0		0		0
hachelijk/adj/parool_20020704_21/25	onderneming/noun;tv_programma/noun	2	onderneming/noun;tv_programma/noun	2	onderneming/noun;tv_programma/noun	2	de/det;een/det;onderneming/noun;tv_programma/noun	4	de/det;een/det;onderneming/noun;tv_programma/noun	4	de/det;een/det;onderneming/noun;tv_programma/noun	4	onderneming/noun	1	onderneming/noun	1	onderneming/noun	1	de/det;onderneming/noun	2	de/det;onderneming/noun	2	de/det;onderneming/noun	2
hachelijk/adj/parool_20010222_9/957	ben/verb;goeroe/noun	2	ben/verb;goeroe/noun	2	ben/verb;goeroe/noun	2	ben/verb;goeroe/noun;het/det;op/part	4	ben/verb;goeroe/noun;het/det;op/part	4	ben/verb;goeroe/noun;het/det;op/part	4	ben/verb;goeroe/noun	2	ben/verb;goeroe/noun	2	ben/verb;goeroe/noun	2	ben/verb;goeroe/noun;het/det;op/part	4	ben/verb;goeroe/noun;het/det;op/part	4	ben/verb;goeroe/noun;het/det;op/part	4
hachelijk/adj/parool_20010203_129/1467	ben/verb;onderwerp/noun	2	ben/verb;onderwerp/noun	2	ben/verb;onderwerp/noun	2	ben/verb;een/det;het/det;onderwerp/noun	4	ben/verb;een/det;het/det;onderwerp/noun	4	ben/verb;een/det;het/det;onderwerp/noun	4	ben/verb;onderwerp/noun	2	ben/verb;onderwerp/noun	2	ben/verb;onderwerp/noun	2	ben/verb;een/det;het/det;onderwerp/noun	4	ben/verb;een/det;het/det;onderwerp/noun	4	ben/verb;een/det;het/det;onderwerp/noun	4
hachelijk/adj/parool_20030625_62/461	Aziatisch/adj;gepaard/adj;klap/noun;raak/adj;stunt_werk/noun	5	Aziatisch/adj;gepaard/adj;klap/noun;raak/adj;stunt_werk/noun	5	Aziatisch/adj;gepaard/adj;klap/noun;raak/adj;stunt_werk/noun	5	Aziatisch/adj;dat/det;de/det;gepaard/adj;klap/noun;raak/adj;stunt_werk/noun;wat/det	8	Aziatisch/adj;dat/det;de/det;gepaard/adj;klap/noun;raak/adj;stunt_werk/noun;wat/det	8	Aziatisch/adj;dat/det;de/det;gepaard/adj;klap/noun;raak/adj;stunt_werk/noun;wat/det	8	gepaard/adj;raak/adj;stunt_werk/noun	3	gepaard/adj;raak/adj;stunt_werk/noun	3	gepaard/adj;raak/adj;stunt_werk/noun	3	dat/det;de/det;gepaard/adj;raak/adj;stunt_werk/noun;wat/det	6	dat/det;de/det;gepaard/adj;raak/adj;stunt_werk/noun;wat/det	6	dat/det;de/det;gepaard/adj;raak/adj;stunt_werk/noun;wat/det	6
hachelijk/adj/parool_19991116_125/844	natuurlijk/adj;situatie/noun	2	natuurlijk/adj;situatie/noun	2	natuurlijk/adj;situatie/noun	2	de/det;in/prep;natuurlijk/adj;situatie/noun	4	de/det;in/prep;natuurlijk/adj;situatie/noun	4	de/det;in/prep;natuurlijk/adj;situatie/noun	4	situatie/noun	1	situatie/noun	1	situatie/noun	1	de/det;in/prep;situatie/noun	3	de/det;in/prep;situatie/noun	3	de/det;in/prep;situatie/noun	3
hachelijk/adj/parool_20010606_30/320	ben/verb;formuleer/verb;onderneming/noun;stedelijk/adj	4	ben/verb;formuleer/verb;onderneming/noun;stedelijk/adj	4	ben/verb;formuleer/verb;onderneming/noun;stedelijk/adj	4	ben/verb;een/det;formuleer/verb;in/prep;onderneming/noun;stedelijk/adj	6	ben/verb;een/det;formuleer/verb;in/prep;onderneming/noun;stedelijk/adj	6	ben/verb;een/det;formuleer/verb;in/prep;onderneming/noun;stedelijk/adj	6	ben/verb;onderneming/noun	2	ben/verb;onderneming/noun	2	ben/verb;onderneming/noun	2	ben/verb;een/det;in/prep;onderneming/noun	4	ben/verb;een/det;in/prep;onderneming/noun	4	ben/verb;een/det;in/prep;onderneming/noun	4
hachelijk/adj/parool_19990818_96/598	ben/verb;dans/noun;film/noun;getuig/verb;koord/noun;lef/noun;slap/adj	7	ben/verb;dans/noun;film/noun;getuig/verb;koord/noun;lef/noun;slap/adj	7	ben/verb;dans/noun;film/noun;getuig/verb;koord/noun;lef/noun;slap/adj	7	ben/verb;dans/noun;een/det;film/noun;getuig/verb;het/det;koord/noun;lef/noun;slap/adj;veel/det;zijn/det	11	ben/verb;dans/noun;een/det;film/noun;getuig/verb;het/det;koord/noun;lef/noun;slap/adj;veel/det;zijn/det	11	ben/verb;dans/noun;een/det;film/noun;getuig/verb;het/det;koord/noun;lef/noun;slap/adj;veel/det;zijn/det	11	ben/verb;dans/noun;film/noun;koord/noun;slap/adj	5	ben/verb;dans/noun;film/noun;koord/noun;slap/adj	5	ben/verb;dans/noun;film/noun;koord/noun;slap/adj	5	ben/verb;dans/noun;een/det;film/noun;het/det;koord/noun;slap/adj;zijn/det	8	ben/verb;dans/noun;een/det;film/noun;het/det;koord/noun;slap/adj;zijn/det	8	ben/verb;dans/noun;een/det;film/noun;het/det;koord/noun;slap/adj;zijn/det	8
hachelijk/adj/parool_20000125_49/293	ben/verb;vergelijk/verb	2	ben/verb;vergelijk/verb	2	ben/verb;vergelijk/verb	2	ben/verb;in/prep;nog/adv;vergelijk/verb	4	ben/verb;in/prep;nog/adv;vergelijk/verb	4	ben/verb;in/prep;nog/adv;vergelijk/verb	4	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;in/prep;nog/adv	3	ben/verb;in/prep;nog/adv	3	ben/verb;in/prep;nog/adv	3
hachelijk/adj/parool_19990701_91/723	bereik/verb;tocht/noun	2	bereik/verb;tocht/noun	2	bereik/verb;tocht/noun	2	bereik/verb;een/det;na/prep;tocht/noun	4	bereik/verb;een/det;na/prep;tocht/noun	4	bereik/verb;een/det;na/prep;tocht/noun	4	bereik/verb;tocht/noun	2	bereik/verb;tocht/noun	2	bereik/verb;tocht/noun	2	bereik/verb;een/det;na/prep;tocht/noun	4	bereik/verb;een/det;na/prep;tocht/noun	4	bereik/verb;een/det;na/prep;tocht/noun	4
hachelijk/adj/parool_19990525_90/682	avontuur/noun;begin/verb;stond/noun	3	avontuur/noun;begin/verb;stond/noun	3	avontuur/noun;begin/verb;stond/noun	3	aan/prep;al/adv;avontuur/noun;begin/verb;een/det;hij/pron;stond/noun	7	aan/prep;al/adv;avontuur/noun;begin/verb;een/det;hij/pron;stond/noun	7	aan/prep;al/adv;avontuur/noun;begin/verb;een/det;hij/pron;stond/noun	7	avontuur/noun;begin/verb	2	avontuur/noun;begin/verb	2	avontuur/noun;begin/verb	2	aan/prep;al/adv;avontuur/noun;begin/verb;een/det;hij/pron	6	aan/prep;al/adv;avontuur/noun;begin/verb;een/det;hij/pron	6	aan/prep;al/adv;avontuur/noun;begin/verb;een/det;hij/pron	6
hachelijk/adj/parool_20000729_36/99	maak/verb;voorspel/verb;zaak/noun	3	maak/verb;voorspel/verb;zaak/noun	3	maak/verb;voorspel/verb;zaak/noun	3	dat/det;de/det;een/det;het/det;maak/verb;voorspel/verb;zaak/noun	7	dat/det;de/det;een/det;het/det;maak/verb;voorspel/verb;zaak/noun	7	dat/det;de/det;een/det;het/det;maak/verb;voorspel/verb;zaak/noun	7	voorspel/verb;zaak/noun	2	voorspel/verb;zaak/noun	2	voorspel/verb;zaak/noun	2	de/det;een/det;voorspel/verb;zaak/noun	4	de/det;een/det;voorspel/verb;zaak/noun	4	de/det;een/det;voorspel/verb;zaak/noun	4
hachelijk/adj/parool_20000906_71/602	ben/verb;export/noun;warenhuis/noun;zaak/noun	4	ben/verb;export/noun;warenhuis/noun;zaak/noun	4	ben/verb;export/noun;warenhuis/noun;zaak/noun	4	ben/verb;de/det;een/det;export/noun;overigens/adv;warenhuis/noun;zaak/noun	7	ben/verb;de/det;een/det;export/noun;overigens/adv;warenhuis/noun;zaak/noun	7	ben/verb;de/det;een/det;export/noun;overigens/adv;warenhuis/noun;zaak/noun	7	export/noun;warenhuis/noun;zaak/noun	3	export/noun;warenhuis/noun;zaak/noun	3	export/noun;warenhuis/noun;zaak/noun	3	een/det;export/noun;warenhuis/noun;zaak/noun	4	een/det;export/noun;warenhuis/noun;zaak/noun	4	een/det;export/noun;warenhuis/noun;zaak/noun	4
hachelijk/adj/parool_20000317_34/708	avontuur/noun;ben/verb;haal_in/verb;kan/verb;relaxt/adj;storm/noun;vracht_wagen/noun	7	avontuur/noun;ben/verb;haal_in/verb;kan/verb;relaxt/adj;storm/noun;vracht_wagen/noun	7	avontuur/noun;ben/verb;haal_in/verb;kan/verb;relaxt/adj;storm/noun;vracht_wagen/noun	7	avontuur/noun;ben/verb;een/det;haal_in/verb;het/det;kan/verb;opzij/adv;relaxt/adj;storm/noun;vracht_wagen/noun	10	avontuur/noun;ben/verb;een/det;haal_in/verb;het/det;kan/verb;opzij/adv;relaxt/adj;storm/noun;vracht_wagen/noun	10	avontuur/noun;ben/verb;een/det;haal_in/verb;het/det;kan/verb;opzij/adv;relaxt/adj;storm/noun;vracht_wagen/noun	10	avontuur/noun;haal_in/verb;kan/verb;vracht_wagen/noun	4	avontuur/noun;haal_in/verb;kan/verb;vracht_wagen/noun	4	avontuur/noun;haal_in/verb;kan/verb;vracht_wagen/noun	4	avontuur/noun;een/det;haal_in/verb;kan/verb;vracht_wagen/noun	5	avontuur/noun;een/det;haal_in/verb;kan/verb;vracht_wagen/noun	5	avontuur/noun;een/det;haal_in/verb;kan/verb;vracht_wagen/noun	5
hachelijk/adj/parool_20000617_75/211	erken/verb;manoeuvreer/verb;positie/noun;publicitair/adj	4	erken/verb;manoeuvreer/verb;positie/noun;publicitair/adj	4	erken/verb;manoeuvreer/verb;positie/noun;publicitair/adj	4	een/det;erken/verb;hij/pron;in/prep;manoeuvreer/verb;positie/noun;publicitair/adj;zich/pron	8	een/det;erken/verb;hij/pron;in/prep;manoeuvreer/verb;positie/noun;publicitair/adj;zich/pron	8	een/det;erken/verb;hij/pron;in/prep;manoeuvreer/verb;positie/noun;publicitair/adj;zich/pron	8	manoeuvreer/verb;positie/noun;publicitair/adj	3	manoeuvreer/verb;positie/noun;publicitair/adj	3	manoeuvreer/verb;positie/noun;publicitair/adj	3	een/det;hij/pron;in/prep;manoeuvreer/verb;positie/noun;publicitair/adj;zich/pron	7	een/det;hij/pron;in/prep;manoeuvreer/verb;positie/noun;publicitair/adj;zich/pron	7	een/det;hij/pron;in/prep;manoeuvreer/verb;positie/noun;publicitair/adj;zich/pron	7
hachelijk/adj/parool_20010505_78/188	dood/noun;op/adj;word/verb	3	dood/noun;op/adj;word/verb	3	dood/noun;op/adj;word/verb	3	de/det;dood/noun;op/adj;word/verb	4	de/det;dood/noun;op/adj;word/verb	4	de/det;dood/noun;op/adj;word/verb	4	dood/noun;op/adj	2	dood/noun;op/adj	2	dood/noun;op/adj	2	dood/noun;op/adj	2	dood/noun;op/adj	2	dood/noun;op/adj	2
hachelijk/adj/parool_20010922_42/842	bijzonder/adj;kruistocht/noun;lijk/verb;president/noun	4	bijzonder/adj;kruistocht/noun;lijk/verb;president/noun	4	bijzonder/adj;kruistocht/noun;lijk/verb;president/noun	4	bijzonder/adj;de/det;kruistocht/noun;lijk/verb;president/noun	5	bijzonder/adj;de/det;kruistocht/noun;lijk/verb;president/noun	5	bijzonder/adj;de/det;kruistocht/noun;lijk/verb;president/noun	5	bijzonder/adj;president/noun	2	bijzonder/adj;president/noun	2	bijzonder/adj;president/noun	2	bijzonder/adj;president/noun	2	bijzonder/adj;president/noun	2	bijzonder/adj;president/noun	2
hachelijk/adj/parool_20000403_119/133	ben/verb;dans/noun;illustreer/verb;tekst/noun;woord/noun;zaak/noun	6	ben/verb;dans/noun;illustreer/verb;tekst/noun;woord/noun;zaak/noun	6	ben/verb;dans/noun;illustreer/verb;tekst/noun;woord/noun;zaak/noun	6	altijd/adv;ben/verb;dans/noun;door/prep;een/det;het/det;illustreer/verb;opzichte/prep;tekst/noun;ten/prep;veel/det;woord/noun;zaak/noun	13	altijd/adv;ben/verb;dans/noun;door/prep;een/det;het/det;illustreer/verb;opzichte/prep;tekst/noun;ten/prep;veel/det;woord/noun;zaak/noun	13	altijd/adv;ben/verb;dans/noun;door/prep;een/det;het/det;illustreer/verb;opzichte/prep;tekst/noun;ten/prep;veel/det;woord/noun;zaak/noun	13	ben/verb;dans/noun;zaak/noun	3	ben/verb;dans/noun;zaak/noun	3	ben/verb;dans/noun;zaak/noun	3	altijd/adv;ben/verb;dans/noun;door/prep;een/det;ten/prep;zaak/noun	7	altijd/adv;ben/verb;dans/noun;door/prep;een/det;ten/prep;zaak/noun	7	altijd/adv;ben/verb;dans/noun;door/prep;een/det;ten/prep;zaak/noun	7
hachelijk/adj/algemeen_dagblad_20010915_99/463	beloof/verb;word/verb	2	beloof/verb;word/verb	2	beloof/verb;word/verb	2	beloof/verb;een/det;weer/adv;word/verb	4	beloof/verb;een/det;weer/adv;word/verb	4	beloof/verb;een/det;weer/adv;word/verb	4	beloof/verb;word/verb	2	beloof/verb;word/verb	2	beloof/verb;word/verb	2	beloof/verb;een/det;word/verb	3	beloof/verb;een/det;word/verb	3	beloof/verb;een/det;word/verb	3
hachelijk/adj/algemeen_dagblad_20000122_191/1173	avontuur/noun;herinner/verb;midden/noun;park/noun	4	avontuur/noun;herinner/verb;midden/noun;park/noun	4	avontuur/noun;herinner/verb;midden/noun;park/noun	4	aan/prep;avontuur/noun;herinner/verb;het/det;in/prep;midden/noun;park/noun	7	aan/prep;avontuur/noun;herinner/verb;het/det;in/prep;midden/noun;park/noun	7	aan/prep;avontuur/noun;herinner/verb;het/det;in/prep;midden/noun;park/noun	7	avontuur/noun;herinner/verb;park/noun	3	avontuur/noun;herinner/verb;park/noun	3	avontuur/noun;herinner/verb;park/noun	3	aan/prep;avontuur/noun;herinner/verb;het/det;park/noun	5	aan/prep;avontuur/noun;herinner/verb;het/det;park/noun	5	aan/prep;avontuur/noun;herinner/verb;het/det;park/noun	5
hachelijk/adj/algemeen_dagblad_19990130_89/63	avontuur/noun;ben/verb;vis/noun	3	avontuur/noun;ben/verb;vis/noun	3	avontuur/noun;ben/verb;vis/noun	3	avontuur/noun;ben/verb;een/det;het/det;vis/noun	5	avontuur/noun;ben/verb;een/det;het/det;vis/noun	5	avontuur/noun;ben/verb;een/det;het/det;vis/noun	5	avontuur/noun;ben/verb;vis/noun	3	avontuur/noun;ben/verb;vis/noun	3	avontuur/noun;ben/verb;vis/noun	3	avontuur/noun;ben/verb;een/det;vis/noun	4	avontuur/noun;ben/verb;een/det;vis/noun	4	avontuur/noun;ben/verb;een/det;vis/noun	4
hachelijk/adj/algemeen_dagblad_20010102_91/826	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3	ben/verb;god/noun;praat/verb	3
hachelijk/adj/algemeen_dagblad_20011208_91/233	betrokken/adj;kwestie/noun	2	betrokken/adj;kwestie/noun	2	betrokken/adj;kwestie/noun	2	allerlei/det;betrokken/adj;de/det;in/prep;kwestie/noun;ten/prep;tijde/prep	7	allerlei/det;betrokken/adj;de/det;in/prep;kwestie/noun;ten/prep;tijde/prep	7	allerlei/det;betrokken/adj;de/det;in/prep;kwestie/noun;ten/prep;tijde/prep	7	betrokken/adj;kwestie/noun	2	betrokken/adj;kwestie/noun	2	betrokken/adj;kwestie/noun	2	allerlei/det;betrokken/adj;in/prep;kwestie/noun	4	allerlei/det;betrokken/adj;in/prep;kwestie/noun	4	allerlei/det;betrokken/adj;in/prep;kwestie/noun	4
