_id	_cws.hachelijk.foc10.nav.weight.bound	_count.hachelijk.foc10.nav.weight.bound	_cws.hachelijk.foc10.nav.selection.bound	_count.hachelijk.foc10.nav.selection.bound	_cws.hachelijk.foc10.nav.no.bound	_count.hachelijk.foc10.nav.no.bound	_cws.hachelijk.foc10.all.weight.bound	_count.hachelijk.foc10.all.weight.bound	_cws.hachelijk.foc10.all.selection.bound	_count.hachelijk.foc10.all.selection.bound	_cws.hachelijk.foc10.all.no.bound	_count.hachelijk.foc10.all.no.bound	_cws.hachelijk.foc5.nav.weight.bound	_count.hachelijk.foc5.nav.weight.bound	_cws.hachelijk.foc5.nav.selection.bound	_count.hachelijk.foc5.nav.selection.bound	_cws.hachelijk.foc5.nav.no.bound	_count.hachelijk.foc5.nav.no.bound	_cws.hachelijk.foc5.all.weight.bound	_count.hachelijk.foc5.all.weight.bound	_cws.hachelijk.foc5.all.selection.bound	_count.hachelijk.foc5.all.selection.bound	_cws.hachelijk.foc5.all.no.bound	_count.hachelijk.foc5.all.no.bound
hachelijk/adj/de_morgen_20020422_01_125/42	beleg/verb;ben/verb;operatie/noun;voorbij/adj	4	beleg/verb;ben/verb;operatie/noun;voorbij/adj	4	beleg/verb;ben/verb;operatie/noun;voorbij/adj	4	beleg/verb;ben/verb;de/det;een/det;in/prep;operatie/noun;voorbij/adj	7	beleg/verb;ben/verb;de/det;een/det;in/prep;operatie/noun;voorbij/adj	7	beleg/verb;ben/verb;de/det;een/det;in/prep;operatie/noun;voorbij/adj	7	operatie/noun;voorbij/adj	2	operatie/noun;voorbij/adj	2	operatie/noun;voorbij/adj	2	de/det;een/det;operatie/noun;voorbij/adj	4	de/det;een/det;operatie/noun;voorbij/adj	4	de/det;een/det;operatie/noun;voorbij/adj	4
hachelijk/adj/de_morgen_20030927_01_80/593	avontuur/noun;ben/verb;dwing/verb;overleef/verb;werk_samen/verb	5	avontuur/noun;ben/verb;dwing/verb;overleef/verb;werk_samen/verb	5	avontuur/noun;ben/verb;dwing/verb;overleef/verb;werk_samen/verb	5	avontuur/noun;ben/verb;dit/det;dwing/verb;overleef/verb;werk_samen/verb	6	avontuur/noun;ben/verb;dit/det;dwing/verb;overleef/verb;werk_samen/verb	6	avontuur/noun;ben/verb;dit/det;dwing/verb;overleef/verb;werk_samen/verb	6	avontuur/noun;overleef/verb;werk_samen/verb	3	avontuur/noun;overleef/verb;werk_samen/verb	3	avontuur/noun;overleef/verb;werk_samen/verb	3	avontuur/noun;dit/det;overleef/verb;werk_samen/verb	4	avontuur/noun;dit/det;overleef/verb;werk_samen/verb	4	avontuur/noun;dit/det;overleef/verb;werk_samen/verb	4
hachelijk/adj/de_morgen_20020309_01_81/275	binnenlands/adj;kan/verb;situatie/noun;verzet/noun;word/verb;zijne/noun	6	binnenlands/adj;kan/verb;situatie/noun;verzet/noun;word/verb;zijne/noun	6	binnenlands/adj;kan/verb;situatie/noun;verzet/noun;word/verb;zijne/noun	6	aan/prep;binnenlands/adj;de/det;door/prep;het/det;kan/verb;situatie/noun;verzet/noun;word/verb;zich/pron;zijne/noun	11	aan/prep;binnenlands/adj;de/det;door/prep;het/det;kan/verb;situatie/noun;verzet/noun;word/verb;zich/pron;zijne/noun	11	aan/prep;binnenlands/adj;de/det;door/prep;het/det;kan/verb;situatie/noun;verzet/noun;word/verb;zich/pron;zijne/noun	11	binnenlands/adj;kan/verb;situatie/noun;word/verb	4	binnenlands/adj;kan/verb;situatie/noun;word/verb	4	binnenlands/adj;kan/verb;situatie/noun;word/verb	4	binnenlands/adj;door/prep;kan/verb;situatie/noun;word/verb	5	binnenlands/adj;door/prep;kan/verb;situatie/noun;word/verb	5	binnenlands/adj;door/prep;kan/verb;situatie/noun;word/verb	5
hachelijk/adj/de_morgen_20030625_01_27/1411	ben/verb;bestaan/noun;geef_aan/verb;kom/verb;moet/verb;summier/adj	6	ben/verb;bestaan/noun;geef_aan/verb;kom/verb;moet/verb;summier/adj	6	ben/verb;bestaan/noun;geef_aan/verb;kom/verb;moet/verb;summier/adj	6	ben/verb;bestaan/noun;geef_aan/verb;hem/pron;het/det;hij/pron;kom/verb;moet/verb;soms/adv;summier/adj;voor/prep	11	ben/verb;bestaan/noun;geef_aan/verb;hem/pron;het/det;hij/pron;kom/verb;moet/verb;soms/adv;summier/adj;voor/prep	11	ben/verb;bestaan/noun;geef_aan/verb;hem/pron;het/det;hij/pron;kom/verb;moet/verb;soms/adv;summier/adj;voor/prep	11	ben/verb;bestaan/noun;kom/verb;moet/verb	4	ben/verb;bestaan/noun;kom/verb;moet/verb	4	ben/verb;bestaan/noun;kom/verb;moet/verb	4	ben/verb;bestaan/noun;hem/pron;het/det;kom/verb;moet/verb;soms/adv;voor/prep	8	ben/verb;bestaan/noun;hem/pron;het/det;kom/verb;moet/verb;soms/adv;voor/prep	8	ben/verb;bestaan/noun;hem/pron;het/det;kom/verb;moet/verb;soms/adv;voor/prep	8
hachelijk/adj/de_morgen_20000114_01_124/282	bespaar/verb;moet/verb;onderneming/noun	3	bespaar/verb;moet/verb;onderneming/noun	3	bespaar/verb;moet/verb;onderneming/noun	3	bespaar/verb;deze/det;moet/verb;nog/adv;onderneming/noun;zichzelf/pron	6	bespaar/verb;deze/det;moet/verb;nog/adv;onderneming/noun;zichzelf/pron	6	bespaar/verb;deze/det;moet/verb;nog/adv;onderneming/noun;zichzelf/pron	6	bespaar/verb;onderneming/noun	2	bespaar/verb;onderneming/noun	2	bespaar/verb;onderneming/noun	2	bespaar/verb;deze/det;onderneming/noun;zichzelf/pron	4	bespaar/verb;deze/det;onderneming/noun;zichzelf/pron	4	bespaar/verb;deze/det;onderneming/noun;zichzelf/pron	4
hachelijk/adj/de_morgen_19990607_01_126/1134	doorkruis/verb;film_DIM/noun;knap/adj;opgenomen/adj;positie/noun;ruimte/noun;toon/verb	7	doorkruis/verb;film_DIM/noun;knap/adj;opgenomen/adj;positie/noun;ruimte/noun;toon/verb	7	doorkruis/verb;film_DIM/noun;knap/adj;opgenomen/adj;positie/noun;ruimte/noun;toon/verb	7	de/det;doorkruis/verb;een/det;film_DIM/noun;knap/adj;opgenomen/adj;positie/noun;ruimte/noun;toon/verb;vanuit/prep;zij/pron	11	de/det;doorkruis/verb;een/det;film_DIM/noun;knap/adj;opgenomen/adj;positie/noun;ruimte/noun;toon/verb;vanuit/prep;zij/pron	11	de/det;doorkruis/verb;een/det;film_DIM/noun;knap/adj;opgenomen/adj;positie/noun;ruimte/noun;toon/verb;vanuit/prep;zij/pron	11	film_DIM/noun;opgenomen/adj;positie/noun	3	film_DIM/noun;opgenomen/adj;positie/noun	3	film_DIM/noun;opgenomen/adj;positie/noun	3	een/det;film_DIM/noun;opgenomen/adj;positie/noun;vanuit/prep	5	een/det;film_DIM/noun;opgenomen/adj;positie/noun;vanuit/prep	5	een/det;film_DIM/noun;opgenomen/adj;positie/noun;vanuit/prep	5
hachelijk/adj/de_morgen_20010305_01_69/228	breng/verb;enkel/adj;kan/verb;opdracht/noun;red/verb;schotel_voor/verb;situatie/noun;verbaal/adj	8	breng/verb;enkel/adj;kan/verb;opdracht/noun;red/verb;schotel_voor/verb;situatie/noun;verbaal/adj	8	breng/verb;enkel/adj;kan/verb;opdracht/noun;red/verb;schotel_voor/verb;situatie/noun;verbaal/adj	8	breng/verb;enkel/adj;hen/pron;in/prep;kan/verb;opdracht/noun;red/verb;schotel_voor/verb;situatie/noun;verbaal/adj;voor/part;zich/pron;zij/pron	13	breng/verb;enkel/adj;hen/pron;in/prep;kan/verb;opdracht/noun;red/verb;schotel_voor/verb;situatie/noun;verbaal/adj;voor/part;zich/pron;zij/pron	13	breng/verb;enkel/adj;hen/pron;in/prep;kan/verb;opdracht/noun;red/verb;schotel_voor/verb;situatie/noun;verbaal/adj;voor/part;zich/pron;zij/pron	13	breng/verb;situatie/noun	2	breng/verb;situatie/noun	2	breng/verb;situatie/noun	2	breng/verb;hen/pron;in/prep;situatie/noun;voor/part;zich/pron;zij/pron	7	breng/verb;hen/pron;in/prep;situatie/noun;voor/part;zich/pron;zij/pron	7	breng/verb;hen/pron;in/prep;situatie/noun;voor/part;zich/pron;zij/pron	7
hachelijk/adj/de_morgen_20031205_01_105/249	onderneming/noun;word/verb	2	onderneming/noun;word/verb	2	onderneming/noun;word/verb	2	de/det;een/det;onderneming/noun;ongetwijfeld/adv;word/verb	5	de/det;een/det;onderneming/noun;ongetwijfeld/adv;word/verb	5	de/det;een/det;onderneming/noun;ongetwijfeld/adv;word/verb	5	onderneming/noun;word/verb	2	onderneming/noun;word/verb	2	onderneming/noun;word/verb	2	de/det;een/det;onderneming/noun;ongetwijfeld/adv;word/verb	5	de/det;een/det;onderneming/noun;ongetwijfeld/adv;word/verb	5	de/det;een/det;onderneming/noun;ongetwijfeld/adv;word/verb	5
hachelijk/adj/de_morgen_20000717_01_38/35	ambulanciers/noun;avontuur/noun;grondig/adj;levensgevaar/noun;reconstrueer/verb	5	ambulanciers/noun;avontuur/noun;grondig/adj;levensgevaar/noun;reconstrueer/verb	5	ambulanciers/noun;avontuur/noun;grondig/adj;levensgevaar/noun;reconstrueer/verb	5	ambulanciers/noun;avontuur/noun;grondig/adj;het/det;levensgevaar/noun;mis/part;reconstrueer/verb	7	ambulanciers/noun;avontuur/noun;grondig/adj;het/det;levensgevaar/noun;mis/part;reconstrueer/verb	7	ambulanciers/noun;avontuur/noun;grondig/adj;het/det;levensgevaar/noun;mis/part;reconstrueer/verb	7	ambulanciers/noun;avontuur/noun;reconstrueer/verb	3	ambulanciers/noun;avontuur/noun;reconstrueer/verb	3	ambulanciers/noun;avontuur/noun;reconstrueer/verb	3	ambulanciers/noun;avontuur/noun;het/det;reconstrueer/verb	4	ambulanciers/noun;avontuur/noun;het/det;reconstrueer/verb	4	ambulanciers/noun;avontuur/noun;het/det;reconstrueer/verb	4
hachelijk/adj/de_morgen_20010622_01_205/833	aansprakelijk/adj;ben/verb;bijzonder/adj;personeel/noun;raak/verb;situatie/noun	6	aansprakelijk/adj;ben/verb;bijzonder/adj;personeel/noun;raak/verb;situatie/noun	6	aansprakelijk/adj;ben/verb;bijzonder/adj;personeel/noun;raak/verb;situatie/noun	6	aansprakelijk/adj;ben/verb;bijzonder/adj;de/det;hen/pron;het/det;personeel/noun;raak/verb;situatie/noun;voor/prep	10	aansprakelijk/adj;ben/verb;bijzonder/adj;de/det;hen/pron;het/det;personeel/noun;raak/verb;situatie/noun;voor/prep	10	aansprakelijk/adj;ben/verb;bijzonder/adj;de/det;hen/pron;het/det;personeel/noun;raak/verb;situatie/noun;voor/prep	10	aansprakelijk/adj;bijzonder/adj;situatie/noun	3	aansprakelijk/adj;bijzonder/adj;situatie/noun	3	aansprakelijk/adj;bijzonder/adj;situatie/noun	3	aansprakelijk/adj;bijzonder/adj;de/det;het/det;situatie/noun;voor/prep	6	aansprakelijk/adj;bijzonder/adj;de/det;het/det;situatie/noun;voor/prep	6	aansprakelijk/adj;bijzonder/adj;de/det;het/det;situatie/noun;voor/prep	6
hachelijk/adj/de_standaard_20030319_01_58/149	ben/verb;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	5	ben/verb;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	5	ben/verb;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	5	ben/verb;een/det;elk/det;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	7	ben/verb;een/det;elk/det;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	7	ben/verb;een/det;elk/det;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	7	essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	4	essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	4	essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	4	een/det;elk/det;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	6	een/det;elk/det;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	6	een/det;elk/det;essentieel/adj;onderdeel/noun;recensie/noun;vaak/adj	6
hachelijk/adj/de_standaard_20020722_01_38/170	lijm/verb;situatie/noun	2	lijm/verb;situatie/noun	2	lijm/verb;situatie/noun	2	deze/det;in/prep;lijm/verb;situatie/noun;zijn/det	5	deze/det;in/prep;lijm/verb;situatie/noun;zijn/det	5	deze/det;in/prep;lijm/verb;situatie/noun;zijn/det	5	lijm/verb;situatie/noun	2	lijm/verb;situatie/noun	2	lijm/verb;situatie/noun	2	deze/det;in/prep;lijm/verb;situatie/noun	4	deze/det;in/prep;lijm/verb;situatie/noun	4	deze/det;in/prep;lijm/verb;situatie/noun	4
hachelijk/adj/de_standaard_20041215_01_128/352	blijf/verb;volk_raadpleging/noun;zaak/noun	3	blijf/verb;volk_raadpleging/noun;zaak/noun	3	blijf/verb;volk_raadpleging/noun;zaak/noun	3	blijf/verb;een/det;volk_raadpleging/noun;zaak/noun;zo'n/det	5	blijf/verb;een/det;volk_raadpleging/noun;zaak/noun;zo'n/det	5	blijf/verb;een/det;volk_raadpleging/noun;zaak/noun;zo'n/det	5	blijf/verb;volk_raadpleging/noun;zaak/noun	3	blijf/verb;volk_raadpleging/noun;zaak/noun	3	blijf/verb;volk_raadpleging/noun;zaak/noun	3	blijf/verb;een/det;volk_raadpleging/noun;zaak/noun;zo'n/det	5	blijf/verb;een/det;volk_raadpleging/noun;zaak/noun;zo'n/det	5	blijf/verb;een/det;volk_raadpleging/noun;zaak/noun;zo'n/det	5
hachelijk/adj/de_standaard_20030524_01_178/2345	avontuur/noun;ben/verb;bevrijding/noun;gijzelaar/noun;keerzijde/noun;voorbij/adj	6	avontuur/noun;ben/verb;bevrijding/noun;gijzelaar/noun;keerzijde/noun;voorbij/adj	6	avontuur/noun;ben/verb;bevrijding/noun;gijzelaar/noun;keerzijde/noun;voorbij/adj	6	avontuur/noun;ben/verb;bevrijding/noun;de/det;een/det;gijzelaar/noun;het/det;keerzijde/noun;voor/prep;voorbij/adj	10	avontuur/noun;ben/verb;bevrijding/noun;de/det;een/det;gijzelaar/noun;het/det;keerzijde/noun;voor/prep;voorbij/adj	10	avontuur/noun;ben/verb;bevrijding/noun;de/det;een/det;gijzelaar/noun;het/det;keerzijde/noun;voor/prep;voorbij/adj	10	avontuur/noun;ben/verb;gijzelaar/noun;voorbij/adj	4	avontuur/noun;ben/verb;gijzelaar/noun;voorbij/adj	4	avontuur/noun;ben/verb;gijzelaar/noun;voorbij/adj	4	avontuur/noun;ben/verb;de/det;gijzelaar/noun;het/det;voor/prep;voorbij/adj	7	avontuur/noun;ben/verb;de/det;gijzelaar/noun;het/det;voor/prep;voorbij/adj	7	avontuur/noun;ben/verb;de/det;gijzelaar/noun;het/det;voor/prep;voorbij/adj	7
hachelijk/adj/de_standaard_19991025_01_54/146	ben/verb;duidelijk/adj;het/noun;onderneming/noun;sprint/noun;vlug/adj;word/verb	7	ben/verb;duidelijk/adj;het/noun;onderneming/noun;sprint/noun;vlug/adj;word/verb	7	ben/verb;duidelijk/adj;het/noun;onderneming/noun;sprint/noun;vlug/adj;word/verb	7	al/adv;ben/verb;duidelijk/adj;een/det;het/det;het/noun;ieder/det;onderneming/noun;sprint/noun;vlug/adj;word/verb	11	al/adv;ben/verb;duidelijk/adj;een/det;het/det;het/noun;ieder/det;onderneming/noun;sprint/noun;vlug/adj;word/verb	11	al/adv;ben/verb;duidelijk/adj;een/det;het/det;het/noun;ieder/det;onderneming/noun;sprint/noun;vlug/adj;word/verb	11	ben/verb;het/noun;onderneming/noun;sprint/noun;word/verb	5	ben/verb;het/noun;onderneming/noun;sprint/noun;word/verb	5	ben/verb;het/noun;onderneming/noun;sprint/noun;word/verb	5	ben/verb;een/det;het/noun;ieder/det;onderneming/noun;sprint/noun;word/verb	7	ben/verb;een/det;het/noun;ieder/det;onderneming/noun;sprint/noun;word/verb	7	ben/verb;een/det;het/noun;ieder/det;onderneming/noun;sprint/noun;word/verb	7
hachelijk/adj/de_standaard_20041002_01_162/805	aangelegenheid/noun;ben/verb;intern/adj;krachtig/adj;situatie/noun	5	aangelegenheid/noun;ben/verb;intern/adj;krachtig/adj;situatie/noun	5	aangelegenheid/noun;ben/verb;intern/adj;krachtig/adj;situatie/noun	5	aangelegenheid/noun;ben/verb;de/det;een/det;intern/adj;kort/adv;krachtig/adj;situatie/noun;vooral/adv	9	aangelegenheid/noun;ben/verb;de/det;een/det;intern/adj;kort/adv;krachtig/adj;situatie/noun;vooral/adv	9	aangelegenheid/noun;ben/verb;de/det;een/det;intern/adj;kort/adv;krachtig/adj;situatie/noun;vooral/adv	9	ben/verb;situatie/noun	2	ben/verb;situatie/noun	2	ben/verb;situatie/noun	2	ben/verb;de/det;situatie/noun;vooral/adv	4	ben/verb;de/det;situatie/noun;vooral/adv	4	ben/verb;de/det;situatie/noun;vooral/adv	4
hachelijk/adj/de_standaard_20041127_01_199/1097	gedrevenheid/noun;onderneming/noun;word/verb	3	gedrevenheid/noun;onderneming/noun;word/verb	3	gedrevenheid/noun;onderneming/noun;word/verb	3	een/det;gedrevenheid/noun;het/det;onderneming/noun;voor/prep;word/verb;zijn/det	7	een/det;gedrevenheid/noun;het/det;onderneming/noun;voor/prep;word/verb;zijn/det	7	een/det;gedrevenheid/noun;het/det;onderneming/noun;voor/prep;word/verb;zijn/det	7	onderneming/noun;word/verb	2	onderneming/noun;word/verb	2	onderneming/noun;word/verb	2	een/det;het/det;onderneming/noun;voor/prep;word/verb	5	een/det;het/det;onderneming/noun;voor/prep;word/verb	5	een/det;het/det;onderneming/noun;voor/prep;word/verb	5
hachelijk/adj/de_standaard_19990211_01_81/541	blijf/verb;het/noun;literair/adj;meester_werk/noun;onderneming/noun	5	blijf/verb;het/noun;literair/adj;meester_werk/noun;onderneming/noun	5	blijf/verb;het/noun;literair/adj;meester_werk/noun;onderneming/noun	5	blijf/verb;de/det;een/det;het/noun;literair/adj;meester_werk/noun;onderneming/noun	7	blijf/verb;de/det;een/det;het/noun;literair/adj;meester_werk/noun;onderneming/noun	7	blijf/verb;de/det;een/det;het/noun;literair/adj;meester_werk/noun;onderneming/noun	7	blijf/verb;het/noun;literair/adj;onderneming/noun	4	blijf/verb;het/noun;literair/adj;onderneming/noun	4	blijf/verb;het/noun;literair/adj;onderneming/noun	4	blijf/verb;de/det;een/det;het/noun;literair/adj;onderneming/noun	6	blijf/verb;de/det;een/det;het/noun;literair/adj;onderneming/noun	6	blijf/verb;de/det;een/det;het/noun;literair/adj;onderneming/noun	6
hachelijk/adj/de_standaard_20020129_01_91/272	hindernis/noun;parkoers/noun	2	hindernis/noun;parkoers/noun	2	hindernis/noun;parkoers/noun	2	enkel/det;het/det;hij/pron;hindernis/noun;in/prep;parkoers/noun	6	enkel/det;het/det;hij/pron;hindernis/noun;in/prep;parkoers/noun	6	enkel/det;het/det;hij/pron;hindernis/noun;in/prep;parkoers/noun	6	parkoers/noun	1	parkoers/noun	1	parkoers/noun	1	het/det;in/prep;parkoers/noun	3	het/det;in/prep;parkoers/noun	3	het/det;in/prep;parkoers/noun	3
hachelijk/adj/de_standaard_20020625_01_40/170	behoorlijk/adj;ben/verb;onderneming/noun;peiling/noun;stem_gedrag/noun	5	behoorlijk/adj;ben/verb;onderneming/noun;peiling/noun;stem_gedrag/noun	5	behoorlijk/adj;ben/verb;onderneming/noun;peiling/noun;stem_gedrag/noun	5	behoorlijk/adj;ben/verb;een/det;naar/prep;onderneming/noun;peiling/noun;stem_gedrag/noun	7	behoorlijk/adj;ben/verb;een/det;naar/prep;onderneming/noun;peiling/noun;stem_gedrag/noun	7	behoorlijk/adj;ben/verb;een/det;naar/prep;onderneming/noun;peiling/noun;stem_gedrag/noun	7	behoorlijk/adj;ben/verb;onderneming/noun;stem_gedrag/noun	4	behoorlijk/adj;ben/verb;onderneming/noun;stem_gedrag/noun	4	behoorlijk/adj;ben/verb;onderneming/noun;stem_gedrag/noun	4	behoorlijk/adj;ben/verb;een/det;naar/prep;onderneming/noun;stem_gedrag/noun	6	behoorlijk/adj;ben/verb;een/det;naar/prep;onderneming/noun;stem_gedrag/noun	6	behoorlijk/adj;ben/verb;een/det;naar/prep;onderneming/noun;stem_gedrag/noun	6
hachelijk/adj/de_standaard_20010117_01_18/217	Congolees/adj;bevind/verb;demonstreer/verb;heel/adj;regering/noun;tijd/noun;toestand/noun;verhaal/noun	8	Congolees/adj;bevind/verb;demonstreer/verb;heel/adj;regering/noun;tijd/noun;toestand/noun;verhaal/noun	8	Congolees/adj;bevind/verb;demonstreer/verb;heel/adj;regering/noun;tijd/noun;toestand/noun;verhaal/noun	8	Congolees/adj;bevind/verb;de/det;demonstreer/verb;deze/det;heel/adj;het/det;in/prep;regering/noun;tijd/noun;toestand/noun;verhaal/noun;zich/pron	13	Congolees/adj;bevind/verb;de/det;demonstreer/verb;deze/det;heel/adj;het/det;in/prep;regering/noun;tijd/noun;toestand/noun;verhaal/noun;zich/pron	13	Congolees/adj;bevind/verb;de/det;demonstreer/verb;deze/det;heel/adj;het/det;in/prep;regering/noun;tijd/noun;toestand/noun;verhaal/noun;zich/pron	13	Congolees/adj;demonstreer/verb;heel/adj;regering/noun;toestand/noun;verhaal/noun	6	Congolees/adj;demonstreer/verb;heel/adj;regering/noun;toestand/noun;verhaal/noun	6	Congolees/adj;demonstreer/verb;heel/adj;regering/noun;toestand/noun;verhaal/noun	6	Congolees/adj;de/det;demonstreer/verb;heel/adj;het/det;regering/noun;toestand/noun;verhaal/noun	8	Congolees/adj;de/det;demonstreer/verb;heel/adj;het/det;regering/noun;toestand/noun;verhaal/noun	8	Congolees/adj;de/det;demonstreer/verb;heel/adj;het/det;regering/noun;toestand/noun;verhaal/noun	8
hachelijk/adj/de_standaard_20020404_01_83/1590	classicus/noun;kan/verb;oplossing/noun;steek_op/verb	4	classicus/noun;kan/verb;oplossing/noun;steek_op/verb	4	classicus/noun;kan/verb;oplossing/noun;steek_op/verb	4	classicus/noun;een/det;kan/verb;oplossing/noun;steek_op/verb;voor/prep;zijn/det	7	classicus/noun;een/det;kan/verb;oplossing/noun;steek_op/verb;voor/prep;zijn/det	7	classicus/noun;een/det;kan/verb;oplossing/noun;steek_op/verb;voor/prep;zijn/det	7	oplossing/noun	1	oplossing/noun	1	oplossing/noun	1	oplossing/noun;voor/prep;zijn/det	3	oplossing/noun;voor/prep;zijn/det	3	oplossing/noun;voor/prep;zijn/det	3
hachelijk/adj/de_standaard_20010217_01_58/1121	begrijp/verb;ben/verb;claim/noun;enig/adj;hoe/adj;super_macht/noun;verval/noun;vrees/noun	8	begrijp/verb;ben/verb;claim/noun;enig/adj;hoe/adj;super_macht/noun;verval/noun;vrees/noun	8	begrijp/verb;ben/verb;claim/noun;enig/adj;hoe/adj;super_macht/noun;verval/noun;vrees/noun	8	begrijp/verb;ben/verb;claim/noun;de/det;door/prep;enig/adj;hoe/adj;super_macht/noun;verval/noun;voor/prep;vrees/noun	11	begrijp/verb;ben/verb;claim/noun;de/det;door/prep;enig/adj;hoe/adj;super_macht/noun;verval/noun;voor/prep;vrees/noun	11	begrijp/verb;ben/verb;claim/noun;de/det;door/prep;enig/adj;hoe/adj;super_macht/noun;verval/noun;voor/prep;vrees/noun	11	begrijp/verb;ben/verb;claim/noun;hoe/adj;verval/noun	5	begrijp/verb;ben/verb;claim/noun;hoe/adj;verval/noun	5	begrijp/verb;ben/verb;claim/noun;hoe/adj;verval/noun	5	begrijp/verb;ben/verb;claim/noun;hoe/adj;verval/noun	5	begrijp/verb;ben/verb;claim/noun;hoe/adj;verval/noun	5	begrijp/verb;ben/verb;claim/noun;hoe/adj;verval/noun	5
hachelijk/adj/de_standaard_20040921_01_8/297	bevrijd/verb;kussen/noun;man/noun;opblaasbare/adj;positie/noun	5	bevrijd/verb;kussen/noun;man/noun;opblaasbare/adj;positie/noun	5	bevrijd/verb;kussen/noun;man/noun;opblaasbare/adj;positie/noun	5	behulp/prep;bevrijd/verb;de/det;kussen/noun;man/noun;opblaasbare/adj;positie/noun;uit/prep;zijn/det	9	behulp/prep;bevrijd/verb;de/det;kussen/noun;man/noun;opblaasbare/adj;positie/noun;uit/prep;zijn/det	9	behulp/prep;bevrijd/verb;de/det;kussen/noun;man/noun;opblaasbare/adj;positie/noun;uit/prep;zijn/det	9	bevrijd/verb;kussen/noun;opblaasbare/adj;positie/noun	4	bevrijd/verb;kussen/noun;opblaasbare/adj;positie/noun	4	bevrijd/verb;kussen/noun;opblaasbare/adj;positie/noun	4	bevrijd/verb;kussen/noun;opblaasbare/adj;positie/noun;uit/prep;zijn/det	6	bevrijd/verb;kussen/noun;opblaasbare/adj;positie/noun;uit/prep;zijn/det	6	bevrijd/verb;kussen/noun;opblaasbare/adj;positie/noun;uit/prep;zijn/det	6
hachelijk/adj/de_standaard_20010406_01_95/751	dood/adj;eentje/noun;onderneming/noun;waag/verb	4	dood/adj;eentje/noun;onderneming/noun;waag/verb	4	dood/adj;eentje/noun;onderneming/noun;waag/verb	4	aan/prep;de/det;dood/adj;eentje/noun;in/prep;onderneming/noun;waag/verb;zich/pron;zijn/det	9	aan/prep;de/det;dood/adj;eentje/noun;in/prep;onderneming/noun;waag/verb;zich/pron;zijn/det	9	aan/prep;de/det;dood/adj;eentje/noun;in/prep;onderneming/noun;waag/verb;zich/pron;zijn/det	9	onderneming/noun;waag/verb	2	onderneming/noun;waag/verb	2	onderneming/noun;waag/verb	2	aan/prep;de/det;onderneming/noun;waag/verb;zich/pron	5	aan/prep;de/det;onderneming/noun;waag/verb;zich/pron	5	aan/prep;de/det;onderneming/noun;waag/verb;zich/pron	5
hachelijk/adj/de_standaard_20011103_01_120/261	knot_gek/adj;kom_terecht/verb;komisch/adj;personage/noun;pret/noun;situatie/noun;spruit_voort/verb	7	knot_gek/adj;kom_terecht/verb;komisch/adj;personage/noun;pret/noun;situatie/noun;spruit_voort/verb	7	knot_gek/adj;kom_terecht/verb;komisch/adj;personage/noun;pret/noun;situatie/noun;spruit_voort/verb	7	de/det;knot_gek/adj;kom_terecht/verb;komisch/adj;personage/noun;pret/noun;situatie/noun;spruit_voort/verb;uit/prep	9	de/det;knot_gek/adj;kom_terecht/verb;komisch/adj;personage/noun;pret/noun;situatie/noun;spruit_voort/verb;uit/prep	9	de/det;knot_gek/adj;kom_terecht/verb;komisch/adj;personage/noun;pret/noun;situatie/noun;spruit_voort/verb;uit/prep	9	knot_gek/adj;kom_terecht/verb;personage/noun;situatie/noun;spruit_voort/verb	5	knot_gek/adj;kom_terecht/verb;personage/noun;situatie/noun;spruit_voort/verb	5	knot_gek/adj;kom_terecht/verb;personage/noun;situatie/noun;spruit_voort/verb	5	de/det;knot_gek/adj;kom_terecht/verb;personage/noun;situatie/noun;spruit_voort/verb;uit/prep	7	de/det;knot_gek/adj;kom_terecht/verb;personage/noun;situatie/noun;spruit_voort/verb;uit/prep	7	de/det;knot_gek/adj;kom_terecht/verb;personage/noun;situatie/noun;spruit_voort/verb;uit/prep	7
hachelijk/adj/de_standaard_20010723_01_9/13	positie/noun	1	positie/noun	1	positie/noun	1	Wahid/det;positie/noun	2	Wahid/det;positie/noun	2	Wahid/det;positie/noun	2	positie/noun	1	positie/noun	1	positie/noun	1	Wahid/det;positie/noun	2	Wahid/det;positie/noun	2	Wahid/det;positie/noun	2
