_model	model.x	model.y	foc_length	foc_minimum_features	foc_part_of_speech	foc_sent_bound	foc_weighting	foc_window	soc_length	soc_length_num	soc_part_of_speech	soc_window	tokens	type	stress
hoop.foc10.nav.ppmi_weight.bound.min1.soc4.nav.5000	-0.27314100792882146	0.008077751183591718	577	1	nav	bound	ppmi_weight	10_10	5000	5e3	nav	4_4	309	hoop	0.2796157924367418
hoop.foc10.nav.ppmi_weight.bound.min1.soc4.nav.10000	-0.25384048209201826	-0.011695447101394453	577	1	nav	bound	ppmi_weight	10_10	10000	1e4	nav	4_4	309	hoop	0.2662959897780034
hoop.foc10.nav.ppmi_weight.bound.min1.soc4.nav.foc	-0.2643283571262278	0.29956972538602566	577	1	nav	bound	ppmi_weight	10_10	foc	577	nav	4_4	309	hoop	0.2990308020850162
hoop.foc10.nav.ppmi_weight.bound.min1.soc10.nav.5000	-0.3764301836283145	0.21655443765635052	577	1	nav	bound	ppmi_weight	10_10	5000	5e3	nav	10_10	309	hoop	0.2750561424399341
hoop.foc10.nav.ppmi_weight.bound.min1.soc10.nav.10000	-0.26378239616140736	0.0698561015998882	577	1	nav	bound	ppmi_weight	10_10	10000	1e4	nav	10_10	309	hoop	0.2669796482482816
hoop.foc10.nav.ppmi_weight.bound.min1.soc10.nav.foc	-0.2804158936127734	0.25251968707247757	577	1	nav	bound	ppmi_weight	10_10	foc	577	nav	10_10	309	hoop	0.285230447467181
hoop.foc10.nav.ppmi_weight.bound.min1.soc4.all.5000	-0.23147412621390379	0.12224566934311917	577	1	nav	bound	ppmi_weight	10_10	5000	5e3	all	4_4	309	hoop	0.284187352125251
hoop.foc10.nav.ppmi_weight.bound.min1.soc4.all.10000	-0.21584446680588515	-0.004770231614432131	577	1	nav	bound	ppmi_weight	10_10	10000	1e4	all	4_4	309	hoop	0.27444932800363825
hoop.foc10.nav.ppmi_weight.bound.min1.soc4.all.foc	-0.3034189553294561	0.3194208507804011	577	1	nav	bound	ppmi_weight	10_10	foc	577	all	4_4	309	hoop	0.2995489010046303
hoop.foc10.nav.ppmi_weight.bound.min1.soc10.all.5000	-0.17856954855374613	0.2450777695609432	577	1	nav	bound	ppmi_weight	10_10	5000	5e3	all	10_10	309	hoop	0.2793554067856144
hoop.foc10.nav.ppmi_weight.bound.min1.soc10.all.10000	-0.24692898133013844	0.050243563227075225	577	1	nav	bound	ppmi_weight	10_10	10000	1e4	all	10_10	309	hoop	0.2746395479570358
hoop.foc10.nav.ppmi_weight.bound.min1.soc10.all.foc	-0.2804158936099217	0.2525196870751445	577	1	nav	bound	ppmi_weight	10_10	foc	577	all	10_10	309	hoop	0.285230447467181
hoop.foc10.nav.ppmi_sel.bound.min1.soc4.nav.5000	-0.37927082430767783	-0.17160706462339123	577	1	nav	bound	ppmi_sel	10_10	5000	5e3	nav	4_4	309	hoop	0.28055184028407787
hoop.foc10.nav.ppmi_sel.bound.min1.soc4.nav.10000	-0.4253400202088283	-0.16557588237568	577	1	nav	bound	ppmi_sel	10_10	10000	1e4	nav	4_4	309	hoop	0.2740842046348656
hoop.foc10.nav.ppmi_sel.bound.min1.soc4.nav.foc	-0.3838073822061488	-0.12432870502973788	577	1	nav	bound	ppmi_sel	10_10	foc	577	nav	4_4	309	hoop	0.29269037460171277
hoop.foc10.nav.ppmi_sel.bound.min1.soc10.nav.5000	-0.4108250537365368	0.08590174114958467	577	1	nav	bound	ppmi_sel	10_10	5000	5e3	nav	10_10	309	hoop	0.26961230075119996
hoop.foc10.nav.ppmi_sel.bound.min1.soc10.nav.10000	-0.3197904154789908	-0.06984049645801602	577	1	nav	bound	ppmi_sel	10_10	10000	1e4	nav	10_10	309	hoop	0.26817557712984835
hoop.foc10.nav.ppmi_sel.bound.min1.soc10.nav.foc	-0.3791109927465855	0.1639895901440923	577	1	nav	bound	ppmi_sel	10_10	foc	577	nav	10_10	309	hoop	0.28108696732579247
hoop.foc10.nav.ppmi_sel.bound.min1.soc4.all.5000	-0.3021906831200945	-0.12302904068858424	577	1	nav	bound	ppmi_sel	10_10	5000	5e3	all	4_4	309	hoop	0.28188283952618626
hoop.foc10.nav.ppmi_sel.bound.min1.soc4.all.10000	-0.32210613501405333	-0.18063967143573648	577	1	nav	bound	ppmi_sel	10_10	10000	1e4	all	4_4	309	hoop	0.2798470201347582
hoop.foc10.nav.ppmi_sel.bound.min1.soc4.all.foc	-0.39353191986659225	-0.12749914666984455	577	1	nav	bound	ppmi_sel	10_10	foc	577	all	4_4	309	hoop	0.2926859144625962
hoop.foc10.nav.ppmi_sel.bound.min1.soc10.all.5000	-0.4002282657925	0.04753545086413704	577	1	nav	bound	ppmi_sel	10_10	5000	5e3	all	10_10	309	hoop	0.27060729709202197
hoop.foc10.nav.ppmi_sel.bound.min1.soc10.all.10000	-0.3841150557998389	0.03227667210166172	577	1	nav	bound	ppmi_sel	10_10	10000	1e4	all	10_10	309	hoop	0.26973422862304025
hoop.foc10.nav.ppmi_sel.bound.min1.soc10.all.foc	-0.37911099274337734	0.16398959014906778	577	1	nav	bound	ppmi_sel	10_10	foc	577	all	10_10	309	hoop	0.28108696732579247
hoop.foc10.nav.no_ppmi.bound.min1.soc4.nav.5000	-0.24349301142334628	-0.32503096484751565	996	1	nav	bound	no_ppmi	10_10	5000	5e3	nav	4_4	316	hoop	0.27324378588988085
hoop.foc10.nav.no_ppmi.bound.min1.soc4.nav.10000	-0.27762069275053036	-0.37386304727494973	996	1	nav	bound	no_ppmi	10_10	10000	1e4	nav	4_4	316	hoop	0.26791183315609474
hoop.foc10.nav.no_ppmi.bound.min1.soc4.nav.foc	-0.11579483591643217	-0.30954085487305494	996	1	nav	bound	no_ppmi	10_10	foc	996	nav	4_4	316	hoop	0.28142564424397126
hoop.foc10.nav.no_ppmi.bound.min1.soc10.nav.5000	-0.4713265536549517	0.05454776473413495	996	1	nav	bound	no_ppmi	10_10	5000	5e3	nav	10_10	316	hoop	0.2620343707813184
hoop.foc10.nav.no_ppmi.bound.min1.soc10.nav.10000	-0.3462848504053637	-0.16025250310570976	996	1	nav	bound	no_ppmi	10_10	10000	1e4	nav	10_10	316	hoop	0.2578151546351057
hoop.foc10.nav.no_ppmi.bound.min1.soc10.nav.foc	-0.35966231234114815	0.1349385495974964	996	1	nav	bound	no_ppmi	10_10	foc	996	nav	10_10	316	hoop	0.26860008866597457
hoop.foc10.nav.no_ppmi.bound.min1.soc4.all.5000	-0.19771587716123082	-0.35796108789151904	996	1	nav	bound	no_ppmi	10_10	5000	5e3	all	4_4	316	hoop	0.2750589370649403
hoop.foc10.nav.no_ppmi.bound.min1.soc4.all.10000	-0.2036778081660526	-0.35992854568779886	996	1	nav	bound	no_ppmi	10_10	10000	1e4	all	4_4	316	hoop	0.27177983486946383
hoop.foc10.nav.no_ppmi.bound.min1.soc4.all.foc	-0.11966790703439116	-0.32983048848964314	996	1	nav	bound	no_ppmi	10_10	foc	996	all	4_4	316	hoop	0.28066088938012623
hoop.foc10.nav.no_ppmi.bound.min1.soc10.all.5000	-0.43606850907893924	0.03839254648853961	996	1	nav	bound	no_ppmi	10_10	5000	5e3	all	10_10	316	hoop	0.2638816114373526
hoop.foc10.nav.no_ppmi.bound.min1.soc10.all.10000	-0.4805506590612022	0.050465326649532405	996	1	nav	bound	no_ppmi	10_10	10000	1e4	all	10_10	316	hoop	0.26158276742827424
hoop.foc10.nav.no_ppmi.bound.min1.soc10.all.foc	-0.37857436161566893	0.13738380370980957	996	1	nav	bound	no_ppmi	10_10	foc	996	all	10_10	316	hoop	0.2685472804932968
hoop.foc10.all.ppmi_weight.bound.min1.soc4.nav.5000	0.13648924485229916	0.10467548446270519	686	1	all	bound	ppmi_weight	10_10	5000	5e3	nav	4_4	320	hoop	0.2743618612276031
hoop.foc10.all.ppmi_weight.bound.min1.soc4.nav.10000	0.20901175731277624	0.19764282459738508	686	1	all	bound	ppmi_weight	10_10	10000	1e4	nav	4_4	320	hoop	0.27013632592167486
hoop.foc10.all.ppmi_weight.bound.min1.soc4.nav.foc	0.20114459699460815	0.21569802308422742	686	1	all	bound	ppmi_weight	10_10	foc	686	nav	4_4	320	hoop	0.27870798744049435
hoop.foc10.all.ppmi_weight.bound.min1.soc10.nav.5000	0.01839108310253135	0.23887390244821455	686	1	all	bound	ppmi_weight	10_10	5000	5e3	nav	10_10	320	hoop	0.274831818897825
hoop.foc10.all.ppmi_weight.bound.min1.soc10.nav.10000	0.003631506322404132	0.28432823308468413	686	1	all	bound	ppmi_weight	10_10	10000	1e4	nav	10_10	320	hoop	0.27075420583057774
hoop.foc10.all.ppmi_weight.bound.min1.soc10.nav.foc	0.08730996451609718	0.20987690070134812	686	1	all	bound	ppmi_weight	10_10	foc	686	nav	10_10	320	hoop	0.28369584476192816
hoop.foc10.all.ppmi_weight.bound.min1.soc4.all.5000	0.20861488117308824	0.11413148536695608	686	1	all	bound	ppmi_weight	10_10	5000	5e3	all	4_4	320	hoop	0.27274877427867916
hoop.foc10.all.ppmi_weight.bound.min1.soc4.all.10000	0.1858192402489215	0.15558924798337556	686	1	all	bound	ppmi_weight	10_10	10000	1e4	all	4_4	320	hoop	0.26987258997268304
hoop.foc10.all.ppmi_weight.bound.min1.soc4.all.foc	0.20114459699699666	0.21569802308270453	686	1	all	bound	ppmi_weight	10_10	foc	686	all	4_4	320	hoop	0.27870798744049435
hoop.foc10.all.ppmi_weight.bound.min1.soc10.all.5000	0.05196904539940567	0.2202566848946698	686	1	all	bound	ppmi_weight	10_10	5000	5e3	all	10_10	320	hoop	0.2762301452834095
hoop.foc10.all.ppmi_weight.bound.min1.soc10.all.10000	0.050609951503249796	0.171318055591012	686	1	all	bound	ppmi_weight	10_10	10000	1e4	all	10_10	320	hoop	0.2752830643761993
hoop.foc10.all.ppmi_weight.bound.min1.soc10.all.foc	0.10974997495874363	0.1763241115959988	686	1	all	bound	ppmi_weight	10_10	foc	686	all	10_10	320	hoop	0.2837530368656498
hoop.foc10.all.ppmi_sel.bound.min1.soc4.nav.5000	0.45357100719020926	-0.007341453933242443	686	1	all	bound	ppmi_sel	10_10	5000	5e3	nav	4_4	320	hoop	0.2436695344532596
hoop.foc10.all.ppmi_sel.bound.min1.soc4.nav.10000	0.4741250523282327	-0.00955077920720309	686	1	all	bound	ppmi_sel	10_10	10000	1e4	nav	4_4	320	hoop	0.24085230381127487
hoop.foc10.all.ppmi_sel.bound.min1.soc4.nav.foc	0.3996687067614361	0.02270080890307589	686	1	all	bound	ppmi_sel	10_10	foc	686	nav	4_4	320	hoop	0.2555875736832342
hoop.foc10.all.ppmi_sel.bound.min1.soc10.nav.5000	0.26543809865513307	-0.0406681073649708	686	1	all	bound	ppmi_sel	10_10	5000	5e3	nav	10_10	320	hoop	0.2536304265613257
hoop.foc10.all.ppmi_sel.bound.min1.soc10.nav.10000	0.2811539460453501	-0.03542948708577737	686	1	all	bound	ppmi_sel	10_10	10000	1e4	nav	10_10	320	hoop	0.2516318264316923
hoop.foc10.all.ppmi_sel.bound.min1.soc10.nav.foc	0.19309027687612265	-0.04209357506539348	686	1	all	bound	ppmi_sel	10_10	foc	686	nav	10_10	320	hoop	0.2574714434509551
hoop.foc10.all.ppmi_sel.bound.min1.soc4.all.5000	0.4563567647772033	-0.014229437652153546	686	1	all	bound	ppmi_sel	10_10	5000	5e3	all	4_4	320	hoop	0.2428335062076301
hoop.foc10.all.ppmi_sel.bound.min1.soc4.all.10000	0.45908248343540997	-0.009173463160849753	686	1	all	bound	ppmi_sel	10_10	10000	1e4	all	4_4	320	hoop	0.24023665570468716
hoop.foc10.all.ppmi_sel.bound.min1.soc4.all.foc	0.39966871420613653	0.02270080887618999	686	1	all	bound	ppmi_sel	10_10	foc	686	all	4_4	320	hoop	0.2555875736832342
hoop.foc10.all.ppmi_sel.bound.min1.soc10.all.5000	0.27150701266517757	-0.046798980173187545	686	1	all	bound	ppmi_sel	10_10	5000	5e3	all	10_10	320	hoop	0.25020597445486237
