_cws.blik.foc10.nav.ppmi_weight.bound	_count.blik.foc10.nav.ppmi_weight.bound	_cws.blik.foc10.nav.ppmi_sel.bound	_count.blik.foc10.nav.ppmi_sel.bound	_cws.blik.foc10.nav.no_ppmi.bound	_count.blik.foc10.nav.no_ppmi.bound	_cws.blik.foc10.all.ppmi_weight.bound	_count.blik.foc10.all.ppmi_weight.bound	_cws.blik.foc10.all.ppmi_sel.bound	_count.blik.foc10.all.ppmi_sel.bound	_cws.blik.foc10.all.no_ppmi.bound	_count.blik.foc10.all.no_ppmi.bound	_cws.blik.foc5.nav.ppmi_weight.bound	_count.blik.foc5.nav.ppmi_weight.bound	_cws.blik.foc5.nav.ppmi_sel.bound	_count.blik.foc5.nav.ppmi_sel.bound	_cws.blik.foc5.nav.no_ppmi.bound	_count.blik.foc5.nav.no_ppmi.bound	_cws.blik.foc5.all.ppmi_weight.bound	_count.blik.foc5.all.ppmi_weight.bound	_cws.blik.foc5.all.ppmi_sel.bound	_count.blik.foc5.all.ppmi_sel.bound	_cws.blik.foc5.all.no_ppmi.bound	_count.blik.foc5.all.no_ppmi.bound	_ctxt.blik.foc10.nav.ppmi_weight.bound	_ctxt.blik.foc10.nav.ppmi_sel.bound	_ctxt.blik.foc10.nav.no_ppmi.bound	_ctxt.blik.foc10.all.ppmi_weight.bound	_ctxt.blik.foc10.all.ppmi_sel.bound	_ctxt.blik.foc10.all.no_ppmi.bound	_ctxt.blik.foc5.nav.ppmi_weight.bound	_ctxt.blik.foc5.nav.ppmi_sel.bound	_ctxt.blik.foc5.nav.no_ppmi.bound	_ctxt.blik.foc5.all.ppmi_weight.bound	_ctxt.blik.foc5.all.ppmi_sel.bound	_ctxt.blik.foc5.all.no_ppmi.bound	_ctxt.raw	old_id	type	batch	majority_conf	mean_conf	majority_sense	majority_agreement	full_agreement	_id
luik/noun;trek_op/verb	2	luik/noun;trek_op/verb	2	ben/verb;geheel/adj;huis/noun;luik/noun;sluit/verb;trek_op/verb;woon/verb	7	altijd/adv;dat/pron;de/det;een/det;hij/pron;luik/noun;trek_op/verb;uit/prep	8	altijd/adv;dat/pron;de/det;een/det;hij/pron;luik/noun;trek_op/verb;uit/prep	8	altijd/adv;ben/verb;dat/pron;de/det;een/det;geheel/adj;hij/pron;huis/noun;in/prep;luik/noun;sluit/verb;trek_op/verb;uit/prep;woon/verb	14	luik/noun;trek_op/verb	2	luik/noun;trek_op/verb	2	geheel/adj;luik/noun;trek_op/verb	3	dat/pron;de/det;luik/noun;trek_op/verb;uit/prep	5	dat/pron;de/det;luik/noun;trek_op/verb;uit/prep	5	dat/pron;de/det;geheel/adj;luik/noun;trek_op/verb;uit/prep	6	"erg gelukkig . Hij woont in een huis dat geheel is <em>opgetrokken</em> uit <span class=""target"">blik</span> , en waarvan de <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . Hij woont in een huis dat geheel is <em>opgetrokken</em> uit <span class=""target"">blik</span> , en waarvan de <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . Hij <em>woont</em> in een <em>huis</em> dat <em>geheel</em> <em>is</em> <em>opgetrokken</em> uit <span class=""target"">blik</span> , en waarvan de <em>luiken</em> altijd <em>gesloten</em> <em>zijn</em> ` want er is niets te zien"	"erg gelukkig . <em>Hij</em> woont in <em>een</em> huis <em>dat</em> geheel is <em>opgetrokken</em> <em>uit</em> <span class=""target"">blik</span> , en waarvan <em>de</em> <em>luiken</em> <em>altijd</em> gesloten zijn ` want er is niets te zien"	"erg gelukkig . <em>Hij</em> woont in <em>een</em> huis <em>dat</em> geheel is <em>opgetrokken</em> <em>uit</em> <span class=""target"">blik</span> , en waarvan <em>de</em> <em>luiken</em> <em>altijd</em> gesloten zijn ` want er is niets te zien"	"erg gelukkig . <em>Hij</em> <em>woont</em> <em>in</em> <em>een</em> <em>huis</em> <em>dat</em> <em>geheel</em> <em>is</em> <em>opgetrokken</em> <em>uit</em> <span class=""target"">blik</span> , en waarvan <em>de</em> <em>luiken</em> <em>altijd</em> <em>gesloten</em> <em>zijn</em> ` want er is niets te zien"	"erg gelukkig . Hij woont in een huis dat geheel is <em>opgetrokken</em> uit <span class=""target"">blik</span> , en waarvan de <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . Hij woont in een huis dat geheel is <em>opgetrokken</em> uit <span class=""target"">blik</span> , en waarvan de <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . Hij woont in een huis dat <em>geheel</em> is <em>opgetrokken</em> uit <span class=""target"">blik</span> , en waarvan de <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . Hij woont in een huis <em>dat</em> geheel is <em>opgetrokken</em> <em>uit</em> <span class=""target"">blik</span> , en waarvan <em>de</em> <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . Hij woont in een huis <em>dat</em> geheel is <em>opgetrokken</em> <em>uit</em> <span class=""target"">blik</span> , en waarvan <em>de</em> <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . Hij woont in een huis <em>dat</em> <em>geheel</em> is <em>opgetrokken</em> <em>uit</em> <span class=""target"">blik</span> , en waarvan <em>de</em> <em>luiken</em> altijd gesloten zijn ` want er is niets te zien"	"erg gelukkig . <span class=""target"">Hij</span> <span class=""target"">woont</span> <span class=""target"">in</span> <span class=""target"">een</span> <span class=""target"">huis</span> <span class=""target"">dat</span> <span class=""target"">geheel</span> <span class=""target"">is</span> <span class=""target"">opgetrokken</span> <span class=""target"">uit</span> <span class=""target"">blik</span> <span class=""target"">,</span> <span class=""target"">en</span> <span class=""target"">waarvan</span> <span class=""target"">de</span> <span class=""target"">luiken</span> <span class=""target"">altijd</span> <span class=""target"">gesloten</span> <span class=""target"">zijn</span> <span class=""target"">`</span> <span class=""target"">want</span> er is niets te zien"	blik/noun/nrc_handelsblad_20020426_21/29	blik	blik_1	0.6887200555822022	0.6887200555822022	blik_4	1.0	True	blik/noun/nrc_handelsblad_20020426_21/33
bekritiseer/verb;grauw/adj;inkt_zwart/adj;kat/noun	4	bekritiseer/verb;grauw/adj;inkt_zwart/adj;kat/noun	4	bekritiseer/verb;grauw/adj;heb/verb;inkt_zwart/adj;kat/noun;terecht/adj;word/verb	7	bekritiseer/verb;grauw/adj;inkt_zwart/adj;kat/noun	4	bekritiseer/verb;grauw/adj;inkt_zwart/adj;kat/noun	4	alle/det;bekritiseer/verb;deze/det;grauw/adj;heb/verb;inkt_zwart/adj;kat/noun;om/prep;terecht/adj;word/verb	10	inkt_zwart/adj;kat/noun	2	inkt_zwart/adj;kat/noun	2	inkt_zwart/adj;kat/noun	2	inkt_zwart/adj;kat/noun	2	inkt_zwart/adj;kat/noun	2	alle/det;deze/det;inkt_zwart/adj;kat/noun;om/prep	5	"techniek . Jürgen Habermas heeft Heidegger terecht <em>bekritiseerd</em> om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> <em>grauw</em> worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht <em>bekritiseerd</em> om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> <em>grauw</em> worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas <em>heeft</em> Heidegger <em>terecht</em> <em>bekritiseerd</em> om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> <em>grauw</em> <em>worden</em> . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht <em>bekritiseerd</em> om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> <em>grauw</em> worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht <em>bekritiseerd</em> om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> <em>grauw</em> worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas <em>heeft</em> Heidegger <em>terecht</em> <em>bekritiseerd</em> <em>om</em> <em>deze</em> <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin <em>alle</em> <em>katten</em> <em>grauw</em> <em>worden</em> . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht bekritiseerd om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> grauw worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht bekritiseerd om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> grauw worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht bekritiseerd om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> grauw worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht bekritiseerd om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> grauw worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht bekritiseerd om deze <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin alle <em>katten</em> grauw worden . Voor een minder metafysische geest"	"techniek . Jürgen Habermas heeft Heidegger terecht bekritiseerd <em>om</em> <em>deze</em> <em>inktzwarte</em> ` nivellerende <span class=""target"">blik</span> ' , waarin <em>alle</em> <em>katten</em> grauw worden . Voor een minder metafysische geest"	"techniek . Jürgen <span class=""target"">Habermas</span> <span class=""target"">heeft</span> <span class=""target"">Heidegger</span> <span class=""target"">terecht</span> <span class=""target"">bekritiseerd</span> <span class=""target"">om</span> <span class=""target"">deze</span> <span class=""target"">inktzwarte</span> <span class=""target"">`</span> <span class=""target"">nivellerende</span> <span class=""target"">blik</span> <span class=""target"">'</span> <span class=""target"">,</span> <span class=""target"">waarin</span> <span class=""target"">alle</span> <span class=""target"">katten</span> <span class=""target"">grauw</span> <span class=""target"">worden</span> <span class=""target"">.</span> Voor een minder metafysische geest"	blik/noun/nrc_handelsblad_20010313_55/749	blik	blik_1	-0.9100854183517226	-0.9279528366207822	blik_3	0.6666666666666666	False	blik/noun/nrc_handelsblad_20010313_55/809
bot/adj;collega/noun;richting/noun;verliefd/adj	4	bot/adj;collega/noun;richting/noun;verliefd/adj	4	beschuldig/verb;bot/adj;collega/noun;maak/verb;richting/noun;verliefd/adj	6	bot/adj;collega/noun;de/det;een/det;richting/noun;verliefd/adj;zijn/det	7	bot/adj;collega/noun;de/det;een/det;richting/noun;verliefd/adj;zijn/det	7	beschuldig/verb;bot/adj;collega/noun;de/det;een/det;in/prep;maak/verb;richting/noun;te/adv;van/prep;verliefd/adj;zijn/det	12	collega/noun;richting/noun;verliefd/adj	3	collega/noun;richting/noun;verliefd/adj	3	collega/noun;richting/noun;verliefd/adj	3	collega/noun;de/det;een/det;richting/noun;verliefd/adj	5	collega/noun;de/det;een/det;richting/noun;verliefd/adj	5	collega/noun;de/det;een/det;in/prep;richting/noun;te/adv;van/prep;verliefd/adj	8	"nu . De <em>botte</em> Genee beschuldigde zijn twee <em>collega's</em> van een te <em>verliefde</em> <span class=""target"">blik</span> in de <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De <em>botte</em> Genee beschuldigde zijn twee <em>collega's</em> van een te <em>verliefde</em> <span class=""target"">blik</span> in de <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De <em>botte</em> Genee <em>beschuldigde</em> zijn twee <em>collega's</em> van een te <em>verliefde</em> <span class=""target"">blik</span> in de <em>richting</em> van jongenszanger Roel Felius , en <em>maakte</em> het nog erger door de"	"nu . De <em>botte</em> Genee beschuldigde <em>zijn</em> twee <em>collega's</em> van <em>een</em> te <em>verliefde</em> <span class=""target"">blik</span> in <em>de</em> <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De <em>botte</em> Genee beschuldigde <em>zijn</em> twee <em>collega's</em> van <em>een</em> te <em>verliefde</em> <span class=""target"">blik</span> in <em>de</em> <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De <em>botte</em> Genee <em>beschuldigde</em> <em>zijn</em> twee <em>collega's</em> <em>van</em> <em>een</em> <em>te</em> <em>verliefde</em> <span class=""target"">blik</span> <em>in</em> <em>de</em> <em>richting</em> <em>van</em> jongenszanger Roel Felius , en <em>maakte</em> het nog erger door de"	"nu . De botte Genee beschuldigde zijn twee <em>collega's</em> van een te <em>verliefde</em> <span class=""target"">blik</span> in de <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De botte Genee beschuldigde zijn twee <em>collega's</em> van een te <em>verliefde</em> <span class=""target"">blik</span> in de <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De botte Genee beschuldigde zijn twee <em>collega's</em> van een te <em>verliefde</em> <span class=""target"">blik</span> in de <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De botte Genee beschuldigde zijn twee <em>collega's</em> van <em>een</em> te <em>verliefde</em> <span class=""target"">blik</span> in <em>de</em> <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De botte Genee beschuldigde zijn twee <em>collega's</em> van <em>een</em> te <em>verliefde</em> <span class=""target"">blik</span> in <em>de</em> <em>richting</em> van jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De botte Genee beschuldigde zijn twee <em>collega's</em> <em>van</em> <em>een</em> <em>te</em> <em>verliefde</em> <span class=""target"">blik</span> <em>in</em> <em>de</em> <em>richting</em> <em>van</em> jongenszanger Roel Felius , en maakte het nog erger door de"	"nu . De <span class=""target"">botte</span> <span class=""target"">Genee</span> <span class=""target"">beschuldigde</span> <span class=""target"">zijn</span> <span class=""target"">twee</span> <span class=""target"">collega's</span> <span class=""target"">van</span> <span class=""target"">een</span> <span class=""target"">te</span> <span class=""target"">verliefde</span> <span class=""target"">blik</span> <span class=""target"">in</span> <span class=""target"">de</span> <span class=""target"">richting</span> <span class=""target"">van</span> <span class=""target"">jongenszanger</span> <span class=""target"">Roel</span> <span class=""target"">Felius</span> <span class=""target"">,</span> <span class=""target"">en</span> <span class=""target"">maakte</span> het nog erger door de"	blik/noun/nrc_handelsblad_20031112_100/330	blik	blik_1	0.6887200555822022	0.6887200555822022	blik_1	1.0	True	blik/noun/nrc_handelsblad_20031112_100/362
boekenkast/noun;dring/verb;nergens/noun;sympathie/noun;weemoedig/adj	5	boekenkast/noun;dring/verb;nergens/noun;sympathie/noun;weemoedig/adj	5	boekenkast/noun;dring/verb;laat/adj;lig/verb;nergens/noun;sympathie/noun;weemoedig/adj	7	boekenkast/noun;de/det;door/prep;dring/verb;een/det;nergens/noun;op/prep;sympathie/noun;vooral/adv;weemoedig/adj;zijn/det	11	boekenkast/noun;de/det;door/prep;dring/verb;een/det;nergens/noun;op/prep;sympathie/noun;vooral/adv;weemoedig/adj;zijn/det	11	boekenkast/noun;de/det;door/prep;dring/verb;een/det;laat/adj;lig/verb;nergens/noun;op/prep;sympathie/noun;van/prep;vooral/adv;weemoedig/adj;zijn/det	14	boekenkast/noun;weemoedig/adj	2	boekenkast/noun;weemoedig/adj	2	boekenkast/noun;laat/adj;weemoedig/adj	3	boekenkast/noun;de/det;door/prep;een/det;op/prep;weemoedig/adj	6	boekenkast/noun;de/det;door/prep;een/det;op/prep;weemoedig/adj	6	boekenkast/noun;de/det;door/prep;een/det;laat/adj;op/prep;van/prep;weemoedig/adj	8	"geen twijfel over bestaan waar zijn <em>sympathie</em> ligt , vooral door een laatste , <em>weemoedige</em> <span class=""target"">blik</span> op de <em>boekenkast</em> van Rémy , maar <em>dringt</em> <em>nergens</em> zijn visie hinderlijk op ."	"geen twijfel over bestaan waar zijn <em>sympathie</em> ligt , vooral door een laatste , <em>weemoedige</em> <span class=""target"">blik</span> op de <em>boekenkast</em> van Rémy , maar <em>dringt</em> <em>nergens</em> zijn visie hinderlijk op ."	"geen twijfel over bestaan waar zijn <em>sympathie</em> <em>ligt</em> , vooral door een <em>laatste</em> , <em>weemoedige</em> <span class=""target"">blik</span> op de <em>boekenkast</em> van Rémy , maar <em>dringt</em> <em>nergens</em> zijn visie hinderlijk op ."	"geen twijfel over bestaan waar <em>zijn</em> <em>sympathie</em> ligt , <em>vooral</em> <em>door</em> <em>een</em> laatste , <em>weemoedige</em> <span class=""target"">blik</span> <em>op</em> <em>de</em> <em>boekenkast</em> van Rémy , maar <em>dringt</em> <em>nergens</em> <em>zijn</em> visie hinderlijk op ."	"geen twijfel over bestaan waar <em>zijn</em> <em>sympathie</em> ligt , <em>vooral</em> <em>door</em> <em>een</em> laatste , <em>weemoedige</em> <span class=""target"">blik</span> <em>op</em> <em>de</em> <em>boekenkast</em> van Rémy , maar <em>dringt</em> <em>nergens</em> <em>zijn</em> visie hinderlijk op ."	"geen twijfel over bestaan waar <em>zijn</em> <em>sympathie</em> <em>ligt</em> , <em>vooral</em> <em>door</em> <em>een</em> <em>laatste</em> , <em>weemoedige</em> <span class=""target"">blik</span> <em>op</em> <em>de</em> <em>boekenkast</em> <em>van</em> Rémy , maar <em>dringt</em> <em>nergens</em> <em>zijn</em> visie hinderlijk op ."	"geen twijfel over bestaan waar zijn sympathie ligt , vooral door een laatste , <em>weemoedige</em> <span class=""target"">blik</span> op de <em>boekenkast</em> van Rémy , maar dringt nergens zijn visie hinderlijk op ."	"geen twijfel over bestaan waar zijn sympathie ligt , vooral door een laatste , <em>weemoedige</em> <span class=""target"">blik</span> op de <em>boekenkast</em> van Rémy , maar dringt nergens zijn visie hinderlijk op ."	"geen twijfel over bestaan waar zijn sympathie ligt , vooral door een <em>laatste</em> , <em>weemoedige</em> <span class=""target"">blik</span> op de <em>boekenkast</em> van Rémy , maar dringt nergens zijn visie hinderlijk op ."	"geen twijfel over bestaan waar zijn sympathie ligt , vooral <em>door</em> <em>een</em> laatste , <em>weemoedige</em> <span class=""target"">blik</span> <em>op</em> <em>de</em> <em>boekenkast</em> van Rémy , maar dringt nergens zijn visie hinderlijk op ."	"geen twijfel over bestaan waar zijn sympathie ligt , vooral <em>door</em> <em>een</em> laatste , <em>weemoedige</em> <span class=""target"">blik</span> <em>op</em> <em>de</em> <em>boekenkast</em> van Rémy , maar dringt nergens zijn visie hinderlijk op ."	"geen twijfel over bestaan waar zijn sympathie ligt , vooral <em>door</em> <em>een</em> <em>laatste</em> , <em>weemoedige</em> <span class=""target"">blik</span> <em>op</em> <em>de</em> <em>boekenkast</em> <em>van</em> Rémy , maar dringt nergens zijn visie hinderlijk op ."	"geen twijfel over bestaan waar <span class=""target"">zijn</span> <span class=""target"">sympathie</span> <span class=""target"">ligt</span> <span class=""target"">,</span> <span class=""target"">vooral</span> <span class=""target"">door</span> <span class=""target"">een</span> <span class=""target"">laatste</span> <span class=""target"">,</span> <span class=""target"">weemoedige</span> <span class=""target"">blik</span> <span class=""target"">op</span> <span class=""target"">de</span> <span class=""target"">boekenkast</span> <span class=""target"">van</span> <span class=""target"">Rémy</span> <span class=""target"">,</span> <span class=""target"">maar</span> <span class=""target"">dringt</span> <span class=""target"">nergens</span> <span class=""target"">zijn</span> visie hinderlijk op ."	blik/noun/nrc_handelsblad_20040506_133/424	blik	blik_1	0.6887200555822022	0.6887200555822022	blik_1	1.0	True	blik/noun/nrc_handelsblad_20040506_133/462
bühne/noun;richt/verb;sta/verb	3	bühne/noun;richt/verb;sta/verb	3	ben/verb;bühne/noun;richt/verb;sta/verb;zover/adj	5	bühne/noun;de/det;ik/pron;op/prep;richt/verb;sta/verb	6	bühne/noun;de/det;ik/pron;op/prep;richt/verb;sta/verb	6	ben/verb;bühne/noun;de/det;dus/adv;ik/pron;inmiddels/adv;op/prep;richt/verb;sta/verb;zover/adj	10	richt/verb	1	richt/verb	1	richt/verb;zover/adj	2	ik/pron;op/prep;richt/verb	3	ik/pron;op/prep;richt/verb	3	dus/adv;ik/pron;op/prep;richt/verb;zover/adj	5	"me introvert te dansen . Inmiddels ben ik dus zover dat ik de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl ik op de <em>bühne</em> <em>stá</em> . "" Wat is het"	"me introvert te dansen . Inmiddels ben ik dus zover dat ik de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl ik op de <em>bühne</em> <em>stá</em> . "" Wat is het"	"me introvert te dansen . Inmiddels <em>ben</em> ik dus <em>zover</em> dat ik de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl ik op de <em>bühne</em> <em>stá</em> . "" Wat is het"	"me introvert te dansen . Inmiddels ben <em>ik</em> dus zover dat <em>ik</em> <em>de</em> <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl <em>ik</em> <em>op</em> <em>de</em> <em>bühne</em> <em>stá</em> . "" Wat is het"	"me introvert te dansen . Inmiddels ben <em>ik</em> dus zover dat <em>ik</em> <em>de</em> <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl <em>ik</em> <em>op</em> <em>de</em> <em>bühne</em> <em>stá</em> . "" Wat is het"	"me introvert te dansen . <em>Inmiddels</em> <em>ben</em> <em>ik</em> <em>dus</em> <em>zover</em> dat <em>ik</em> <em>de</em> <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl <em>ik</em> <em>op</em> <em>de</em> <em>bühne</em> <em>stá</em> . "" Wat is het"	"me introvert te dansen . Inmiddels ben ik dus zover dat ik de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl ik op de bühne stá . "" Wat is het"	"me introvert te dansen . Inmiddels ben ik dus zover dat ik de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl ik op de bühne stá . "" Wat is het"	"me introvert te dansen . Inmiddels ben ik dus <em>zover</em> dat ik de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl ik op de bühne stá . "" Wat is het"	"me introvert te dansen . Inmiddels ben ik dus zover dat <em>ik</em> de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl <em>ik</em> <em>op</em> de bühne stá . "" Wat is het"	"me introvert te dansen . Inmiddels ben ik dus zover dat <em>ik</em> de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl <em>ik</em> <em>op</em> de bühne stá . "" Wat is het"	"me introvert te dansen . Inmiddels ben ik <em>dus</em> <em>zover</em> dat <em>ik</em> de <span class=""target"">blik</span> naarbinnen <em>richt</em> terwijl <em>ik</em> <em>op</em> de bühne stá . "" Wat is het"	"me introvert te dansen . <span class=""target"">Inmiddels</span> <span class=""target"">ben</span> <span class=""target"">ik</span> <span class=""target"">dus</span> <span class=""target"">zover</span> <span class=""target"">dat</span> <span class=""target"">ik</span> <span class=""target"">de</span> <span class=""target"">blik</span> <span class=""target"">naarbinnen</span> <span class=""target"">richt</span> <span class=""target"">terwijl</span> <span class=""target"">ik</span> <span class=""target"">op</span> <span class=""target"">de</span> <span class=""target"">bühne</span> <span class=""target"">stá</span> <span class=""target"">.</span> <span class=""target"">""</span> Wat is het"	blik/noun/nrc_handelsblad_20010111_49/925	blik	blik_1	-0.3046323965693081	-0.3046323965693081	no_agreement	0.3333333333333333	False	blik/noun/nrc_handelsblad_20010111_49/1047
