_id	_cws.heet.foc10.nav.weight.bound	_count.heet.foc10.nav.weight.bound	_cws.heet.foc10.nav.selection.bound	_count.heet.foc10.nav.selection.bound	_cws.heet.foc10.nav.no.bound	_count.heet.foc10.nav.no.bound	_cws.heet.foc10.all.weight.bound	_count.heet.foc10.all.weight.bound	_cws.heet.foc10.all.selection.bound	_count.heet.foc10.all.selection.bound	_cws.heet.foc10.all.no.bound	_count.heet.foc10.all.no.bound	_cws.heet.foc5.nav.weight.bound	_count.heet.foc5.nav.weight.bound	_cws.heet.foc5.nav.selection.bound	_count.heet.foc5.nav.selection.bound	_cws.heet.foc5.nav.no.bound	_count.heet.foc5.nav.no.bound	_cws.heet.foc5.all.weight.bound	_count.heet.foc5.all.weight.bound	_cws.heet.foc5.all.selection.bound	_count.heet.foc5.all.selection.bound	_cws.heet.foc5.all.no.bound	_count.heet.foc5.all.no.bound
heet/adj/nrc_handelsblad_20000127_102/240	gans/adj;verlangen/noun;vervul/verb	3	gans/adj;verlangen/noun;vervul/verb	3	gans/adj;verlangen/noun;vervul/verb	3	gans/adj;hem/pron;het/det;verlangen/noun;vervul/verb	5	gans/adj;hem/pron;het/det;verlangen/noun;vervul/verb	5	dat/pron;gans/adj;hem/pron;het/det;van/prep;verlangen/noun;vervul/verb	7	gans/adj;verlangen/noun;vervul/verb	3	gans/adj;verlangen/noun;vervul/verb	3	gans/adj;verlangen/noun;vervul/verb	3	gans/adj;hem/pron;het/det;verlangen/noun;vervul/verb	5	gans/adj;hem/pron;het/det;verlangen/noun;vervul/verb	5	dat/pron;gans/adj;hem/pron;het/det;van/prep;verlangen/noun;vervul/verb	7
heet/adj/nrc_handelsblad_20020831_99/100	hang_ijzer/noun;koningshuis/noun;seks/noun	3	hang_ijzer/noun;koningshuis/noun;seks/noun	3	ander/adj;god/noun;hang_ijzer/noun;heb/verb;jaar/noun;koningshuis/noun;laat/adj;reageer/verb;seks/noun	9	de/det;hang_ijzer/noun;koningshuis/noun;op/prep;seks/noun	5	de/det;hang_ijzer/noun;koningshuis/noun;op/prep;seks/noun	5	ander/adj;de/det;god/noun;hang_ijzer/noun;heb/verb;jaar/noun;koningshuis/noun;laat/adj;op/prep;reageer/verb;seks/noun;van/prep	12	hang_ijzer/noun;koningshuis/noun;seks/noun	3	hang_ijzer/noun;koningshuis/noun;seks/noun	3	ander/adj;hang_ijzer/noun;koningshuis/noun;laat/adj;seks/noun	5	de/det;hang_ijzer/noun;koningshuis/noun;seks/noun	4	de/det;hang_ijzer/noun;koningshuis/noun;seks/noun	4	ander/adj;de/det;hang_ijzer/noun;koningshuis/noun;laat/adj;seks/noun;van/prep	7
heet/adj/nrc_handelsblad_20030804_45/275	Venetiaans/adj;duizenden/noun;middag/noun;vers/noun;zomer/noun	5	Venetiaans/adj;duizenden/noun;middag/noun;vers/noun;zomer/noun	5	Venetiaans/adj;duizenden/noun;middag/noun;roep_op/verb;vers/noun;vrij/adj;zomer/noun	7	Venetiaans/adj;af/part;de/det;duizenden/noun;in/prep;middag/noun;op/part;vers/noun;zomer/noun	9	Venetiaans/adj;af/part;de/det;duizenden/noun;in/prep;middag/noun;op/part;vers/noun;zomer/noun	9	Venetiaans/adj;af/part;de/det;duizenden/noun;hun/det;in/prep;middag/noun;op/part;roep_op/verb;vers/noun;vrij/adj;zomer/noun	12	Venetiaans/adj;vers/noun;zomer/noun	3	Venetiaans/adj;vers/noun;zomer/noun	3	Venetiaans/adj;roep_op/verb;vers/noun;vrij/adj;zomer/noun	5	Venetiaans/adj;de/det;in/prep;op/part;vers/noun;zomer/noun	6	Venetiaans/adj;de/det;in/prep;op/part;vers/noun;zomer/noun	6	Venetiaans/adj;de/det;in/prep;op/part;roep_op/verb;vers/noun;vrij/adj;zomer/noun	8
heet/adj/nrc_handelsblad_20001028_152/636	ben/verb;groen/adj;industrieterrein/noun	3	ben/verb;groen/adj;industrieterrein/noun	3	ben/verb;enorm/adj;groen/adj;industrieterrein/noun;natuur/noun;veel/adj;wat/noun	7	ben/verb;een/det;groen/adj;industrieterrein/noun;niet/adv	5	ben/verb;een/det;groen/adj;industrieterrein/noun;niet/adv	5	ben/verb;een/det;enorm/adj;groen/adj;industrieterrein/noun;meer/det;natuur/noun;niet/adv;nu/adv;reeds/adv;veel/adj;wat/noun	12	ben/verb	1	ben/verb	1	ben/verb;natuur/noun;veel/adj;wat/noun	4	ben/verb;niet/adv	2	ben/verb;niet/adv	2	ben/verb;meer/det;natuur/noun;niet/adv;veel/adj;wat/noun	6
heet/adj/nrc_handelsblad_20001020_146/182	gevolg/noun;snel/adj;voet/noun;word/verb	4	gevolg/noun;snel/adj;voet/noun;word/verb	4	ben_weg/verb;gevolg/noun;mogelijk/adj;snel/adj;voet/noun;word/verb	6	de/det;gevolg/noun;het/det;onder/prep;snel/adj;te/adv;voet/noun;word/verb;zo/adv	9	de/det;gevolg/noun;het/det;onder/prep;snel/adj;te/adv;voet/noun;word/verb;zo/adv	9	ben_weg/verb;de/det;gevolg/noun;het/det;mogelijk/adj;onder/prep;ongeacht/prep;snel/adj;te/adv;voet/noun;voor/prep;word/verb;zo/adv	13	voet/noun;word/verb	2	voet/noun;word/verb	2	ben_weg/verb;mogelijk/adj;voet/noun;word/verb	4	het/det;onder/prep;te/adv;voet/noun;word/verb	5	het/det;onder/prep;te/adv;voet/noun;word/verb	5	ben_weg/verb;het/det;mogelijk/adj;onder/prep;te/adv;voet/noun;word/verb	7
heet/adj/nrc_handelsblad_20010921_21/507	ben/verb;brandweer/noun;zomer/noun	3	ben/verb;brandweer/noun;zomer/noun	3	ben/verb;brandweer/noun;heb/verb;zomer/noun	4	ben/verb;brandweer/noun;de/det;het/det;in/prep;zomer/noun	6	ben/verb;brandweer/noun;de/det;het/det;in/prep;zomer/noun	6	ben/verb;brandweer/noun;de/det;heb/verb;het/det;in/prep;zomer/noun	7	ben/verb;zomer/noun	2	ben/verb;zomer/noun	2	ben/verb;zomer/noun	2	ben/verb;het/det;in/prep;zomer/noun	4	ben/verb;het/det;in/prep;zomer/noun	4	ben/verb;het/det;in/prep;zomer/noun	4
heet/adj/nrc_handelsblad_20010718_12/314	dag/noun;flank/noun;hang/verb;lang/adj;slot/noun	5	dag/noun;flank/noun;hang/verb;lang/adj;slot/noun	5	dag/noun;flank/noun;hang/verb;lang/adj;slot/noun	5	dag/noun;dan/adv;de/det;door/prep;een/det;flank/noun;hang/verb;het/det;lang/adj;slot/noun	10	dag/noun;dan/adv;de/det;door/prep;een/det;flank/noun;hang/verb;het/det;lang/adj;slot/noun	10	aan/prep;dag/noun;dan/adv;de/det;door/prep;een/det;flank/noun;hang/verb;het/det;ik/pron;lang/adj;ook/adv;slot/noun;tegen/prep;van/prep	15	dag/noun;hang/verb;lang/adj;slot/noun	4	dag/noun;hang/verb;lang/adj;slot/noun	4	dag/noun;hang/verb;lang/adj;slot/noun	4	dag/noun;door/prep;een/det;hang/verb;lang/adj;slot/noun	6	dag/noun;door/prep;een/det;hang/verb;lang/adj;slot/noun	6	dag/noun;door/prep;een/det;hang/verb;lang/adj;slot/noun	6
heet/adj/nrc_handelsblad_19991120_9/62	bak/noun;ben/verb;drukkend/adj;regen/noun;weersomstandigheden/noun;zit/verb	6	bak/noun;ben/verb;drukkend/adj;regen/noun;weersomstandigheden/noun;zit/verb	6	bak/noun;ben/verb;drukkend/adj;het/noun;kom/verb;regen/noun;weersomstandigheden/noun;zit/verb	8	bak/noun;ben/verb;beneden/adv;de/det;drukkend/adj;onder/prep;regen/noun;weersomstandigheden/noun;zit/verb	9	bak/noun;ben/verb;beneden/adv;de/det;drukkend/adj;onder/prep;regen/noun;weersomstandigheden/noun;zit/verb	9	alle/det;bak/noun;ben/verb;beneden/adv;bij/prep;de/det;drukkend/adj;er/adv;het/noun;kom/verb;naar/prep;nu/adv;onder/prep;regen/noun;weersomstandigheden/noun;zit/verb	16	ben/verb;drukkend/adj;regen/noun	3	ben/verb;drukkend/adj;regen/noun	3	ben/verb;drukkend/adj;het/noun;regen/noun	4	ben/verb;de/det;drukkend/adj;regen/noun	4	ben/verb;de/det;drukkend/adj;regen/noun	4	ben/verb;bij/prep;de/det;drukkend/adj;het/noun;nu/adv;regen/noun	7
heet/adj/nrc_handelsblad_20000919_115/2007	ben/verb;coalitiepartner/noun;hang_ijzer/noun;lig/verb	4	ben/verb;coalitiepartner/noun;hang_ijzer/noun;lig/verb	4	ben/verb;blijk/verb;coalitiepartner/noun;hang_ijzer/noun;lig/verb	5	ben/verb;coalitiepartner/noun;een/det;hang_ijzer/noun;lig/verb	5	ben/verb;coalitiepartner/noun;een/det;hang_ijzer/noun;lig/verb	5	ben/verb;bij/prep;blijk/verb;coalitiepartner/noun;dat/pron;een/det;hang_ijzer/noun;lig/verb	8	ben/verb;coalitiepartner/noun;hang_ijzer/noun	3	ben/verb;coalitiepartner/noun;hang_ijzer/noun	3	ben/verb;coalitiepartner/noun;hang_ijzer/noun	3	ben/verb;coalitiepartner/noun;een/det;hang_ijzer/noun	4	ben/verb;coalitiepartner/noun;een/det;hang_ijzer/noun	4	ben/verb;bij/prep;coalitiepartner/noun;dat/pron;een/det;hang_ijzer/noun	6
heet/adj/nrc_handelsblad_20010615_7/939	dom/adj;hoe/adj;word/verb	3	dom/adj;hoe/adj;word/verb	3	boek/noun;dom/adj;hoe/adj;kan/verb;kom_door/verb;word/verb	6	dom/adj;door/part;door/prep;hoe/adj;nooit/adv;word/verb	6	dom/adj;door/part;door/prep;hoe/adj;nooit/adv;word/verb	6	boek/noun;dat/det;dom/adj;door/part;door/prep;hoe/adj;kan/verb;kom_door/verb;nooit/adv;ook/adv;word/verb	11	dom/adj;hoe/adj	2	dom/adj;hoe/adj	2	boek/noun;dom/adj;hoe/adj;kan/verb;kom_door/verb	5	dom/adj;door/part;hoe/adj;nooit/adv	4	dom/adj;door/part;hoe/adj;nooit/adv	4	boek/noun;dat/det;dom/adj;door/part;hoe/adj;kan/verb;kom_door/verb;nooit/adv;ook/adv	9
heet/adj/nrc_handelsblad_20010323_89/946	oostkust/noun	1	oostkust/noun	1	adviseur/noun;heb/verb;onthul/verb;oostkust/noun	4	de/det;die/det;een/det;oostkust/noun	4	de/det;die/det;een/det;oostkust/noun	4	adviseur/noun;de/det;die/det;die/pron;een/det;heb/verb;hij/pron;onthul/verb;oostkust/noun;van/prep	10		0		0	adviseur/noun;onthul/verb	2	die/det;een/det	2	die/det;een/det	2	adviseur/noun;die/det;die/pron;een/det;onthul/verb	5
heet/adj/nrc_handelsblad_20011026_24/159	adem/noun;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	6	adem/noun;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	6	adem/noun;heb/verb;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	7	adem/noun;dan/adv;de/det;in/prep;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	9	adem/noun;dan/adv;de/det;in/prep;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	9	adem/noun;aldus/prep;dan/adv;de/det;heb/verb;ik/pron;in/prep;in_compleet/adj;lief/adj;materiaal/noun;mijn/det;nek/noun;van/prep;voel/verb	14	adem/noun	1	adem/noun	1	adem/noun	1	adem/noun;dan/adv;de/det;in/prep	4	adem/noun;dan/adv;de/det;in/prep	4	adem/noun;dan/adv;de/det;ik/pron;in/prep;mijn/det;van/prep	7
heet/adj/nrc_handelsblad_20020328_115/1441	2003/noun;coalitie_genoot/noun;hang_ijzer/noun	3	2003/noun;coalitie_genoot/noun;hang_ijzer/noun	3	2003/noun;coalitie_genoot/noun;hang_ijzer/noun;maak/verb;uitbreiding/noun;verkiezing/noun;zal/verb	7	2003/noun;coalitie_genoot/noun;de/det;een/det;hang_ijzer/noun	5	2003/noun;coalitie_genoot/noun;de/det;een/det;hang_ijzer/noun	5	2003/noun;bij/prep;coalitie_genoot/noun;de/det;een/det;hang_ijzer/noun;maak/verb;tot/prep;uitbreiding/noun;van/prep;verkiezing/noun;zal/verb	12	hang_ijzer/noun	1	hang_ijzer/noun	1	hang_ijzer/noun;maak/verb;zal/verb	3	de/det;een/det;hang_ijzer/noun	3	de/det;een/det;hang_ijzer/noun	3	bij/prep;de/det;een/det;hang_ijzer/noun;maak/verb;tot/prep;zal/verb	7
heet/adj/nrc_handelsblad_20000811_84/560	baad/verb;probeer/verb;rook/noun;word/verb	4	baad/verb;probeer/verb;rook/noun;word/verb	4	baad/verb;probeer/verb;rook/noun;word/verb	4	baad/verb;de/det;in/prep;probeer/verb;rook/noun;te/adv;word/verb	7	baad/verb;de/det;in/prep;probeer/verb;rook/noun;te/adv;word/verb	7	baad/verb;de/det;in/prep;probeer/verb;rook/noun;te/adv;word/verb;zelf/adv	8	baad/verb;word/verb	2	baad/verb;word/verb	2	baad/verb;word/verb	2	baad/verb;te/adv;word/verb	3	baad/verb;te/adv;word/verb	3	baad/verb;te/adv;word/verb;zelf/adv	4
heet/adj/nrc_handelsblad_20020507_136/354	decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	6	decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	6	breng/verb;decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	7	de/det;decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	7	de/det;decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	7	breng/verb;de/det;decadentie/noun;drift/noun;koel/adj;tussen/prep;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	9	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tussen/prep;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	6
heet/adj/nrc_handelsblad_20000812_101/638	begroet/verb;morgen/noun;naald/noun	3	begroet/verb;morgen/noun;naald/noun	3	begroet/verb;kan/verb;morgen/noun;naald/noun;treed_op/verb;verkiezing/noun	6	begroet/verb;de/det;met/prep;morgen/noun;naald/noun;op/part;op/prep	7	begroet/verb;de/det;met/prep;morgen/noun;naald/noun;op/part;op/prep	7	begroet/verb;de/det;het/prep;kan/verb;met/prep;morgen/noun;naald/noun;oog/prep;op/part;op/prep;treed_op/verb;van/prep;verkiezing/noun;we/pron	14	naald/noun	1	naald/noun	1	naald/noun;treed_op/verb;verkiezing/noun	3	de/det;naald/noun;op/part	3	de/det;naald/noun;op/part	3	de/det;naald/noun;op/part;treed_op/verb;verkiezing/noun;we/pron	6
heet/adj/nrc_handelsblad_20020531_155/484	ben/verb;buitenkant/noun;hard/adj;kern/noun;koud/adj;zacht/adj	6	ben/verb;buitenkant/noun;hard/adj;kern/noun;koud/adj;zacht/adj	6	ben/verb;buitenkant/noun;hard/adj;kern/noun;koud/adj;zacht/adj	6	ben/verb;buitenkant/noun;de/det;hard/adj;kern/noun;koud/adj;zacht/adj	7	ben/verb;buitenkant/noun;de/det;hard/adj;kern/noun;koud/adj;zacht/adj	7	ben/verb;buitenkant/noun;de/det;hard/adj;kern/noun;koud/adj;zacht/adj	7	kern/noun;zacht/adj	2	kern/noun;zacht/adj	2	kern/noun;zacht/adj	2	de/det;kern/noun;zacht/adj	3	de/det;kern/noun;zacht/adj	3	de/det;kern/noun;zacht/adj	3
heet/adj/nrc_handelsblad_20010712_7/513	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;de/det	2	ben/verb;de/det	2	ben/verb;de/det;ooit/adv	3	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;de/det	2	ben/verb;de/det	2	ben/verb;de/det;ooit/adv	3
heet/adj/nrc_handelsblad_20010712_76/822	barbecue/noun;geplet/adj;olie_vat/noun;sta/verb;vis/noun	5	barbecue/noun;geplet/adj;olie_vat/noun;sta/verb;vis/noun	5	barbecue/noun;geplet/adj;olie_vat/noun;rook/verb;sta/verb;vis/noun	6	barbecue/noun;daar/adv;de/det;geplet/adj;olie_vat/noun;onder/prep;op/prep;sta/verb;uit/prep;vis/noun	10	barbecue/noun;daar/adv;de/det;geplet/adj;olie_vat/noun;onder/prep;op/prep;sta/verb;uit/prep;vis/noun	10	barbecue/noun;daar/adv;de/det;geplet/adj;olie_vat/noun;onder/prep;op/prep;rook/verb;sta/verb;uit/prep;van/prep;vis/noun	12	vis/noun	1	vis/noun	1	rook/verb;vis/noun	2	de/det;onder/prep;op/prep;uit/prep;vis/noun	5	de/det;onder/prep;op/prep;uit/prep;vis/noun	5	de/det;onder/prep;op/prep;rook/verb;uit/prep;vis/noun	6
heet/adj/nrc_handelsblad_20000311_134/325	ben/verb;stoom/noun;warmte/noun	3	ben/verb;stoom/noun;warmte/noun	3	ben/verb;industrie/noun;stoom/noun;vorm/noun;warmte/noun	5	ben/verb;de/det;een/det;hier/adv;in/prep;stoom/noun;warmte/noun	7	ben/verb;de/det;een/det;hier/adv;in/prep;stoom/noun;warmte/noun	7	ben/verb;de/det;een/det;hier/adv;in/prep;industrie/noun;stoom/noun;van/prep;veel/det;vorm/noun;warmte/noun	11	stoom/noun;warmte/noun	2	stoom/noun;warmte/noun	2	stoom/noun;vorm/noun;warmte/noun	3	de/det;een/det;in/prep;stoom/noun;warmte/noun	5	de/det;een/det;in/prep;stoom/noun;warmte/noun	5	de/det;een/det;in/prep;stoom/noun;van/prep;veel/det;vorm/noun;warmte/noun	8
heet/adj/nrc_handelsblad_20031128_706/270	adem/noun;nek/noun	2	adem/noun;nek/noun	2	adem/noun;bedrijf/noun;buur/noun;groei/noun;groot/adj;heb/verb;leef/verb;leer/verb;moet/verb;nek/noun	10	Zuid-Afrika/det;adem/noun;de/det;in/prep;met/prep;nek/noun	6	Zuid-Afrika/det;adem/noun;de/det;in/prep;met/prep;nek/noun	6	Zuid-Afrika/det;adem/noun;bedrijf/noun;buur/noun;de/det;groei/noun;groot/adj;heb/verb;in/prep;leef/verb;leer/verb;met/prep;moet/verb;nek/noun;van/prep	15	adem/noun	1	adem/noun	1	adem/noun;bedrijf/noun;groot/adj;leef/verb;leer/verb;moet/verb	6	Zuid-Afrika/det;adem/noun;met/prep	3	Zuid-Afrika/det;adem/noun;met/prep	3	Zuid-Afrika/det;adem/noun;bedrijf/noun;groot/adj;leef/verb;leer/verb;met/prep;moet/verb;van/prep	9
heet/adj/nrc_handelsblad_20040127_36/22	ben/verb;heet/adj;koffie/noun;kop/noun	4	ben/verb;heet/adj;koffie/noun;kop/noun	4	ben/verb;goed/adj;heet/adj;koffie/noun;kop/noun;moet/verb;verkoop/verb;veroordeeld/adj	8	ben/verb;een/det;heet/adj;het/det;koffie/noun;kop/noun;te/adv	7	ben/verb;een/det;heet/adj;het/det;koffie/noun;kop/noun;te/adv	7	ben/verb;een/det;goed/adj;heet/adj;het/det;koffie/noun;kop/noun;moet/verb;ooit/adv;te/adv;toch/adv;van/prep;verkoop/verb;veroordeeld/adj;voor/prep	15		0		0	goed/adj;verkoop/verb	2	een/det;het/det;te/adv	3	een/det;het/det;te/adv	3	een/det;goed/adj;het/det;te/adv;van/prep;verkoop/verb;voor/prep	7
heet/adj/nrc_handelsblad_20001102_105/475	alles/noun;draai/verb;heup/noun	3	alles/noun;draai/verb;heup/noun	3	alles/noun;draai/verb;heup/noun	3	alles/noun;de/det;draai/verb;het/det;heup/noun;om/prep	6	alles/noun;de/det;draai/verb;het/det;heup/noun;om/prep	6	alles/noun;de/det;die/pron;draai/verb;het/det;heup/noun;om/prep	7	alles/noun;draai/verb	2	alles/noun;draai/verb	2	alles/noun;draai/verb	2	alles/noun;draai/verb;het/det	3	alles/noun;draai/verb;het/det	3	alles/noun;draai/verb;het/det	3
heet/adj/nrc_handelsblad_20010606_132/108	hoe/adj;schoon/adj;spoel_af/verb;water/noun	4	hoe/adj;schoon/adj;spoel_af/verb;water/noun	4	doe_voor/verb;heb/verb;hoe/adj;moet/verb;schoon/adj;spoel_af/verb;water/noun	7	daarna/adv;het/det;hoe/adj;in/prep;schoon/adj;spoel_af/verb;water/noun	7	daarna/adv;het/det;hoe/adj;in/prep;schoon/adj;spoel_af/verb;water/noun	7	daarna/adv;doe_voor/verb;heb/verb;het/det;hoe/adj;in/prep;moet/verb;schoon/adj;spoel_af/verb;water/noun	10	schoon/adj;spoel_af/verb;water/noun	3	schoon/adj;spoel_af/verb;water/noun	3	schoon/adj;spoel_af/verb;water/noun	3	daarna/adv;in/prep;schoon/adj;spoel_af/verb;water/noun	5	daarna/adv;in/prep;schoon/adj;spoel_af/verb;water/noun	5	daarna/adv;in/prep;schoon/adj;spoel_af/verb;water/noun	5
heet/adj/nrc_handelsblad_20000826_71/333	datering/noun;hout/noun;naald/noun;proeve_rij/noun	4	datering/noun;hout/noun;naald/noun;proeve_rij/noun	4	datering/noun;hout/noun;kom_binnen/verb;naald/noun;proeve_rij/noun	5	datering/noun;de/det;het/det;hout/noun;naald/noun;proeve_rij/noun;tijdens/prep	7	datering/noun;de/det;het/det;hout/noun;naald/noun;proeve_rij/noun;tijdens/prep	7	datering/noun;de/det;het/det;hout/noun;kom_binnen/verb;naald/noun;proeve_rij/noun;tijdens/prep;van/prep	9	datering/noun;naald/noun;proeve_rij/noun	3	datering/noun;naald/noun;proeve_rij/noun	3	datering/noun;kom_binnen/verb;naald/noun;proeve_rij/noun	4	datering/noun;de/det;naald/noun;proeve_rij/noun;tijdens/prep	5	datering/noun;de/det;naald/noun;proeve_rij/noun;tijdens/prep	5	datering/noun;de/det;kom_binnen/verb;naald/noun;proeve_rij/noun;tijdens/prep	6
heet/adj/nrc_handelsblad_20040217_122/471	hang_ijzer/noun;laat/verb;moment/noun	3	hang_ijzer/noun;laat/verb;moment/noun	3	blijk/verb;hang_ijzer/noun;heb/verb;laat/verb;moment/noun;zal/verb	6	de/det;een/det;hang_ijzer/noun;laat/verb;moment/noun;op/prep	6	de/det;een/det;hang_ijzer/noun;laat/verb;moment/noun;op/prep	6	al/adv;blijk/verb;dat/det;de/det;een/det;hang_ijzer/noun;heb/verb;hij/pron;laat/verb;mede/adv;moment/noun;op/prep;over/prep;zal/verb	14	hang_ijzer/noun;moment/noun	2	hang_ijzer/noun;moment/noun	2	hang_ijzer/noun;heb/verb;moment/noun	3	een/det;hang_ijzer/noun;moment/noun;op/prep	4	een/det;hang_ijzer/noun;moment/noun;op/prep	4	al/adv;dat/det;een/det;hang_ijzer/noun;heb/verb;moment/noun;op/prep	7
heet/adj/nrc_handelsblad_20000406_83/178	insinuatie/noun;koud/adj;word/verb	3	insinuatie/noun;koud/adj;word/verb	3	insinuatie/noun;koud/adj;word/verb	3	die/det;insinuatie/noun;koud/adj;niet/adv;word/verb	5	die/det;insinuatie/noun;koud/adj;niet/adv;word/verb	5	al/det;die/det;ik/pron;insinuatie/noun;koud/adj;niet/adv;van/prep;word/verb	8	koud/adj;word/verb	2	koud/adj;word/verb	2	koud/adj;word/verb	2	die/det;koud/adj;niet/adv;word/verb	4	die/det;koud/adj;niet/adv;word/verb	4	al/det;die/det;ik/pron;koud/adj;niet/adv;van/prep;word/verb	7
heet/adj/nrc_handelsblad_19991008_0/726	behandel/verb;hang_ijzer/noun;zet_aan/verb	3	behandel/verb;hang_ijzer/noun;zet_aan/verb	3	behandel/verb;denk/verb;hang_ijzer/noun;manier/noun;origineel/adj;zet_aan/verb	6	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep;zet_aan/verb	6	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep;zet_aan/verb	6	behandel/verb;de/det;denk/verb;die/pron;een/det;hang_ijzer/noun;manier/noun;op/prep;origineel/adj;tot/prep;zet_aan/verb	11	behandel/verb;hang_ijzer/noun	2	behandel/verb;hang_ijzer/noun	2	behandel/verb;hang_ijzer/noun;manier/noun;origineel/adj	4	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep	5	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep	5	behandel/verb;de/det;een/det;hang_ijzer/noun;manier/noun;op/prep;origineel/adj	7
heet/adj/nrc_handelsblad_20000622_76/67	adem_in/verb;ben/verb;brand/noun;crash/noun;giftig/adj;kom_om/verb;kom_vrij/verb;rook/noun	8	adem_in/verb;ben/verb;brand/noun;crash/noun;giftig/adj;kom_om/verb;kom_vrij/verb;rook/noun	8	adem_in/verb;ben/verb;brand/noun;crash/noun;giftig/adj;kom_om/verb;kom_vrij/verb;rook/noun	8	adem_in/verb;ben/verb;brand/noun;crash/noun;de/det;door/prep;giftig/adj;het/det;kom_om/verb;kom_vrij/verb;rook/noun;ze/pron	12	adem_in/verb;ben/verb;brand/noun;crash/noun;de/det;door/prep;giftig/adj;het/det;kom_om/verb;kom_vrij/verb;rook/noun;ze/pron	12	adem_in/verb;ben/verb;bij/prep;brand/noun;crash/noun;de/det;die/pron;door/prep;giftig/adj;het/det;kom_om/verb;kom_vrij/verb;na/prep;rook/noun;van/prep;ze/pron	16	adem_in/verb;giftig/adj;kom_vrij/verb;rook/noun	4	adem_in/verb;giftig/adj;kom_vrij/verb;rook/noun	4	adem_in/verb;giftig/adj;kom_vrij/verb;rook/noun	4	adem_in/verb;giftig/adj;het/det;kom_vrij/verb;rook/noun	5	adem_in/verb;giftig/adj;het/det;kom_vrij/verb;rook/noun	5	adem_in/verb;bij/prep;die/pron;giftig/adj;het/det;kom_vrij/verb;rook/noun;van/prep	8
heet/adj/nrc_handelsblad_19991204_84/790	ben/verb;gas/noun;heet/adj;wek_op/verb	4	ben/verb;gas/noun;heet/adj;wek_op/verb	4	bekend/adj;ben/verb;essentieel/adj;gas/noun;heet/adj;makkelijk/adj;natuurlijk/adj;trek/noun;wek_op/verb	9	ben/verb;elk/det;gas/noun;heet/adj;wat/pron;wek_op/verb	6	ben/verb;elk/det;gas/noun;heet/adj;wat/pron;wek_op/verb	6	bekend/adj;ben/verb;elk/det;essentieel/adj;gas/noun;heet/adj;makkelijk/adj;minder/det;natuurlijk/adj;trek/noun;wat/pron;wek_op/verb	12	gas/noun;wek_op/verb	2	gas/noun;wek_op/verb	2	gas/noun;makkelijk/adj;natuurlijk/adj;trek/noun;wek_op/verb	5	elk/det;gas/noun;wat/pron;wek_op/verb	4	elk/det;gas/noun;wat/pron;wek_op/verb	4	elk/det;gas/noun;makkelijk/adj;minder/det;natuurlijk/adj;trek/noun;wat/pron;wek_op/verb	8
heet/adj/nrc_handelsblad_20030811_36/297	gedij/verb;lijk/verb;soort/noun;weer/noun	4	gedij/verb;lijk/verb;soort/noun;weer/noun	4	ben_toe/verb;gedij/verb;goed/adj;lijk/verb;seizoen/noun;soort/noun;vlinder/noun;weer/noun	8	een/det;gedij/verb;het/det;lijk/verb;soort/noun;weer/noun	6	een/det;gedij/verb;het/det;lijk/verb;soort/noun;weer/noun	6	aan/prep;al/adv;ben_toe/verb;bij/prep;dit/det;een/det;gedij/verb;goed/adj;het/det;lijk/verb;seizoen/noun;sommige/det;soort/noun;vlinder/noun;weer/noun	15	gedij/verb;soort/noun;weer/noun	3	gedij/verb;soort/noun;weer/noun	3	ben_toe/verb;gedij/verb;goed/adj;soort/noun;weer/noun	5	gedij/verb;het/det;soort/noun;weer/noun	4	gedij/verb;het/det;soort/noun;weer/noun	4	ben_toe/verb;bij/prep;gedij/verb;goed/adj;het/det;sommige/det;soort/noun;weer/noun	8
